Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,216.173618,[ 64 193] ; [254  38],[148.86338798 108.13661202] ; [169.13661202 122.86338798],1
s7,1,0.0,98.914667,[ 74 171] ; [208  75],[130.85227273 114.14772727] ; [151.14772727 131.85227273],1
s6,1,0.0,89.854249,[126 128] ; [251  37],[176.67527675  77.32472325] ; [200.32472325  87.67527675],1
s8,1,0.0,69.195358,[ 75 183] ; [188 103],[123.59562842 134.40437158] ; [139.40437158 151.59562842],1
s5,1,0.0,47.835776,[ 58 198] ; [146 137],[ 96.89053803 159.10946197] ; [107.10946197 175.89053803],1
s4,1,4.9e-05,16.472863,[ 28 232] ; [ 69 218],[ 46.10603291 213.89396709] ; [ 50.89396709 236.10603291],1
p10,1,0.001796,9.746659,[205  52] ; [260  31],[218.07481752  38.92518248] ; [246.92518248  44.07481752],0
d4,1,0.001832,9.71033,[200  61] ; [251  38],[214.02  46.98] ; [236.98  52.02],0
n5,1,0.001903,9.641053,[185  76] ; [238  52],[200.36842105  60.63157895] ; [222.63157895  67.36842105],0
p6,1,0.003015,8.798642,[106 148] ; [159 133],[123.27838828 130.72161172] ; [141.72161172 150.27838828],0
a3,1,0.00321,8.684246,[173  86] ; [227  64],[188.36363636  70.63636364] ; [211.63636364  79.36363636],0
u1,1,0.004692,7.994399,[ 34 227] ; [ 65 227],[ 46.72513562 214.27486438] ; [ 52.27486438 239.72513562],0
a2,1,0.008465,6.932336,[ 50 211] ; [ 84 208],[ 63.24412297 197.75587703] ; [ 70.75587703 221.24412297],0
a1,1,0.00956,6.71517,[  8 253] ; [ 24 268],[ 15.10307414 245.89692586] ; [ 16.89692586 275.10307414],0
a4,1,0.013985,6.040039,[ 99 160] ; [142 150],[113.2831216 145.7168784] ; [127.7168784 164.2831216],0
d3,1,0.016592,5.739009,[170  90] ; [216  73],[182.80510018  77.19489982] ; [203.19489982  85.80510018],0
p12,1,0.018667,5.532461,[ 14 245] ; [ 32 260],[ 21.62250454 237.37749546] ; [ 24.37749546 267.62250454],0
d1,1,0.026375,4.931253,[142 119] ; [186 106],[154.80650995 106.19349005] ; [173.19349005 118.80650995],0
p4,1,0.026979,4.892161,[166  93] ; [212  79],[178.00363636  80.99636364] ; [199.99636364  91.00363636],0
n6,1,0.028186,4.81664,[216  45] ; [257  31],[224.86885246  36.13114754] ; [248.13114754  39.86885246],0
s1,1,0.033671,4.511345,[  3 255] ; [ 12 279],[  7.04918033 250.95081967] ; [  7.95081967 283.04918033],0
p9,1,0.039463,4.24082,[215  43] ; [260  31],[223.22404372  34.77595628] ; [251.77595628  39.22404372],0
u4,1,0.051517,3.791397,[  2 259] ; [  9 283],[  5.19168174 255.80831826] ; [  5.80831826 286.19168174],0
a8,1,0.052057,3.773933,[ 28 201] ; [ 51 224],[ 35.89484127 193.10515873] ; [ 43.10515873 231.89484127],0
r2,1,0.082759,3.009872,[242  16] ; [281   9],[246.22992701  11.77007299] ; [276.77007299  13.22992701],0
r1,1,0.100779,2.693167,[206  53] ; [247  44],[213.32181818  45.67818182] ; [239.67818182  51.32181818],0
b3,1,0.108904,2.570057,[ 53 107] ; [ 76 107],[60.17492711 99.82507289] ; [ 68.82507289 114.17492711],0
b2,1,0.108904,2.570057,[ 53 107] ; [ 76 107],[60.17492711 99.82507289] ; [ 68.82507289 114.17492711],0
n4,1,0.139473,2.183769,[198  63] ; [235  55],[205.10526316  55.89473684] ; [227.89473684  62.10526316],0
r3,1,0.143859,2.136183,[250  11] ; [285   6],[252.96195652   8.03804348] ; [282.03804348   8.96195652],0
d5,1,0.187116,1.740179,[208  53] ; [242  46],[213.93442623  47.06557377] ; [236.06557377  51.93442623],0
u3,1,0.209481,1.575008,[44 44] ; [38 25],[47.78807947 40.21192053] ; [34.21192053 28.78807947],0
n3,1,0.236237,1.402912,[44  9] ; [42 15],[41.43636364 11.56363636] ; [44.56363636 12.43636364],0
a5,1,0.239085,1.385979,[186  75] ; [221  71],[192.09222423  68.90777577] ; [214.90777577  77.09222423],0
p5,1,0.27095,1.211931,[ 32 229] ; [ 45 245],[ 36.47368421 224.52631579] ; [ 40.52631579 249.47368421],0
n2,1,0.305679,1.049255,[40 14] ; [46 10],[42.21818182 11.78181818] ; [43.78181818 12.21818182],0
v3,1,0.328166,0.956123,[102 153] ; [125 158],[107.5929368 147.4070632] ; [119.4070632 163.5929368],0
p2,1,0.331452,0.943215,[237  22] ; [260  32],[233.61705989  25.38294011] ; [263.38294011  28.61705989],0
d2,1,0.335889,0.926058,[118 143] ; [143 147],[123.63157895 137.36842105] ; [137.36842105 152.63157895],0
p8,1,0.40828,0.683804,[177  78] ; [193  99],[172.48628885  82.51371115] ; [197.51371115  94.48628885],0
n1,1,0.496169,0.463122,[16 37] ; [20 35],[17.66666667 35.33333333] ; [18.33333333 36.66666667],0
v1,1,0.585452,0.297503,[141 113] ; [166 121],[144.13678373 109.86321627] ; [162.86321627 124.13678373],0
v2,1,0.599796,0.275304,[148 106] ; [170 111],[150.97570093 103.02429907] ; [167.02429907 113.97570093],0
r4,1,0.60437,0.268455,[243  18] ; [275  17],[244.48101266  16.51898734] ; [273.51898734  18.48101266],0
b1,1,0.629329,0.232972,[102 159] ; [120 172],[104.77757685 156.22242315] ; [117.22242315 174.77757685],0
p1,1,0.72719,0.121708,[ 22 238] ; [ 27 263],[ 23.16363636 236.83636364] ; [ 25.83636364 264.16363636],0
b5,1,0.741644,0.108687,[152 109] ; [166 126],[150.08679928 110.91320072] ; [167.91320072 124.08679928],0
a6,1,0.773447,0.082868,[174  87] ; [196  93],[175.58181818  85.41818182] ; [194.41818182  94.58181818],0
p3,1,0.835903,0.042906,[155 105] ; [176 115],[156.18874773 103.81125227] ; [174.81125227 116.18874773],0
a7,1,0.912522,0.012069,[187  74] ; [209  81],[187.57894737  73.42105263] ; [208.42105263  81.57894737],0
u2,1,0.957563,0.002831,[48 38] ; [36 28],[48.16 37.84] ; [35.84 28.16],0
p11,1,0.960913,0.002402,[215  46] ; [241  51],[215.21880651  45.78119349] ; [240.78119349  51.21880651],0
b4,1,0.985656,0.000323,[145 116] ; [162 130],[144.89511754 116.10488246] ; [162.10488246 129.89511754],0
