Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,7e-05,15.80385,[ 9 32] ; [86 65],[20.28645833 20.71354167] ; [74.71354167 76.28645833],1
p4,1,0.000434,12.379123,[19 22] ; [114  38],[28.25388601 12.74611399] ; [104.74611399  47.25388601],1
p3,1,0.000666,11.580952,[13 27] ; [95 57],[22.5 17.5] ; [85.5 66.5],1
p2,1,0.00643,7.425661,[33  8] ; [143   9],[37.38860104  3.61139896] ; [138.61139896  13.38860104],0
p11,1,0.012257,6.273293,[27 14] ; [127  25],[32.71502591  8.28497409] ; [121.28497409  30.71502591],0
s6,1,0.014671,5.95559,[22 18] ; [110  37],[28.23529412 11.76470588] ; [103.76470588  43.23529412],0
r3,1,0.023836,5.106524,[35  6] ; [144   7],[38.22395833  2.77604167] ; [140.77604167  10.22395833],0
s1,1,0.023974,5.096508,[ 5 36] ; [  5 145],[ 2.14659686 38.85340314] ; [  7.85340314 142.14659686],0
r1,1,0.042056,4.132952,[26 15] ; [119  32],[30.96354167 10.03645833] ; [114.03645833  36.96354167],0
n1,1,0.042225,4.126172,[7 3] ; [10 20],[4.25 5.75] ; [12.75 17.25],0
s4,1,0.050701,3.818115,[ 5 36] ; [ 40 109],[ 9.71052632 31.28947368] ; [ 35.28947368 113.71052632],0
r4,1,0.090757,2.860896,[33  8] ; [137  15],[36.11398964  4.88601036] ; [133.88601036  18.11398964],0
p1,1,0.093932,2.805661,[ 8 33] ; [ 15 136],[ 4.91145833 36.08854167] ; [ 18.08854167 132.91145833],0
a3,1,0.100265,2.701318,[20 20] ; [97 54],[24.5026178 15.4973822] ; [92.4973822 58.5026178],0
s8,1,0.112934,2.512679,[14 27] ; [73 79],[18.48186528 22.51813472] ; [68.51813472 83.48186528],0
n3,1,0.136037,2.222222,[4 6] ; [20 10],[6. 4.] ; [18. 12.],0
s5,1,0.143762,2.137217,[ 9 29] ; [54 95],[12.80213904 25.19786096] ; [50.19786096 98.80213904],0
d5,1,0.158667,1.986884,[28 13] ; [119  32],[31.390625  9.609375] ; [115.609375  35.390625],0
s7,1,0.189151,1.724219,[16 24] ; [75 70],[19.67567568 20.32432432] ; [71.32432432 73.67567568],0
u1,1,0.197657,1.659601,[ 7 34] ; [ 15 137],[ 4.67357513 36.32642487] ; [ 17.32642487 134.67357513],0
s2,1,0.216148,1.529761,[16 24] ; [77 74],[19.47643979 20.52356021] ; [73.52356021 77.47643979],0
n4,1,0.216306,1.52871,[28 13] ; [118  34],[31.01554404  9.98445596] ; [114.98445596  37.01554404],0
b1,1,0.223444,1.482112,[14 27] ; [68 84],[17.41968912 23.58031088] ; [64.58031088 87.41968912],0
s3,1,0.271748,1.207901,[18 21] ; [84 66],[21.04761905 17.95238095] ; [80.95238095 69.04761905],0
p9,1,0.274514,1.194052,[37  4] ; [125  25],[34.77486911  6.22513089] ; [127.22513089  22.77486911],0
b2,1,0.283178,1.151776,[ 5 18] ; [30 60],[ 7.12389381 15.87610619] ; [27.87610619 62.12389381],0
b3,1,0.283178,1.151776,[ 5 18] ; [30 60],[ 7.12389381 15.87610619] ; [27.87610619 62.12389381],0
b5,1,0.284703,1.144503,[27 14] ; [86 66],[24.00518135 16.99481865] ; [88.99481865 63.00518135],0
u2,1,0.29164,1.112035,[ 9 12] ; [31 24],[11.05263158  9.94736842] ; [28.94736842 26.05263158],0
p10,1,0.297414,1.085755,[32  9] ; [129  23],[34.20207254  6.79792746] ; [126.79792746  25.20207254],0
u4,1,0.317582,0.998878,[ 1 40] ; [  1 151],[ 0.42487047 40.57512953] ; [  1.57512953 150.42487047],0
d4,1,0.334723,0.930538,[30 11] ; [121  30],[32.24479167  8.75520833] ; [118.75520833  32.24479167],0
a8,1,0.355819,0.852596,[ 3 32] ; [ 21 124],[ 4.66666667 30.33333333] ; [ 19.33333333 125.66666667],0
d1,1,0.373137,0.79319,[20 21] ; [86 66],[22.51813472 18.48186528] ; [83.48186528 68.51813472],0
d3,1,0.414443,0.66602,[25 16] ; [103  49],[27.19170984 13.80829016] ; [100.80829016  51.19170984],0
v1,1,0.43504,0.60933,[15 25] ; [67 84],[17.17277487 22.82722513] ; [64.82722513 86.17277487],0
a5,1,0.490635,0.475134,[26 15] ; [105  47],[27.82901554 13.17098446] ; [103.17098446  48.82901554],0
r2,1,0.493735,0.468377,[37  4] ; [141  10],[38.01041667  2.98958333] ; [139.98958333  11.01041667],0
v3,1,0.501383,0.452007,[ 6 35] ; [ 29 122],[ 7.47395833 33.52604167] ; [ 27.52604167 123.47395833],0
n5,1,0.520115,0.413664,[29 12] ; [115  37],[30.59067358 10.40932642] ; [113.40932642  38.59067358],0
b4,1,0.536167,0.382689,[23 18] ; [77 75],[21.24352332 19.75647668] ; [78.75647668 73.24352332],0
a6,1,0.608067,0.263,[23 18] ; [92 60],[24.43005181 16.56994819] ; [90.56994819 61.43005181],0
p5,1,0.64367,0.213975,[ 8 33] ; [ 25 127],[ 7.01036269 33.98963731] ; [ 25.98963731 126.01036269],0
n2,1,0.653484,0.201536,[6 4] ; [21 10],[6.58536585 3.41463415] ; [20.41463415 10.58536585],0
a2,1,0.760742,0.092724,[ 7 34] ; [ 23 129],[ 6.37305699 34.62694301] ; [ 23.62694301 128.37305699],0
n6,1,0.776302,0.080737,[36  5] ; [130  21],[35.44791667  5.55208333] ; [130.55208333  20.44791667],0
d2,1,0.836328,0.04268,[18 23] ; [64 88],[17.41968912 23.58031088] ; [64.58031088 87.41968912],0
u3,1,0.865569,0.028659,[11 10] ; [30 25],[11.32894737  9.67105263] ; [29.67105263 25.32894737],0
a7,1,0.901867,0.015204,[29 12] ; [106  46],[28.67875648 12.32124352] ; [106.32124352  45.67875648],0
v4,1,0.921352,0.009748,[39  2] ; [144   8],[38.87564767  2.12435233] ; [144.12435233   7.87564767],0
a4,1,0.939208,0.005816,[15 25] ; [58 94],[15.20833333 24.79166667] ; [57.79166667 94.20833333],0
