Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,62.133754,[333 147] ; [ 51 101],[291.64556962 188.35443038] ; [92.35443038 59.64556962],1
a4,1,0.0,60.665696,[268 209] ; [ 30 121],[226.34713376 250.65286624] ; [71.65286624 79.34713376],1
a3,1,0.0,59.004347,[386  93] ; [73 77],[349.54054054 129.45945946] ; [109.45945946  40.54054054],1
d2,1,0.0,56.964825,[288 189] ; [ 38 113],[247.61464968 229.38535032] ; [78.38535032 72.61464968],1
d4,1,0.0,35.875312,[415  64] ; [98 53],[390.04285714  88.95714286] ; [122.95714286  28.04285714],1
u1,1,0.0,33.393956,[123 357] ; [  6 146],[ 97.97468354 382.02531646] ; [ 31.02531646 120.97468354],1
d5,1,0.0,28.912851,[414  65] ; [102  50],[391.70206022  87.29793978] ; [124.29793978  27.70206022],1
a6,1,1e-06,24.480294,[349 130] ; [78 74],[324.14104596 154.85895404] ; [102.85895404  49.14104596],1
d3,1,1e-06,24.107103,[349 131] ; [78 74],[324.30379747 155.69620253] ; [102.69620253  49.30379747],1
r1,1,1.2e-05,19.192781,[405  72] ; [104  47],[386.61305732  90.38694268] ; [122.38694268  28.61305732],1
p9,1,0.000149,14.388165,[424  47] ; [118  33],[410.42122186  60.57877814] ; [131.57877814  19.42122186],1
p10,1,0.000478,12.199577,[419  55] ; [117  35],[405.85303514  68.14696486] ; [130.14696486  21.85303514],1
s5,1,0.000783,11.281417,[184 276] ; [ 36 110],[166.99669967 293.00330033] ; [53.00330033 92.99669967],1
s7,1,0.000913,10.996427,[263 192] ; [60 83],[245.76086957 209.23913043] ; [77.23913043 65.76086957],1
r2,1,0.001306,10.33472,[457  18] ; [135  16],[449.20127796  25.79872204] ; [142.79872204   8.20127796],0
n4,1,0.002283,9.306891,[441  38] ; [127  25],[431.17591125  47.82408875] ; [136.82408875  15.17591125],0
b3,1,0.002406,9.210837,[138 172] ; [23 64],[125.71788413 184.28211587] ; [35.28211587 51.71788413],0
b2,1,0.002406,9.210837,[138 172] ; [23 64],[125.71788413 184.28211587] ; [35.28211587 51.71788413],0
s8,1,0.004885,7.921629,[243 231] ; [58 94],[227.91373802 246.08626198] ; [73.08626198 78.91373802],0
v2,1,0.005343,7.759363,[277 187] ; [67 77],[262.52631579 201.47368421] ; [81.47368421 62.52631579],0
p4,1,0.007803,7.078216,[322 155] ; [84 67],[308.37898089 168.62101911] ; [97.62101911 53.37898089],0
p11,1,0.00857,6.910328,[405  75] ; [114  38],[394.17721519  85.82278481] ; [124.82278481  27.17721519],0
v1,1,0.015831,5.821501,[284 183] ; [75 76],[271.28317152 195.71682848] ; [87.71682848 63.28317152],0
r4,1,0.023029,5.166337,[443  37] ; [131  21],[435.94936709  44.05063291] ; [138.05063291  13.94936709],0
s1,1,0.02647,4.925031,[ 11 461] ; [  9 141],[ 15.17684887 456.82315113] ; [  4.82315113 145.17684887],0
p3,1,0.036961,4.35221,[269 208] ; [71 81],[257.83783784 219.16216216] ; [82.16216216 69.83783784],0
v4,1,0.037325,4.335499,[460  18] ; [140  12],[455.23809524  22.76190476] ; [144.76190476   7.23809524],0
p2,1,0.045971,3.982671,[409  68] ; [120  32],[401.16534181  75.83465819] ; [127.83465819  24.16534181],0
a1,1,0.0462,3.974283,[ 29 451] ; [  3 149],[ 24.30379747 455.69620253] ; [  7.69620253 144.30379747],0
u4,1,0.051353,3.796718,[ 18 461] ; [  1 151],[ 14.42313788 464.57686212] ; [  4.57686212 147.42313788],0
a7,1,0.058947,3.56676,[346 134] ; [96 54],[336.76190476 143.23809524] ; [105.23809524  44.76190476],0
p8,1,0.073022,3.21375,[272 197] ; [75 76],[262.48870968 206.51129032] ; [84.51129032 66.48870968],0
p7,1,0.175402,1.83616,[310 158] ; [89 59],[303.13636364 164.86363636] ; [95.86363636 52.13636364],0
s2,1,0.199941,1.642808,[258 214] ; [73 77],[251.17684887 220.82315113] ; [79.82315113 70.17684887],0
p6,1,0.205363,1.603817,[195 279] ; [53 97],[188.38461538 285.61538462] ; [59.61538462 90.38461538],0
n2,1,0.230478,1.437908,[79 20] ; [23 10],[76.5 22.5] ; [25.5  7.5],0
p1,1,0.261553,1.26052,[ 45 433] ; [ 19 132],[ 48.63593005 429.36406995] ; [ 15.36406995 135.63593005],0
s6,1,0.342984,0.899244,[332 133] ; [101  49],[327.3902439 137.6097561] ; [105.6097561  44.3902439],0
p12,1,0.462293,0.540337,[ 47 428] ; [ 12 140],[ 44.6969697 430.3030303] ; [ 14.3030303 137.6969697],0
b4,1,0.481231,0.496072,[275 205] ; [92 60],[278.73417722 201.26582278] ; [88.26582278 63.73417722],0
u2,1,0.493856,0.468113,[49 44] ; [37 41],[46.77192982 46.22807018] ; [39.22807018 38.77192982],0
n3,1,0.526667,0.400819,[71 27] ; [22 11],[69.57251908 28.42748092] ; [23.42748092  9.57251908],0
v3,1,0.571667,0.319901,[208 259] ; [62 86],[205.02439024 261.97560976] ; [64.97560976 83.02439024],0
r3,1,0.576608,0.31175,[451  26] ; [140  10],[449.61244019  27.38755981] ; [141.38755981   8.61244019],0
u3,1,0.653099,0.202016,[52 42] ; [41 38],[50.53179191 43.46820809] ; [42.46820809 36.53179191],0
b1,1,0.679474,0.170719,[189 291] ; [57 95],[186.83544304 293.16455696] ; [59.16455696 92.83544304],0
s4,1,0.737971,0.111918,[ 76 394] ; [ 26 124],[ 77.32258065 392.67741935] ; [ 24.67741935 125.32258065],0
n1,1,0.848861,0.036318,[43 54] ; [14 19],[42.53076923 54.46923077] ; [14.46923077 18.53076923],0
a8,1,0.873729,0.025257,[ 65 367] ; [ 20 118],[ 64.42105263 367.57894737] ; [ 20.57894737 117.42105263],0
