Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,54.069924,[37 68] ; [219  72],[67.87878788 37.12121212] ; [188.12121212 102.87878788],1
d3,1,0.0,26.664173,[54 51] ; [228  64],[74.58438287 30.41561713] ; [207.41561713  84.58438287],1
a2,1,2e-06,22.171592,[11 94] ; [101 191],[29.62216625 75.37783375] ; [ 82.37783375 209.62216625],1
u1,1,1.7e-05,18.49776,[ 9 96] ; [ 86 206],[25.12594458 79.87405542] ; [ 69.87405542 222.12594458],1
b5,1,0.000245,13.449241,[48 57] ; [193  99],[63.74055416 41.25944584] ; [177.25944584 114.74055416],1
r2,1,0.001148,10.572286,[96  9] ; [285   5],[101.27848101   3.72151899] ; [279.72151899  10.27848101],0
r4,1,0.001935,9.610548,[91 14] ; [279  13],[97.85894207  7.14105793] ; [272.14105793  19.85894207],0
s8,1,0.004737,7.977307,[79 26] ; [174 117],[67.08333333 37.91666667] ; [185.91666667 105.08333333],0
d1,1,0.008174,6.995018,[58 47] ; [203  89],[69.0302267 35.9697733] ; [191.9697733 100.0302267],0
b4,1,0.010475,6.552245,[50 55] ; [181 111],[61.09571788 43.90428212] ; [169.90428212 122.09571788],0
r1,1,0.015269,5.885137,[78 27] ; [247  44],[86.17424242 18.82575758] ; [238.82575758  52.17424242],0
v4,1,0.023206,5.152986,[98  7] ; [285   6],[101.5530303   3.4469697] ; [281.4469697   9.5530303],0
p10,1,0.029602,4.732249,[85 20] ; [258  31],[91.40862944 13.59137056] ; [251.59137056  37.40862944],0
s7,1,0.030523,4.67959,[82 20] ; [193  86],[73.62204724 28.37795276] ; [201.37795276  77.62204724],0
p9,1,0.033979,4.495783,[88 17] ; [262  25],[93.75 11.25] ; [256.25  30.75],0
b1,1,0.046008,3.981291,[49 56] ; [104 188],[40.46599496 64.53400504] ; [112.53400504 179.46599496],0
a1,1,0.08118,3.041125,[10 95] ; [ 14 278],[ 6.34760705 98.65239295] ; [ 17.65239295 274.34760705],0
