Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.796623,[26 35] ; [96 22],[41.57541899 19.42458101] ; [80.42458101 37.57541899],1
r3,1,0.0,27.423677,[35 25] ; [107  10],[48.13559322 11.86440678] ; [93.86440678 23.13559322],1
p10,1,1e-06,23.30153,[20 39] ; [84 33],[34.86363636 24.13636364] ; [69.13636364 47.86363636],1
p9,1,9e-06,19.610809,[24 34] ; [89 29],[37.23863636 20.76136364] ; [75.76136364 42.23863636],1
v4,1,1.3e-05,18.963526,[39 21] ; [106  10],[49.43181818 10.56818182] ; [95.56818182 20.43181818],1
p2,1,7.9e-05,15.591939,[31 30] ; [93 24],[42.49438202 18.50561798] ; [81.50561798 35.49438202],1
n6,1,0.000178,14.053022,[26 33] ; [86 32],[37.33333333 21.66666667] ; [74.66666667 43.33333333],1
v2,1,0.000297,13.088694,[11 47] ; [53 59],[21.83529412 36.16470588] ; [42.16470588 69.83529412],1
n3,1,0.000895,11.032994,[ 8 10] ; [29  4],[13.05882353  4.94117647] ; [23.94117647  9.05882353],1
r1,1,0.002634,9.044945,[25 35] ; [77 41],[34.38202247 25.61797753] ; [67.61797753 50.38202247],0
p3,1,0.003458,8.548438,[12 49] ; [49 69],[20.7877095 40.2122905] ; [40.2122905 77.7877095],0
p8,1,0.006273,7.470024,[12 48] ; [47 69],[20.11363636 39.88636364] ; [38.88636364 77.11363636],0
p7,1,0.008186,6.992242,[20 40] ; [62 52],[28.27586207 31.72413793] ; [53.72413793 60.27586207],0
r2,1,0.008347,6.957469,[42 18] ; [102  16],[48.53932584 11.46067416] ; [95.46067416 22.53932584],0
v1,1,0.016336,5.76638,[15 45] ; [50 65],[22.28571429 37.71428571] ; [42.71428571 72.28571429],0
a5,1,0.020792,5.344122,[23 38] ; [66 52],[30.32960894 30.67039106] ; [58.67039106 59.32960894],0
p4,1,0.023271,5.148126,[16 45] ; [51 66],[22.96067416 38.03932584] ; [44.03932584 72.96067416],0
s1,1,0.030167,4.699729,[ 7 53] ; [  4 114],[ 3.70786517 56.29213483] ; [  7.29213483 110.70786517],0
a7,1,0.031753,4.611777,[27 32] ; [74 44],[33.66666667 25.33333333] ; [67.33333333 50.66666667],0
a1,1,0.032763,4.558114,[ 7 54] ; [  4 114],[ 3.74860335 57.25139665] ; [  7.25139665 110.74860335],0
p1,1,0.038337,4.290006,[ 2 59] ; [ 15 101],[ 5.85875706 55.14124294] ; [ 11.14124294 104.85875706],0
b1,1,0.070721,3.266203,[34 27] ; [49 69],[28.2849162 32.7150838] ; [54.7150838 63.2849162],0
a4,1,0.072196,3.232377,[11 50] ; [36 82],[16.01675978 44.98324022] ; [30.98324022 87.01675978],0
d4,1,0.113945,2.49863,[26 35] ; [65 53],[31.01117318 29.98882682] ; [59.98882682 58.01117318],0
u3,1,0.131957,2.269334,[10 23] ; [23 26],[13.2804878 19.7195122] ; [19.7195122 29.2804878],0
d5,1,0.139903,2.179023,[23 37] ; [59 59],[27.64044944 32.35955056] ; [54.35955056 63.64044944],0
n2,1,0.141074,2.166209,[12  8] ; [26  7],[14.33962264  5.66037736] ; [23.66037736  9.33962264],0
d3,1,0.150409,2.0681,[17 42] ; [47 71],[21.33333333 37.66666667] ; [42.66666667 75.33333333],0
a3,1,0.165045,1.927384,[28 31] ; [69 49],[32.33333333 26.66666667] ; [64.66666667 53.33333333],0
a8,1,0.201525,1.631285,[ 4 53] ; [15 95],[ 6.48502994 50.51497006] ; [12.51497006 97.48502994],0
s8,1,0.230369,1.43858,[ 5 56] ; [ 17 101],[ 7.4972067 53.5027933] ; [ 14.5027933 103.4972067],0
s7,1,0.236846,1.399268,[ 9 50] ; [25 84],[11.94047619 47.05952381] ; [22.05952381 86.94047619],0
d2,1,0.251335,1.315867,[13 48] ; [ 17 100],[10.28089888 50.71910112] ; [19.71910112 97.28089888],0
u2,1,0.258944,1.274394,[12 21] ; [24 25],[14.48780488 18.51219512] ; [21.51219512 27.48780488],0
n4,1,0.320581,0.986575,[33 27] ; [74 44],[36.06741573 23.93258427] ; [70.93258427 47.06741573],0
