Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,85.72407,[ 46 106] ; [137  31],[86.925 65.075] ; [96.075 71.925],1
s2,1,0.0,43.132059,[ 59 104] ; [125  49],[88.99703264 74.00296736] ; [95.00296736 78.99703264],1
s3,1,0.0,26.065659,[68 89] ; [123  50],[90.86969697 66.13030303] ; [100.13030303  72.86969697],1
s6,1,2e-06,22.179146,[89 68] ; [141  34],[108.76506024  48.23493976] ; [121.23493976  53.76506024],1
s5,1,4e-06,21.169203,[ 41 119] ; [85 84],[61.27659574 98.72340426] ; [ 64.72340426 104.27659574],1
d1,1,0.001175,10.529563,[89 74] ; [126  50],[103.37758112  59.62241888] ; [111.62241888  64.37758112],0
p9,1,0.002056,9.499201,[125  32] ; [160  15],[134.77409639  22.22590361] ; [150.22590361  24.77409639],0
d5,1,0.002489,9.148584,[124  39] ; [155  20],[134.54733728  28.45266272] ; [144.45266272  30.54733728],0
p6,1,0.002521,9.125366,[ 48 109] ; [81 92],[61.37272727 95.62727273] ; [ 67.62727273 105.37272727],0
v1,1,0.004776,7.96235,[95 66] ; [128  46],[107.17313433  53.82686567] ; [115.82686567  58.17313433],0
r4,1,0.007773,7.08512,[147  16] ; [171   5],[152.90265487  10.09734513] ; [165.09734513  10.90265487],0
a3,1,0.009297,6.76494,[112  49] ; [143  32],[122.1875  38.8125] ; [132.8125  42.1875],0
d4,1,0.009942,6.645218,[127  34] ; [156  19],[135.60416667  25.39583333] ; [147.39583333  27.60416667],0
p3,1,0.010006,6.633745,[79 80] ; [112  64],[90.65373134 68.34626866] ; [100.34626866  75.65373134],0
n4,1,0.010825,6.4939,[127  35] ; [156  20],[135.63905325  26.36094675] ; [147.36094675  28.63905325],0
a5,1,0.013374,6.118988,[114  48] ; [144  32],[123.65680473  38.34319527] ; [134.34319527  41.65680473],0
a7,1,0.020956,5.330442,[125  36] ; [116  59],[115.47916667  45.52083333] ; [125.52083333  49.47916667],0
u4,1,0.02445,5.062455,[  1 162] ; [  8 168],[  4.32743363 158.67256637] ; [  4.67256637 171.32743363],0
p8,1,0.026223,4.94127,[81 77] ; [109  63],[90.96969697 67.03030303] ; [99.03030303 72.96969697],0
p4,1,0.036088,4.392949,[89 67] ; [120  56],[98.20481928 57.79518072] ; [110.79518072  65.20481928],0
n5,1,0.041773,4.144382,[124  38] ; [150  26],[131.32544379  30.67455621] ; [142.67455621  33.32544379],0
r1,1,0.048872,3.879729,[132  31] ; [156  20],[138.47787611  24.52212389] ; [149.52212389  26.47787611],0
p7,1,0.050133,3.837,[100  56] ; [126  44],[108.14723926  47.85276074] ; [117.85276074  52.14723926],0
p5,1,0.050699,3.818182,[ 20 140] ; [ 36 140],[ 26.66666667 133.33333333] ; [ 29.33333333 146.66666667],0
p10,1,0.053835,3.717793,[128  30] ; [155  20],[134.27627628  23.72372372] ; [148.72372372  26.27627628],0
n1,1,0.064324,3.422222,[ 7 26] ; [14 19],[10.5 22.5] ; [10.5 22.5],0
a1,1,0.065938,3.381355,[  8 155] ; [ 18 158],[ 12.50147493 150.49852507] ; [ 13.49852507 162.50147493],0
b3,1,0.066215,3.374437,[30 63] ; [54 67],[36.5046729 56.4953271] ; [47.4953271 73.5046729],0
b2,1,0.066215,3.374437,[30 63] ; [54 67],[36.5046729 56.4953271] ; [47.4953271 73.5046729],0
n6,1,0.076876,3.129749,[139  24] ; [160  15],[144.19230769  18.80769231] ; [154.80769231  20.19230769],0
p2,1,0.079716,3.070686,[128  31] ; [154  22],[133.84477612  25.15522388] ; [148.15522388  27.84477612],0
d2,1,0.096907,2.755723,[76 85] ; [99 77],[83.60534125 77.39465875] ; [91.39465875 84.60534125],0
p11,1,0.112571,2.517755,[126  37] ; [148  28],[131.74631268  31.25368732] ; [142.25368732  33.74631268],0
a4,1,0.113554,2.50405,[68 94] ; [89 87],[75.24852071 86.75147929] ; [81.75147929 94.24852071],0
b1,1,0.138594,2.1935,[ 54 109] ; [ 72 104],[ 60.5840708 102.4159292] ; [ 65.4159292 110.5840708],0
v2,1,0.154624,2.026027,[119  39] ; [143  32],[124.31231231  33.68768769] ; [137.68768769  37.31231231],0
u1,1,0.162197,1.953623,[ 28 135] ; [ 41 135],[ 33.17699115 129.82300885] ; [ 35.82300885 140.17699115],0
b4,1,0.181276,1.787133,[106  57] ; [102  74],[100.01179941  62.98820059] ; [107.98820059  68.01179941],0
d3,1,0.228448,1.450499,[111  51] ; [131  45],[115.98816568  46.01183432] ; [126.01183432  49.98816568],0
a8,1,0.241159,1.373807,[ 16 128] ; [ 25 134],[ 19.48514851 124.51485149] ; [ 21.51485149 137.48514851],0
u3,1,0.25079,1.3189,[27 23] ; [22 11],[29.51807229 20.48192771] ; [19.48192771 13.51807229],0
s4,1,0.271486,1.209222,[ 18 142] ; [ 27 149],[ 21.42857143 138.57142857] ; [ 23.57142857 152.42857143],0
