Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,43.506273,[30 21] ; [ 17 122],[12.61578947 38.38421053] ; [ 34.38421053 104.61578947],1
s2,1,0.0,43.061294,[38 13] ; [ 31 106],[18.71808511 32.28191489] ; [50.28191489 86.71808511],1
s6,1,8e-06,19.965671,[38 12] ; [54 84],[24.46808511 25.53191489] ; [67.53191489 70.46808511],1
s3,1,9e-06,19.775321,[39 12] ; [53 80],[25.5 25.5] ; [66.5 66.5],1
s5,1,0.001566,9.999704,[17 33] ; [ 18 116],[ 9.51086957 40.48913043] ; [ 25.48913043 108.51086957],0
p4,1,0.003103,8.745829,[26 25] ; [38 98],[17.45454545 33.54545455] ; [46.54545455 89.45454545],0
d5,1,0.008257,6.976839,[38 13] ; [74 65],[30.06315789 20.93684211] ; [81.93684211 57.06315789],0
s4,1,0.008712,6.880999,[16 35] ; [ 20 118],[ 9.71428571 41.28571429] ; [ 26.28571429 111.71428571],0
p10,1,0.023476,5.132911,[40 11] ; [82 53],[33.4516129 17.5483871] ; [88.5483871 46.4516129],0
n3,1,0.035639,4.414273,[5 8] ; [31 13],[8.21052632 4.78947368] ; [27.78947368 16.21052632],0
r1,1,0.036665,4.365903,[37 14] ; [77 61],[30.76190476 20.23809524] ; [83.23809524 54.76190476],0
p5,1,0.040123,4.212674,[ 5 44] ; [  4 134],[ 2.35828877 46.64171123] ; [  6.64171123 131.35828877],0
d1,1,0.041717,4.146666,[21 30] ; [ 36 103],[15.3 35.7] ; [41.7 97.3],0
d4,1,0.045675,3.993538,[38 13] ; [81 57],[32.11111111 18.88888889] ; [86.88888889 51.11111111],0
d3,1,0.053331,3.733511,[33 18] ; [68 71],[27.11052632 23.88947368] ; [73.88947368 65.11052632],0
p8,1,0.05899,3.565563,[21 29] ; [ 38 100],[15.69148936 34.30851064] ; [43.30851064 94.69148936],0
n5,1,0.060449,3.525034,[36 15] ; [76 61],[30.38297872 20.61702128] ; [81.61702128 55.38297872],0
a3,1,0.071975,3.237401,[26 25] ; [50 87],[20.61702128 30.38297872] ; [55.38297872 81.61702128],0
v3,1,0.073036,3.213429,[18 29] ; [ 33 101],[13.24309392 33.75690608] ; [37.75690608 96.24309392],0
p7,1,0.088153,2.907785,[26 24] ; [51 83],[20.92391304 29.07608696] ; [56.07608696 77.92391304],0
r3,1,0.100974,2.690092,[47  4] ; [114  24],[43.44444444  7.55555556] ; [117.55555556  20.44444444],0
r4,1,0.147712,2.09572,[40 11] ; [94 45],[35.96842105 15.03157895] ; [98.03157895 40.96842105],0
n4,1,0.151443,2.057657,[34 17] ; [76 62],[29.68253968 21.31746032] ; [80.31746032 57.68253968],0
r2,1,0.215075,1.53693,[45  5] ; [114  24],[42.28723404  7.71276596] ; [116.71276596  21.28723404],0
a6,1,0.226141,1.464971,[21 30] ; [71 68],[24.69473684 26.30526316] ; [67.30526316 71.69473684],0
p2,1,0.227351,1.457355,[39 12] ; [93 45],[35.61904762 15.38095238] ; [96.38095238 41.61904762],0
v1,1,0.233924,1.41684,[21 29] ; [44 91],[17.56756757 32.43243243] ; [47.43243243 87.56756757],0
u3,1,0.236665,1.400351,[15 10] ; [41 47],[12.38938053 12.61061947] ; [43.61061947 44.38938053],0
p1,1,0.241703,1.370632,[ 5 46] ; [  7 130],[ 3.25531915 47.74468085] ; [  8.74468085 128.25531915],0
b5,1,0.242292,1.367211,[26 25] ; [84 55],[29.52631579 21.47368421] ; [80.47368421 58.52631579],0
p9,1,0.258592,1.276281,[38 12] ; [91 44],[34.86486486 15.13513514] ; [94.13513514 40.86486486],0
s1,1,0.330077,0.948596,[ 4 46] ; [  6 131],[ 2.67379679 47.32620321] ; [  7.32620321 129.67379679],0
b4,1,0.336424,0.92401,[34 17] ; [82 57],[31.13684211 19.86315789] ; [84.86315789 54.13684211],0
v4,1,0.359869,0.83835,[45  5] ; [117  21],[43.08510638  6.91489362] ; [118.91489362  19.08510638],0
a8,1,0.450673,0.568959,[ 3 44] ; [ 13 116],[ 4.27272727 42.72727273] ; [ 11.72727273 117.27272727],0
p3,1,0.453345,0.562276,[16 35] ; [ 36 103],[13.95789474 37.04210526] ; [ 38.04210526 100.95789474],0
n6,1,0.477761,0.50397,[40 11] ; [102  37],[38.11578947 12.88421053] ; [103.88421053  35.11578947],0
b2,1,0.497877,0.459459,[ 7 21] ; [14 60],[ 5.76470588 22.23529412] ; [15.23529412 58.76470588],0
b3,1,0.497877,0.459459,[ 7 21] ; [14 60],[ 5.76470588 22.23529412] ; [15.23529412 58.76470588],0
u1,1,0.501038,0.452738,[ 2 49] ; [  3 136],[ 1.34210526 49.65789474] ; [  3.65789474 135.34210526],0
u2,1,0.541257,0.373215,[13 11] ; [41 46],[11.67567568 12.32432432] ; [42.32432432 44.67567568],0
d2,1,0.58506,0.298125,[13 38] ; [ 30 108],[11.6031746 39.3968254] ; [ 31.3968254 106.6031746],0
n1,1,0.648372,0.207959,[ 3 10] ; [13 31],[3.64912281 9.35087719] ; [12.35087719 31.64912281],0
p11,1,0.658806,0.194977,[32 19] ; [92 47],[33.28421053 17.71578947] ; [90.71578947 48.28421053],0
a7,1,0.694995,0.153731,[33 18] ; [85 53],[31.84126984 19.15873016] ; [86.15873016 51.84126984],0
n2,1,0.8135,0.055655,[8 5] ; [28 15],[8.35714286 4.64285714] ; [27.64285714 15.35714286],0
