Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.268349,[ 2 18] ; [55 17],[12.39130435  7.60869565] ; [44.60869565 27.39130435],1
r3,1,0.000264,13.308132,[ 8 12] ; [57 13],[14.44444444  5.55555556] ; [50.55555556 19.44444444],1
a7,1,0.001542,10.028126,[ 5 15] ; [46 25],[11.20879121  8.79120879] ; [39.79120879 31.20879121],0
b1,1,0.012473,6.242351,[16  4] ; [35 37],[11.08695652  8.91304348] ; [39.91304348 32.08695652],0
v4,1,0.017226,5.673165,[12  8] ; [60 11],[15.82417582  4.17582418] ; [56.17582418 14.82417582],0
s6,1,0.020757,5.34707,[ 5 15] ; [38 32],[ 9.55555556 10.44444444] ; [33.44444444 36.55555556],0
v1,1,0.02261,5.198223,[ 3 17] ; [30 40],[ 7.33333333 12.66666667] ; [25.66666667 44.33333333],0
r1,1,0.028185,4.816731,[ 7 13] ; [45 27],[11.30434783  8.69565217] ; [40.69565217 31.30434783],0
a6,1,0.02872,4.784319,[ 4 16] ; [34 38],[ 8.26086957 11.73913043] ; [29.73913043 42.26086957],0
s3,1,0.034977,4.446276,[ 5 14] ; [38 33],[9.07777778 9.92222222] ; [33.92222222 37.07777778],0
s2,1,0.037127,4.34457,[ 4 16] ; [33 39],[ 8.04347826 11.95652174] ; [28.95652174 43.04347826],0
d2,1,0.064024,3.429956,[ 2 18] ; [22 50],[ 5.2173913 14.7826087] ; [18.7826087 53.2173913],0
s5,1,0.068461,3.319533,[ 1 19] ; [16 53],[ 3.82022472 16.17977528] ; [13.17977528 55.82022472],0
p9,1,0.068847,3.310291,[ 6 13] ; [37 30],[9.5 9.5] ; [33.5 33.5],0
u3,1,0.081607,3.032609,[ 5 11] ; [26 20],[8. 8.] ; [23. 23.],0
d1,1,0.089933,2.87557,[ 3 17] ; [25 47],[ 6.08695652 13.91304348] ; [21.91304348 50.08695652],0
n1,1,0.12378,2.368831,[1 9] ; [10 18],[2.89473684 7.10526316] ; [ 8.10526316 19.89473684],0
d3,1,0.12819,2.314286,[ 7 13] ; [38 32],[10. 10.] ; [35. 35.],0
a8,1,0.148344,2.089194,[ 2 16] ; [ 2 65],[ 0.84705882 17.15294118] ; [ 3.15294118 63.84705882],0
p10,1,0.154336,2.028863,[ 6 13] ; [34 34],[ 8.73563218 10.26436782] ; [31.26436782 36.73563218],0
v2,1,0.158389,1.98954,[ 3 16] ; [22 46],[ 5.45977011 13.54022989] ; [19.54022989 48.45977011],0
