Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1.2e-05,19.191907,[49 13] ; [12 23],[38.98969072 23.01030928] ; [22.01030928 12.98969072],1
n6,1,0.011221,6.429977,[39 22] ; [13 22],[33.04166667 27.95833333] ; [18.95833333 16.04166667],0
a5,1,0.025865,4.965041,[41 21] ; [15 20],[35.79381443 26.20618557] ; [20.20618557 14.79381443],0
a6,1,0.025865,4.965041,[41 21] ; [15 20],[35.79381443 26.20618557] ; [20.20618557 14.79381443],0
d4,1,0.039252,4.249921,[39 23] ; [29  6],[43.46391753 18.53608247] ; [24.53608247 10.46391753],0
u2,1,0.039784,4.227053,[ 7 16] ; [8 4],[ 9.85714286 13.14285714] ; [5.14285714 6.85714286],0
r3,1,0.040915,4.179515,[37 25] ; [28  7],[41.54639175 20.45360825] ; [23.45360825 11.54639175],0
a2,1,0.045999,3.981648,[13 49] ; [ 2 33],[ 9.58762887 52.41237113] ; [ 5.41237113 29.58762887],0
p3,1,0.054205,3.706372,[18 44] ; [ 4 30],[14.20833333 47.79166667] ; [ 7.79166667 26.20833333],0
b5,1,0.062337,3.474079,[25 37] ; [21 14],[29.40206186 32.59793814] ; [16.59793814 18.40206186],0
a1,1,0.069755,3.288772,[ 9 53] ; [ 1 34],[ 6.39175258 55.60824742] ; [ 3.60824742 31.39175258],0
n1,1,0.072141,3.233614,[17 14] ; [ 4 11],[14.15217391 16.84782609] ; [6.84782609 8.15217391],0
s1,1,0.096318,2.765469,[ 4 58] ; [ 6 29],[ 6.39175258 55.60824742] ; [ 3.60824742 31.39175258],0
d5,1,0.144743,2.126796,[35 27] ; [25 10],[38.35051546 23.64948454] ; [21.64948454 13.35051546],0
n2,1,0.146565,2.107647,[22 10] ; [7 8],[19.74468085 12.25531915] ; [9.25531915 5.74468085],0
p4,1,0.163875,1.938101,[14 47] ; [ 4 31],[11.4375 49.5625] ; [ 6.5625 28.4375],0
p9,1,0.181003,1.789373,[30 29] ; [12 21],[26.93478261 32.06521739] ; [15.06521739 17.93478261],0
a8,1,0.191727,1.704294,[ 6 53] ; [ 1 34],[ 4.39361702 54.60638298] ; [ 2.60638298 32.39361702],0
r1,1,0.210675,1.56678,[29 33] ; [21 14],[31.95876289 30.04123711] ; [18.04123711 16.95876289],0
s4,1,0.22838,1.45092,[ 3 59] ; [ 4 31],[ 4.4742268 57.5257732] ; [ 2.5257732 32.4742268],0
p10,1,0.23832,1.390506,[31 30] ; [13 21],[28.25263158 32.74736842] ; [15.74736842 18.25263158],0
p1,1,0.26348,1.25038,[ 8 54] ; [ 2 33],[ 6.39175258 55.60824742] ; [ 3.60824742 31.39175258],0
a4,1,0.266513,1.234607,[28 33] ; [12 23],[25.41666667 35.58333333] ; [14.58333333 20.41666667],0
d2,1,0.271957,1.206852,[31 29] ; [14 21],[28.42105263 31.57894737] ; [16.57894737 18.42105263],0
s7,1,0.278087,1.176417,[11 49] ; [ 3 28],[ 9.23076923 50.76923077] ; [ 4.76923077 26.23076923],0
p11,1,0.284363,1.146118,[30 32] ; [13 22],[27.48453608 34.51546392] ; [15.51546392 19.48453608],0
s5,1,0.295525,1.094278,[ 5 54] ; [ 1 33],[ 3.80645161 55.19354839] ; [ 2.19354839 31.80645161],0
u3,1,0.33355,0.935065,[ 8 16] ; [6 6],[ 9.33333333 14.66666667] ; [4.66666667 7.33333333],0
r4,1,0.407298,0.686675,[30 32] ; [20 15],[31.95876289 30.04123711] ; [18.04123711 16.95876289],0
v1,1,0.458051,0.550653,[15 47] ; [ 6 28],[13.5625 48.4375] ; [ 7.4375 26.5625],0
s3,1,0.459756,0.54649,[17 45] ; [ 7 27],[15.5 46.5] ; [ 8.5 25.5],0
b1,1,0.498668,0.45777,[31 31] ; [15 20],[29.40206186 32.59793814] ; [16.59793814 18.40206186],0
d3,1,0.552746,0.352421,[28 34] ; [18 17],[29.40206186 32.59793814] ; [16.59793814 18.40206186],0
p8,1,0.567986,0.326064,[11 50] ; [ 8 27],[12.07291667 48.92708333] ; [ 6.92708333 28.07291667],0
p7,1,0.590201,0.29003,[17 44] ; [ 8 27],[15.88541667 45.11458333] ; [ 9.11458333 25.88541667],0
a7,1,0.622236,0.242737,[34 28] ; [21 14],[35.15463918 26.84536082] ; [19.84536082 15.15463918],0
p6,1,0.645567,0.211534,[ 3 58] ; [ 1 33],[ 2.56842105 58.43157895] ; [ 1.43157895 32.56842105],0
u1,1,0.667493,0.184549,[ 5 57] ; [ 2 33],[ 4.4742268 57.5257732] ; [ 2.5257732 32.4742268],0
v2,1,0.673981,0.176981,[18 40] ; [12 22],[18.91304348 39.08695652] ; [11.08695652 22.91304348],0
v3,1,0.680873,0.169145,[15 45] ; [ 7 26],[14.19354839 45.80645161] ; [ 7.80645161 25.19354839],0
b2,1,0.710368,0.13791,[18 25] ; [ 7 12],[17.33870968 25.66129032] ; [ 7.66129032 11.33870968],0
b3,1,0.710368,0.13791,[18 25] ; [ 7 12],[17.33870968 25.66129032] ; [ 7.66129032 11.33870968],0
a3,1,0.737616,0.112233,[38 23] ; [23 12],[38.76041667 22.23958333] ; [22.23958333 12.76041667],0
d1,1,0.74637,0.104607,[28 34] ; [17 18],[28.7628866 33.2371134] ; [16.2371134 18.7628866],0
b4,1,0.800133,0.064097,[32 30] ; [19 16],[32.59793814 29.40206186] ; [18.40206186 16.59793814],0
v4,1,0.838373,0.041606,[42 20] ; [23 12],[41.54639175 20.45360825] ; [23.45360825 11.54639175],0
s2,1,0.847789,0.036841,[ 8 54] ; [ 5 30],[ 8.30927835 53.69072165] ; [ 4.69072165 30.30927835],0
n3,1,0.864188,0.029257,[17 13] ; [7 6],[16.74418605 13.25581395] ; [7.25581395 5.74418605],0
r2,1,0.889674,0.019242,[48 12] ; [26  7],[47.74193548 12.25806452] ; [26.25806452  6.74193548],0
