Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,35.556127,[196  98] ; [ 9 36],[177.78761062 116.21238938] ; [27.21238938 17.78761062],1
p7,1,0.0,33.52158,[234  57] ; [17 26],[218.68562874  72.31437126] ; [32.31437126 10.68562874],1
p4,1,5e-06,20.885223,[218  81] ; [17 27],[204.85422741  94.14577259] ; [30.14577259 13.85422741],1
v4,1,0.000126,14.706961,[290   6] ; [39  6],[285.58357771  10.41642229] ; [43.41642229  1.58357771],1
p3,1,0.000824,11.186088,[188 111] ; [16 28],[177.83090379 121.16909621] ; [26.16909621 17.83090379],1
p9,1,0.00677,7.332945,[275  23] ; [35  9],[270.11695906  27.88304094] ; [39.88304094  4.11695906],0
p6,1,0.01405,6.031824,[143 152] ; [13 32],[135.35294118 159.64705882] ; [20.64705882 24.35294118],0
n3,1,0.026176,4.944369,[40 11] ; [5 6],[37.01612903 13.98387097] ; [7.98387097 3.01612903],0
b1,1,0.04182,4.142469,[100 200] ; [22 23],[106.08695652 193.91304348] ; [15.91304348 29.08695652],0
n4,1,0.041987,4.135712,[261  39] ; [34 11],[256.52173913  43.47826087] ; [38.47826087  6.52173913],0
p10,1,0.046506,3.963156,[273  25] ; [37  8],[269.32944606  28.67055394] ; [40.67055394  4.32944606],0
b4,1,0.050298,3.831509,[160 140] ; [31 14],[166.08695652 133.91304348] ; [24.91304348 20.08695652],0
d3,1,0.057026,3.621834,[219  81] ; [26 18],[213.6627907  86.3372093] ; [31.3372093 12.6627907],0
a8,1,0.0574,3.610948,[ 52 220] ; [ 3 39],[ 47.6433121 224.3566879] ; [ 7.3566879 34.6433121],0
n5,1,0.071061,3.258333,[251  47] ; [33 12],[246.74052478  51.25947522] ; [37.25947522  7.74052478],0
a7,1,0.09033,2.868485,[211  89] ; [26 19],[206.08695652  93.91304348] ; [30.91304348 14.08695652],0
r4,1,0.142871,2.146756,[274  26] ; [38  7],[271.30434783  28.69565217] ; [40.69565217  4.30434783],0
s8,1,0.14555,2.118283,[205  93] ; [35  9],[209.12280702  88.87719298] ; [30.87719298 13.12280702],0
r3,1,0.155984,2.012734,[291   8] ; [42  3],[289.43895349   9.56104651] ; [43.56104651  1.43895349],0
a3,1,0.16388,1.938053,[251  48] ; [34 11],[247.71802326  51.28197674] ; [37.28197674  7.71802326],0
u3,1,0.17753,1.818182,[35 14] ; [10  1],[36.75 12.25] ; [8.25 2.75],0
n6,1,0.183335,1.77038,[270  28] ; [37  7],[267.50292398  30.49707602] ; [39.49707602  4.50292398],0
u4,1,0.210643,1.567005,[  9 291] ; [ 3 42],[ 10.43478261 289.56521739] ; [ 1.56521739 43.43478261],0
d2,1,0.214522,1.540646,[161 139] ; [28 16],[164.8255814 135.1744186] ; [24.1744186 19.8255814],0
n1,1,0.216524,1.527259,[22 29] ; [7 4],[23.85483871 27.14516129] ; [5.14516129 5.85483871],0
s5,1,0.230073,1.440411,[133 156] ; [16 28],[129.31231231 159.68768769] ; [19.68768769 24.31231231],0
s1,1,0.278301,1.175368,[ 10 288] ; [ 3 42],[ 11.29446064 286.70553936] ; [ 1.70553936 43.29446064],0
v2,1,0.329489,0.950904,[184 110] ; [23 19],[181.125 112.875] ; [25.875 16.125],0
