Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,53.900652,[295  60] ; [58 60],[264.93657505  90.06342495] ; [88.06342495 29.93657505],1
d1,1,0.0,49.410533,[249 107] ; [40 79],[216.59789474 139.40210526] ; [72.40210526 46.59789474],1
d2,1,0.0,46.77148,[211 142] ; [28 91],[178.74364407 174.25635593] ; [60.25635593 58.74364407],1
a4,1,0.0,45.109875,[195 159] ; [23 95],[163.5 190.5] ; [54.5 63.5],1
u1,1,0.0,28.576312,[ 98 258] ; [  5 114],[ 77.19578947 278.80421053] ; [25.80421053 93.19578947],1
d4,1,0.0,25.377903,[311  42] ; [81 38],[293.16949153  59.83050847] ; [98.83050847 20.16949153],1
d5,1,2e-06,22.611155,[310  43] ; [82 37],[293.16949153  59.83050847] ; [98.83050847 20.16949153],1
a6,1,2e-06,22.299934,[258  95] ; [59 60],[237.07838983 115.92161017] ; [79.92161017 39.07838983],1
p9,1,4.4e-05,16.711565,[325  27] ; [92 25],[312.97228145  39.02771855] ; [104.02771855  12.97228145],1
d3,1,0.000282,13.189556,[262  92] ; [67 52],[246.22832981 107.77167019] ; [82.77167019 36.22832981],1
s7,1,0.000523,12.030305,[236 108] ; [56 55],[220.76483516 123.23516484] ; [71.23516484 39.76483516],1
b3,1,0.000639,11.658109,[100 131] ; [13 52],[ 88.18581081 142.81418919] ; [24.81418919 40.18581081],1
b2,1,0.000639,11.658109,[100 131] ; [13 52],[ 88.18581081 142.81418919] ; [24.81418919 40.18581081],1
s5,1,0.001772,9.772311,[167 181] ; [36 79],[152.57883369 195.42116631] ; [50.42116631 64.57883369],0
n4,1,0.002475,9.158929,[327  28] ; [98 21],[318.30168776  36.69831224] ; [106.69831224  12.30168776],0
r1,1,0.002759,8.960436,[309  46] ; [89 29],[298.71035941  56.28964059] ; [99.28964059 18.71035941],0
r2,1,0.003033,8.787808,[344  10] ; [107  11],[338.25  15.75] ; [112.75   5.25],0
s8,1,0.004286,8.158648,[216 137] ; [55 64],[202.67584746 150.32415254] ; [68.32415254 50.67584746],0
p4,1,0.005548,7.691462,[253 100] ; [69 50],[240.81779661 112.18220339] ; [81.18220339 37.81779661],0
n6,1,0.00733,7.190195,[332  23] ; [101  17],[324.97885835  30.02114165] ; [108.02114165   9.97885835],0
p10,1,0.00775,7.0904,[311  40] ; [93 25],[302.35394456  48.64605544] ; [101.64605544  16.35394456],0
r4,1,0.016967,5.699749,[337  19] ; [105  14],[331.26736842  24.73263158] ; [110.73263158   8.26736842],0
v1,1,0.020359,5.380844,[221 125] ; [60 56],[210.44588745 135.55411255] ; [70.55411255 45.44588745],0
u4,1,0.05163,3.787731,[ 17 339] ; [  1 118],[ 13.49052632 342.50947368] ; [  4.50947368 114.49052632],0
p11,1,0.075899,3.150597,[298  58] ; [91 28],[291.54526316  64.45473684] ; [97.45473684 21.54526316],0
v4,1,0.075987,3.148712,[347   9] ; [111   7],[343.98312236  12.01687764] ; [114.01687764   3.98312236],0
p3,1,0.083019,3.004786,[199 155] ; [56 63],[190.84566596 163.15433404] ; [64.15433404 54.84566596],0
v2,1,0.087514,2.919512,[208 136] ; [58 55],[200.22757112 143.77242888] ; [65.77242888 47.22757112],0
a1,1,0.101909,2.675406,[ 23 333] ; [  3 116],[ 19.48631579 336.51368421] ; [  6.51368421 112.48631579],0
a7,1,0.183275,1.770865,[261  95] ; [79 39],[255.35864979 100.64135021] ; [84.64135021 33.35864979],0
v3,1,0.19457,1.682674,[155 188] ; [44 71],[149.03275109 193.96724891] ; [49.96724891 65.03275109],0
s1,1,0.211538,1.560868,[ 12 338] ; [  7 108],[ 14.30107527 335.69892473] ; [  4.69892473 110.30107527],0
n2,1,0.235946,1.404655,[57 13] ; [19  8],[54.84536082 15.15463918] ; [21.15463918  5.84536082],0
p2,1,0.23979,1.38183,[307  47] ; [98 21],[303.10782241  50.89217759] ; [101.89217759  17.10782241],0
n3,1,0.268087,1.226511,[49 20] ; [16 11],[46.71875 22.28125] ; [18.28125  8.71875],0
p8,1,0.285258,1.141869,[199 148] ; [61 57],[194.02150538 152.97849462] ; [65.97849462 52.02150538],0
s2,1,0.309867,1.031244,[239 115] ; [73 44],[234.49681529 119.50318471] ; [77.50318471 39.49681529],0
s4,1,0.322438,0.97903,[ 66 284] ; [27 90],[ 69.70021413 280.29978587] ; [23.29978587 93.70021413],0
b4,1,0.37749,0.778861,[205 151] ; [74 45],[209.10315789 146.89684211] ; [69.89684211 49.10315789],0
p12,1,0.383949,0.75802,[ 43 310] ; [ 11 108],[ 40.38559322 312.61440678] ; [ 13.61440678 105.38559322],0
p1,1,0.400869,0.705717,[ 30 325] ; [ 13 105],[ 32.27272727 322.72727273] ; [ 10.72727273 107.27272727],0
p6,1,0.43942,0.597796,[154 198] ; [46 70],[150.42735043 201.57264957] ; [49.57264957 66.42735043],0
b5,1,0.490465,0.475505,[225 131] ; [71 48],[221.84421053 134.15578947] ; [74.15578947 44.84421053],0
s3,1,0.512021,0.429935,[246 105] ; [85 31],[248.78158458 102.21841542] ; [82.21841542 33.78158458],0
n1,1,0.531031,0.392419,[33 36] ; [11 16],[31.625 37.375] ; [12.375 14.625],0
a8,1,0.543626,0.368861,[ 55 268] ; [16 94],[ 52.9630485 270.0369515] ; [18.0369515 91.9630485],0
p5,1,0.552258,0.353288,[ 54 298] ; [21 98],[ 56.05095541 295.94904459] ; [ 18.94904459 100.05095541],0
r3,1,0.577157,0.310854,[342  14] ; [111   6],[340.94714588  15.05285412] ; [112.05285412   4.94714588],0
b1,1,0.680604,0.169446,[139 217] ; [49 70],[140.90105263 215.09894737] ; [47.09894737 71.90105263],0
u3,1,0.85348,0.034107,[36 25] ; [37 24],[36.5 24.5] ; [36.5 24.5],0
p7,1,0.887498,0.020014,[235 109] ; [78 35],[235.60612691 108.39387309] ; [77.39387309 35.60612691],0
u2,1,0.939187,0.00582,[36 25] ; [35 25],[35.79338843 25.20661157] ; [35.20661157 24.79338843],0
