Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,66.421316,[204  40] ; [46 66],[171.34831461  72.65168539] ; [78.65168539 33.34831461],1
p10,1,1e-06,25.259844,[190  49] ; [58 51],[170.32183908  68.67816092] ; [77.67816092 31.32183908],1
n6,1,2e-06,22.893371,[203  41] ; [67 45],[185.05617978  58.94382022] ; [84.94382022 27.05617978],1
p9,1,4.2e-05,16.769998,[195  44] ; [68 43],[179.59142857  59.40857143] ; [83.40857143 27.59142857],1
v3,1,0.001582,9.980888,[ 95 148] ; [23 83],[ 82.16045845 160.83954155] ; [35.83954155 70.16045845],0
s7,1,0.001681,9.868936,[ 97 130] ; [27 81],[ 84.0238806 142.9761194] ; [39.9761194 68.0238806],0
s6,1,0.002763,8.957491,[147  95] ; [48 62],[134.0625 107.9375] ; [60.9375 49.0625],0
n1,1,0.005897,7.581627,[31 29] ; [ 8 27],[24.63157895 35.36842105] ; [14.36842105 20.63157895],0
p6,1,0.012306,6.266246,[ 80 160] ; [22 87],[ 70.14326648 169.85673352] ; [31.85673352 77.14326648],0
p4,1,0.015052,5.910406,[127 116] ; [43 69],[116.36619718 126.63380282] ; [53.63380282 58.36619718],0
p5,1,0.016828,5.714181,[ 34 207] ; [  6 105],[ 27.38636364 213.61363636] ; [12.61363636 98.38636364],0
r4,1,0.020911,5.334184,[205  40] ; [82 30],[196.96078431  48.03921569] ; [90.03921569 21.96078431],0
v1,1,0.023055,5.164347,[122 116] ; [42 68],[112.16091954 125.83908046] ; [51.83908046 58.16091954],0
a5,1,0.040148,4.211614,[146  98] ; [54 58],[137.07865169 106.92134831] ; [62.92134831 49.07865169],0
a6,1,0.040961,4.177617,[148  96] ; [55 57],[139.13483146 104.86516854] ; [63.86516854 48.13483146],0
v2,1,0.044982,4.019323,[116 116] ; [41 66],[107.44542773 124.55457227] ; [49.55457227 57.44542773],0
d4,1,0.071155,3.256168,[132 112] ; [72 40],[139.82022472 104.17977528] ; [64.17977528 47.82022472],0
a8,1,0.074256,3.186353,[ 41 189] ; [11 96],[ 35.48961424 194.51038576] ; [16.51038576 90.48961424],0
p3,1,0.076787,3.131634,[107 137] ; [38 74],[ 99.38202247 144.61797753] ; [45.61797753 66.38202247],0
r2,1,0.083686,2.991822,[218  26] ; [91 19],[212.98305085  31.01694915] ; [96.01694915 13.98305085],0
d3,1,0.097698,2.74272,[ 82 161] ; [48 64],[ 88.98591549 154.01408451] ; [41.01408451 70.98591549],0
n2,1,0.101721,2.678354,[50 12] ; [23 12],[46.65979381 15.34020619] ; [26.34020619  8.65979381],0
s8,1,0.108852,2.570811,[ 87 157] ; [30 81],[ 80.41690141 163.58309859] ; [36.58309859 74.41690141],0
r1,1,0.119972,2.417688,[174  69] ; [71 41],[167.70422535  75.29577465] ; [77.29577465 34.70422535],0
p11,1,0.152888,2.0432,[182  63] ; [75 37],[176.37254902  68.62745098] ; [80.62745098 31.37254902],0
b2,1,0.162979,1.946363,[59 85] ; [18 41],[54.62068966 89.37931034] ; [22.37931034 36.62068966],0
b3,1,0.162979,1.946363,[59 85] ; [18 41],[54.62068966 89.37931034] ; [22.37931034 36.62068966],0
d2,1,0.174151,1.846845,[ 42 202] ; [13 99],[ 37.69662921 206.30337079] ; [17.30337079 94.69662921],0
p7,1,0.181964,1.781513,[143  96] ; [58 53],[137.25428571 101.74571429] ; [63.74571429 47.25428571],0
s2,1,0.184854,1.758164,[ 94 150] ; [35 77],[ 88.41573034 155.58426966] ; [40.58426966 71.41573034],0
p8,1,0.200452,1.639081,[113 125] ; [45 67],[107.44 130.56] ; [50.56 61.44],0
p2,1,0.20942,1.575429,[190  53] ; [80 31],[185.33898305  57.66101695] ; [84.66101695 26.33898305],0
s1,1,0.234073,1.415941,[ 10 231] ; [  8 104],[ 12.28895184 228.71104816] ; [  5.71104816 106.28895184],0
a3,1,0.295135,1.096048,[143  99] ; [59 52],[138.4815864 103.5184136] ; [63.5184136 47.4815864],0
a1,1,0.300115,1.073684,[ 11 234] ; [  8 104],[ 13.03921569 231.96078431] ; [  5.96078431 106.03921569],0
a2,1,0.303295,1.059651,[ 18 227] ; [  5 107],[ 15.78431373 229.21568627] ; [  7.21568627 104.78431373],0
s3,1,0.318875,0.993555,[116 126] ; [46 63],[111.69230769 130.30769231] ; [50.30769231 58.69230769],0
b5,1,0.319691,0.990212,[145 100] ; [60 52],[140.68627451 104.31372549] ; [64.31372549 47.68627451],0
u1,1,0.338205,0.917223,[  9 236] ; [  2 110],[  7.54901961 237.45098039] ; [  3.45098039 108.54901961],0
b4,1,0.364773,0.821394,[134 111] ; [67 45],[137.94117647 107.05882353] ; [63.05882353 48.94117647],0
d5,1,0.416618,0.659836,[136 109] ; [57 55],[132.45098039 112.54901961] ; [60.54901961 51.45098039],0
u3,1,0.566546,0.328495,[49 53] ; [22 29],[47.33333333 54.66666667] ; [23.66666667 27.33333333],0
v4,1,0.568842,0.324624,[218  26] ; [96 14],[216.42937853  27.57062147] ; [97.57062147 12.42937853],0
a7,1,0.602072,0.271882,[147  96] ; [71 41],[149.22253521  93.77746479] ; [68.77746479 43.22253521],0
p12,1,0.614753,0.253312,[ 14 227] ; [  5 106],[ 13.00852273 227.99147727] ; [  5.99147727 105.00852273],0
b1,1,0.644815,0.2125,[107 138] ; [46 66],[105. 140.] ; [48. 64.],0
p1,1,0.780272,0.077821,[ 22 220] ; [  9 101],[ 21.3125 220.6875] ; [  9.6875 100.3125],0
s5,1,0.788343,0.072072,[ 57 183] ; [24 83],[ 56.02305476 183.97694524] ; [24.97694524 82.02305476],0
a4,1,0.811238,0.057039,[ 59 183] ; [26 86],[ 58.10734463 183.89265537] ; [26.89265537 85.10734463],0
n3,1,0.873011,0.025547,[44 17] ; [24 10],[43.66315789 17.33684211] ; [24.33684211  9.66315789],0
r3,1,0.939789,0.005705,[215  29] ; [99 13],[215.21348315  28.78651685] ; [98.78651685 13.21348315],0
u2,1,0.954934,0.003194,[51 50] ; [26 25],[51.16447368 49.83552632] ; [25.83552632 25.16447368],0
