Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,256.838156,[286  38] ; [ 71 220],[188.07804878 135.92195122] ; [168.92195122 122.07804878],1
s7,1,0.0,141.869074,[241  74] ; [ 76 200],[168.95939086 146.04060914] ; [148.04060914 127.95939086],1
s6,1,0.0,101.695202,[280  41] ; [142 145],[222.79934211  98.20065789] ; [199.20065789  87.79934211],1
s8,1,0.0,90.443115,[211 115] ; [ 77 214],[152.16855754 173.83144246] ; [135.83144246 155.16855754],1
s5,1,0.0,51.837754,[154 159] ; [ 60 226],[111.8230384 201.1769616] ; [102.1769616 183.8230384],1
d4,1,1.6e-05,18.656199,[283  41] ; [215  77],[261.93506494  62.06493506] ; [236.06493506  55.93506494],1
s4,1,0.000117,14.845177,[ 63 259] ; [ 25 265],[ 46.30065359 275.69934641] ; [ 41.69934641 248.30065359],1
p6,1,0.000123,14.75184,[152 170] ; [ 92 196],[128.8 193.2] ; [115.2 172.8],1
a3,1,0.000144,14.451471,[261  65] ; [193  97],[240.26623377  85.73376623] ; [213.73376623  76.26623377],1
d1,1,0.000239,13.494302,[224 104] ; [158 135],[201.76489533 126.23510467] ; [180.23510467 112.76489533],1
p9,1,0.000276,13.228386,[294  30] ; [231  56],[278.39607201  45.60392799] ; [246.60392799  40.39607201],1
p4,1,0.000333,12.873308,[228  97] ; [163 127],[206.62601626 118.37398374] ; [184.37398374 105.62601626],1
r4,1,0.000884,11.055366,[305  23] ; [248  45],[292.08373591  35.91626409] ; [260.91626409  32.08373591],1
v4,1,0.000946,10.930424,[316  11] ; [264  29],[305.90322581  21.09677419] ; [274.09677419  18.90322581],1
r1,1,0.001065,10.710802,[280  48] ; [218  73],[263.88368336  64.11631664] ; [234.11631664  56.88368336],0
p10,1,0.001722,9.824219,[289  38] ; [227  60],[274.80781759  52.19218241] ; [241.19218241  45.80781759],0
r3,1,0.002344,9.258822,[313  14] ; [260  31],[303.18932039  23.81067961] ; [269.81067961  21.18932039],0
p12,1,0.003401,8.578792,[ 42 284] ; [ 17 271],[ 31.3257329 294.6742671] ; [ 27.6742671 260.3257329],0
n6,1,0.003417,8.570168,[306  20] ; [254  38],[295.40453074  30.59546926] ; [264.59546926  27.40453074],0
p2,1,0.003584,8.483199,[284  42] ; [227  63],[270.43181818  55.56818182] ; [240.56818182  49.43181818],0
v3,1,0.004372,8.122311,[156 159] ; [109 178],[138.6627907 176.3372093] ; [126.3372093 160.6627907],0
u4,1,0.00487,7.926936,[ 14 314] ; [  2 291],[  8.45088567 319.54911433] ; [  7.54911433 285.45088567],0
u1,1,0.005076,7.852318,[ 80 248] ; [ 45 248],[ 66.02254428 261.97745572] ; [ 58.97745572 234.02254428],0
