Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,8e-06,19.985525,[210  38] ; [49 31],[195.82926829  52.17073171] ; [63.17073171 16.82926829],1
p10,1,3.1e-05,17.345775,[197  54] ; [45 37],[182.40840841  68.59159159] ; [59.59159159 22.40840841],1
p2,1,0.000192,13.9103,[196  56] ; [49 37],[182.66272189  69.33727811] ; [62.33727811 23.66272189],1
n6,1,0.001501,10.077457,[212  40] ; [58 27],[201.89910979  50.10089021] ; [68.10089021 16.89910979],0
r3,1,0.014005,6.037493,[249   3] ; [80  5],[246.01780415   5.98219585] ; [82.98219585  2.01780415],0
n4,1,0.030865,4.660434,[180  72] ; [50 35],[171.98813056  80.01186944] ; [58.01186944 26.98813056],0
a7,1,0.042683,4.107933,[166  86] ; [66 19],[173.48367953  78.51632047] ; [58.51632047 26.48367953],0
d2,1,0.06079,3.515696,[ 95 156] ; [42 43],[102.3422619 148.6577381] ; [34.6577381 50.3422619],0
a2,1,0.068453,3.31972,[ 42 210] ; [22 64],[ 47.71597633 204.28402367] ; [16.28402367 69.71597633],0
n5,1,0.070382,3.2741,[169  82] ; [48 37],[162.10416667  88.89583333] ; [54.89583333 30.10416667],0
p8,1,0.073206,3.209625,[ 94 152] ; [23 61],[ 87.21818182 158.78181818] ; [29.78181818 54.21818182],0
b1,1,0.081825,3.028265,[ 85 167] ; [38 48],[ 91.70414201 160.29585799] ; [31.29585799 54.70414201],0
s4,1,0.099373,2.715575,[ 36 213] ; [19 67],[ 40.88059701 208.11940299] ; [14.11940299 71.88059701],0
n1,1,0.121097,2.403073,[21 39] ; [17 16],[24.51612903 35.48387097] ; [13.48387097 19.51612903],0
n3,1,0.131521,2.274457,[43 19] ; [26  5],[46. 16.] ; [23.  8.],0
d5,1,0.139135,2.1875,[187  65] ; [69 15],[192.  60.] ; [64. 20.],0
v3,1,0.167338,1.90663,[ 89 156] ; [22 57],[ 83.93518519 161.06481481] ; [27.06481481 51.93518519],0
a4,1,0.182475,1.777352,[ 95 157] ; [39 46],[100.20178042 151.79821958] ; [33.79821958 51.20178042],0
b5,1,0.189889,1.718475,[156  96] ; [60 26],[161.04142012  90.95857988] ; [54.95857988 31.04142012],0
p5,1,0.208673,1.580608,[ 10 241] ; [ 1 84],[  8.2172619 242.7827381] ; [ 2.7827381 82.2172619],0
p6,1,0.221999,1.491402,[ 41 205] ; [19 65],[ 44.72727273 201.27272727] ; [15.27272727 68.72727273],0
p7,1,0.265992,1.237301,[125 117] ; [37 46],[120.62769231 121.37230769] ; [41.37230769 41.62769231],0
v1,1,0.274333,1.194951,[114 132] ; [34 52],[109.6626506 136.3373494] ; [38.3373494 47.6626506],0
s1,1,0.289472,1.122076,[  6 241] ; [ 4 81],[  7.43975904 239.56024096] ; [ 2.56024096 82.43975904],0
u1,1,0.297913,1.083514,[ 30 222] ; [14 72],[ 32.80473373 219.19526627] ; [11.19526627 74.80473373],0
v2,1,0.314208,1.012904,[126 110] ; [38 43],[122.09463722 113.90536278] ; [41.90536278 39.09463722],0
d4,1,0.356981,0.848485,[195  57] ; [69 15],[198.  54.] ; [66. 18.],0
b2,1,0.360846,0.834948,[54 92] ; [12 29],[51.52941176 94.47058824] ; [14.47058824 26.52941176],0
b3,1,0.360846,0.834948,[54 92] ; [12 29],[51.52941176 94.47058824] ; [14.47058824 26.52941176],0
p1,1,0.440884,0.593981,[ 14 236] ; [ 3 83],[ 12.64880952 237.35119048] ; [ 4.35119048 81.64880952],0
d1,1,0.490006,0.476513,[121 131] ; [45 41],[123.76331361 128.23668639] ; [42.23668639 43.76331361],0
u2,1,0.508311,0.437542,[45 39] ; [12 14],[43.52727273 40.47272727] ; [13.47272727 12.52727273],0
s5,1,0.572411,0.318665,[ 65 178] ; [24 56],[ 66.95665635 176.04334365] ; [22.04334365 57.95665635],0
s3,1,0.610342,0.259677,[131 118] ; [42 43],[128.97305389 120.02694611] ; [44.02694611 40.97305389],0
s7,1,0.626531,0.236794,[ 92 152] ; [33 48],[ 93.84615385 150.15384615] ; [31.15384615 49.84615385],0
u3,1,0.630058,0.231982,[48 36] ; [14 13],[46.91891892 37.08108108] ; [15.08108108 11.91891892],0
p3,1,0.637735,0.221716,[ 62 190] ; [19 67],[ 60.39053254 191.60946746] ; [20.60946746 65.39053254],0
a3,1,0.672996,0.178117,[168  83] ; [59 26],[169.57440476  81.42559524] ; [57.42559524 27.57440476],0
a5,1,0.690072,0.159008,[170  82] ; [56 30],[168.49704142  83.50295858] ; [57.50295858 28.49704142],0
s8,1,0.721808,0.126767,[ 94 157] ; [30 55],[ 92.63095238 158.36904762] ; [31.36904762 53.63095238],0
a1,1,0.737015,0.112768,[  7 245] ; [ 3 83],[  7.4556213 244.5443787] ; [ 2.5443787 83.4556213],0
d3,1,0.746772,0.104264,[155  97] ; [50 34],[153.75  98.25] ; [51.25 32.75],0
s2,1,0.750291,0.101287,[108 141] ; [39 47],[109.26268657 139.73731343] ; [37.73731343 48.26268657],0
r1,1,0.760142,0.093204,[206  45] ; [71 14],[206.92559524  44.07440476] ; [70.07440476 14.92559524],0
a8,1,0.833016,0.044452,[ 35 200] ; [11 68],[ 34.42675159 200.57324841] ; [11.57324841 67.42675159],0
a6,1,0.859135,0.031498,[168  83] ; [56 29],[167.33333333  83.66666667] ; [56.66666667 28.33333333],0
b4,1,0.927368,0.008309,[145 107] ; [49 37],[144.63905325 107.36094675] ; [49.36094675 36.63905325],0
n2,1,0.933939,0.006871,[48 13] ; [27  7],[48.15789474 12.84210526] ; [26.84210526  7.15789474],0
v4,1,0.980732,0.000583,[242   9] ; [82  3],[242.03571429   8.96428571] ; [81.96428571  3.03571429],0
s6,1,0.995677,2.9e-05,[144 103] ; [49 35],[144.02114804 102.97885196] ; [48.97885196 35.02114804],0
