Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,60.157194,[37  8] ; [ 9 68],[16.96721311 28.03278689] ; [29.03278689 47.96721311],1
s6,1,1e-06,24.205832,[39 10] ; [28 52],[25.4496124 23.5503876] ; [41.5503876 38.4496124],1
s2,1,1e-05,19.537353,[31 18] ; [19 60],[19.140625 29.859375] ; [30.859375 48.140625],1
p9,1,2e-05,18.161301,[42  7] ; [37 40],[30.72222222 18.27777778] ; [48.27777778 28.72222222],1
r4,1,0.000174,14.094829,[44  5] ; [47 33],[34.56589147 14.43410853] ; [56.43410853 23.56589147],1
r3,1,0.000195,13.880616,[46  3] ; [52 28],[37.2248062 11.7751938] ; [60.7751938 19.2248062],1
s3,1,0.000231,13.561576,[33 16] ; [26 51],[22.94444444 26.05555556] ; [36.05555556 40.94444444],1
d5,1,0.000271,13.262498,[41  8] ; [41 38],[31.390625 17.609375] ; [50.609375 28.390625],1
p10,1,0.00032,12.948905,[39 10] ; [37 41],[29.32283465 19.67716535] ; [46.67716535 31.32283465],1
n6,1,0.000686,11.5277,[46  3] ; [54 25],[38.28125 10.71875] ; [61.71875 17.28125],1
s5,1,0.001908,9.635973,[18 29] ; [11 67],[10.904 36.096] ; [18.096 59.904],0
d1,1,0.003405,8.576708,[32 17] ; [31 49],[23.93023256 25.06976744] ; [39.06976744 40.93023256],0
r1,1,0.006939,7.288766,[39 10] ; [45 35],[31.90697674 17.09302326] ; [52.09302326 27.90697674],0
p6,1,0.007523,7.143641,[15 34] ; [ 9 69],[ 9.25984252 39.74015748] ; [14.74015748 63.25984252],0
r2,1,0.009754,6.679336,[47  2] ; [62 16],[42.05511811  6.94488189] ; [66.94488189 11.05511811],0
p4,1,0.011627,6.366946,[21 28] ; [17 61],[14.66141732 34.33858268] ; [23.33858268 54.66141732],0
v4,1,0.011656,6.362426,[45  4] ; [59 21],[39.50387597  9.49612403] ; [64.49612403 15.50387597],0
p11,1,0.012524,6.235135,[36 13] ; [41 39],[29.24806202 19.75193798] ; [47.75193798 32.24806202],0
v1,1,0.0136,6.089298,[24 22] ; [24 56],[17.52380952 28.47619048] ; [30.47619048 49.52380952],0
u3,1,0.015994,5.803584,[11  4] ; [11 20],[7.17391304 7.82608696] ; [14.82608696 16.17391304],0
a5,1,0.021179,5.311994,[39 10] ; [48 32],[33.04651163 15.95348837] ; [53.95348837 26.04651163],0
