Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,112.22681,[41 74] ; [261  38],[83.88888889 31.11111111] ; [218.11111111  80.88888889],1
n6,1,4.3e-05,16.73601,[81 35] ; [260  39],[95.31566265 20.68433735] ; [245.68433735  53.31566265],1
p4,1,5e-05,16.438134,[45 71] ; [182 117],[63.45060241 52.54939759] ; [163.54939759 135.45060241],1
a5,1,8.7e-05,15.391727,[63 54] ; [222  79],[79.77272727 37.22727273] ; [205.22727273  95.77272727],1
p3,1,9.7e-05,15.188464,[34 83] ; [150 149],[51.75 65.25] ; [132.25 166.75],1
d2,1,0.000109,14.969496,[28 89] ; [133 166],[45.28125 71.71875] ; [115.71875 183.28125],1
a4,1,0.000238,13.500941,[33 84] ; [144 156],[49.6618705 67.3381295] ; [127.3381295 172.6618705],1
a8,1,0.000416,12.458356,[  2 106] ; [ 39 234],[11.62204724 96.37795276] ; [ 29.37795276 243.62204724],1
a2,1,0.000836,11.159702,[ 11 106] ; [ 72 229],[23.23205742 93.76794258] ; [ 59.76794258 241.23205742],1
s7,1,0.000976,10.873175,[17 97] ; [ 89 198],[30.13466334 83.86533666] ; [ 75.86533666 211.13466334],1
a3,1,0.001242,10.426976,[62 54] ; [210  89],[76.02891566 39.97108434] ; [195.97108434 103.02891566],0
p6,1,0.002371,9.237551,[22 93] ; [102 194],[34.69586375 80.30413625] ; [ 89.30413625 206.69586375],0
r4,1,0.005736,7.631403,[92 25] ; [268  33],[100.76555024  16.23444976] ; [259.23444976  41.76555024],0
d1,1,0.009499,6.726537,[48 69] ; [166 135],[59.89952153 57.10047847] ; [154.10047847 146.89952153],0
u1,1,0.010309,6.580786,[  7 110] ; [ 46 255],[ 14.83492823 102.16507177] ; [ 38.16507177 262.83492823],0
n1,1,0.017482,5.647368,[ 8 33] ; [23 31],[13.37894737 27.62105263] ; [17.62105263 36.37894737],0
p10,1,0.017846,5.611167,[96 20] ; [272  27],[102.8626506  13.1373494] ; [265.1373494  33.8626506],0
p1,1,0.02007,5.405783,[  3 112] ; [ 28 273],[  8.56971154 106.43028846] ; [ 22.43028846 278.56971154],0
p11,1,0.022374,5.216479,[87 30] ; [253  48],[95.16746411 21.83253589] ; [244.83253589  56.16746411],0
p8,1,0.026076,4.95095,[47 69] ; [156 140],[57.15533981 58.84466019] ; [145.84466019 150.15533981],0
d5,1,0.026665,4.91238,[81 35] ; [240  60],[89.50961538 26.49038462] ; [231.49038462  68.50961538],0
v3,1,0.028683,4.786556,[26 84] ; [102 189],[35.11221945 74.88778055] ; [ 92.88778055 198.11221945],0
r2,1,0.03841,4.286762,[103  13] ; [280  16],[107.83495146   8.16504854] ; [275.16504854  20.83495146],0
p7,1,0.039637,4.233358,[58 55] ; [185 111],[67.13691932 45.86308068] ; [175.86308068 120.13691932],0
s4,1,0.040928,4.179007,[25 92] ; [ 39 255],[18.2189781 98.7810219] ; [ 45.7810219 248.2189781],0
r1,1,0.046653,3.957876,[77 39] ; [228  72],[85.04807692 30.95192308] ; [219.95192308  80.04807692],0
v1,1,0.046917,3.948378,[46 67] ; [152 142],[54.97297297 58.02702703] ; [143.02702703 150.97297297],0
p2,1,0.04994,3.843462,[92 23] ; [261  37],[98.29297821 16.70702179] ; [254.70702179  43.29297821],0
a6,1,0.056012,3.65171,[73 44] ; [216  84],[81.08633094 35.91366906] ; [207.91366906  92.08633094],0
s6,1,0.078289,3.100075,[55 61] ; [166 125],[62.98771499 53.01228501] ; [158.01228501 132.98771499],0
p5,1,0.123425,2.373306,[  7 109] ; [ 33 267],[ 11.15384615 104.84615385] ; [ 28.84615385 271.15384615],0
r3,1,0.132896,2.258347,[107  10] ; [283  14],[110.2173913   6.7826087] ; [279.7826087  17.2173913],0
n3,1,0.142632,2.149331,[29 12] ; [45  9],[31.93684211  9.06315789] ; [42.06315789 11.93684211],0
b1,1,0.186214,1.74732,[34 83] ; [108 193],[39.74641148 77.25358852] ; [102.25358852 198.74641148],0
p12,1,0.198387,1.654211,[  4 113] ; [ 20 279],[  6.75 110.25] ; [ 17.25 281.75],0
s5,1,0.236083,1.403832,[25 89] ; [ 80 209],[29.70223325 84.29776675] ; [ 75.29776675 213.70223325],0
s2,1,0.281872,1.158042,[36 81] ; [108 189],[40.69565217 76.30434783] ; [103.30434783 193.69565217],0
v2,1,0.298004,1.083103,[55 57] ; [157 129],[59.65829146 52.34170854] ; [152.34170854 133.65829146],0
n2,1,0.310673,1.027811,[30 11] ; [45 10],[32.03125  8.96875] ; [42.96875 12.03125],0
b2,1,0.316774,1.00222,[12 37] ; [ 54 115],[14.83486239 34.16513761] ; [ 51.16513761 117.83486239],0
b3,1,0.316774,1.00222,[12 37] ; [ 54 115],[14.83486239 34.16513761] ; [ 51.16513761 117.83486239],0
s3,1,0.376876,0.780866,[44 71] ; [127 168],[47.96341463 67.03658537] ; [123.03658537 171.96341463],0
v4,1,0.42136,0.64652,[106   9] ; [282  17],[107.77777778   7.22222222] ; [280.22222222  18.77777778],0
d4,1,0.439348,0.597986,[90 27] ; [241  59],[92.8705036 24.1294964] ; [238.1294964  61.8705036],0
s1,1,0.449017,0.573133,[  2 115] ; [  9 287],[  3.11622276 113.88377724] ; [  7.88377724 288.11622276],0
b4,1,0.635937,0.224096,[67 50] ; [180 121],[69.13636364 47.86363636] ; [177.86363636 123.13636364],0
a1,1,0.66146,0.191755,[  5 112] ; [ 16 285],[  5.87799043 111.12200957] ; [ 15.12200957 285.87799043],0
u2,1,0.863124,0.029721,[29 25] ; [47 43],[28.5 25.5] ; [47.5 42.5],0
a7,1,0.881812,0.022103,[86 30] ; [221  80],[85.40047962 30.59952038] ; [221.59952038  79.40047962],0
u3,1,0.913223,0.011875,[27 26] ; [45 45],[26.68531469 26.31468531] ; [45.31468531 44.68531469],0
d3,1,0.943336,0.005052,[79 36] ; [205  95],[78.69879518 36.30120482] ; [205.30120482  94.69879518],0
b5,1,0.988462,0.000209,[72 45] ; [185 116],[71.9354067 45.0645933] ; [185.0645933 115.9354067],0
