Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,52.247297,[80 68] ; [ 16 112],[51.47826087 96.52173913] ; [44.52173913 83.47826087],1
v1,1,1e-06,23.572742,[88 62] ; [39 92],[67.79359431 82.20640569] ; [59.20640569 71.79359431],1
r1,1,1.6e-05,18.591662,[127  26] ; [80 53],[110.73776224  42.26223776] ; [96.26223776 36.73776224],1
a5,1,0.000234,13.539318,[116  37] ; [74 60],[101.28919861  51.71080139] ; [88.71080139 45.28919861],1
s8,1,0.000573,11.861882,[ 42 111] ; [ 15 119],[ 30.38675958 122.61324042] ; [ 26.61324042 107.38675958],1
a3,1,0.001056,10.72592,[116  37] ; [76 56],[103.07368421  49.92631579] ; [88.92631579 43.07368421],0
b5,1,0.001127,10.606573,[76 77] ; [92 42],[89.56097561 63.43902439] ; [78.43902439 55.56097561],0
p7,1,0.001909,9.634667,[97 55] ; [60 72],[84.02816901 67.97183099] ; [72.97183099 59.02816901],0
d1,1,0.002111,9.450636,[94 59] ; [58 76],[81.03135889 71.96864111] ; [70.96864111 63.03135889],0
p11,1,0.00248,9.155301,[130  23] ; [94 40],[119.41463415  33.58536585] ; [104.58536585  29.41463415],0
p10,1,0.003506,8.523497,[117  33] ; [82 50],[105.85106383  44.14893617] ; [93.14893617 38.85106383],0
p8,1,0.005137,7.830394,[79 71] ; [48 85],[67.31448763 82.68551237] ; [59.68551237 73.31448763],0
p3,1,0.007393,7.174875,[72 78] ; [43 90],[60.9540636 89.0459364] ; [54.0459364 78.9540636],0
n4,1,0.010987,6.467486,[117  36] ; [84 50],[107.1533101  45.8466899] ; [93.8466899 40.1533101],0
r4,1,0.01904,5.497852,[139  14] ; [109  25],[132.20905923  20.79094077] ; [115.79094077  18.20905923],0
d4,1,0.020612,5.359341,[128  25] ; [97 37],[119.94773519  33.05226481] ; [105.05226481  28.94773519],0
p9,1,0.045784,3.98954,[119  31] ; [91 41],[111.70212766  38.29787234] ; [98.29787234 33.70212766],0
s5,1,0.045874,3.986209,[ 26 123] ; [ 12 118],[ 20.29390681 128.70609319] ; [ 17.70609319 112.29390681],0
d3,1,0.052017,3.775226,[104  49] ; [75 57],[96.09473684 56.90526316] ; [82.90526316 49.09473684],0
d5,1,0.055339,3.671828,[122  31] ; [93 40],[115.01748252  37.98251748] ; [99.98251748 33.01748252],0
a4,1,0.066296,3.372426,[70 83] ; [47 87],[62.3728223 90.6271777] ; [54.6271777 79.3728223],0
r2,1,0.071628,3.245319,[142   9] ; [117  16],[137.70774648  13.29225352] ; [121.29225352  11.70774648],0
p2,1,0.079793,3.069116,[124  27] ; [97 35],[117.91872792  33.08127208] ; [103.08127208  28.91872792],0
p12,1,0.082265,3.019566,[  6 145] ; [  1 131],[  3.73498233 147.26501767] ; [  3.26501767 128.73498233],0
p5,1,0.085712,2.953114,[ 10 142] ; [  3 128],[  6.98233216 145.01766784] ; [  6.01766784 124.98233216],0
p4,1,0.109387,2.563052,[74 76] ; [53 80],[67.31448763 82.68551237] ; [59.68551237 73.31448763],0
d2,1,0.158973,1.983964,[76 77] ; [55 78],[70.08041958 82.91958042] ; [60.91958042 72.08041958],0
u2,1,0.169558,1.886844,[14 22] ; [31 27],[17.23404255 18.76595745] ; [27.76595745 30.23404255],0
n3,1,0.173272,1.854407,[27  6] ; [25 12],[24.51428571  8.48571429] ; [27.48571429  9.51428571],0
n6,1,0.176959,1.822983,[123  30] ; [98 35],[118.22727273  34.77272727] ; [102.77272727  30.22727273],0
s1,1,0.217206,1.522737,[  3 149] ; [  6 126],[  4.81690141 147.18309859] ; [  4.18309859 127.81690141],0
b2,1,0.31642,1.003687,[41 55] ; [26 48],[37.83529412 58.16470588] ; [29.16470588 44.83529412],0
b3,1,0.31642,1.003687,[41 55] ; [26 48],[37.83529412 58.16470588] ; [29.16470588 44.83529412],0
p1,1,0.329805,0.949665,[ 14 139] ; [  8 124],[ 11.81052632 141.18947368] ; [ 10.18947368 121.81052632],0
s7,1,0.341435,0.905035,[ 36 107] ; [ 26 102],[ 32.71586716 110.28413284] ; [29.28413284 98.71586716],0
a6,1,0.365661,0.818355,[107  46] ; [87 47],[103.42160279  49.57839721] ; [90.57839721 43.42160279],0
u1,1,0.371862,0.797433,[ 20 133] ; [ 13 121],[ 17.59233449 135.40766551] ; [ 15.40766551 118.59233449],0
a2,1,0.38413,0.757444,[ 30 123] ; [ 21 113],[ 27.18815331 125.81184669] ; [ 23.81184669 110.18815331],0
a1,1,0.41447,0.665942,[  6 147] ; [  3 131],[  4.79790941 148.20209059] ; [  4.20209059 129.79790941],0
v4,1,0.420334,0.649382,[143  10] ; [120  12],[141.18947368  11.81052632] ; [121.81052632  10.18947368],0
a8,1,0.456341,0.554855,[ 14 125] ; [ 16 107],[ 15.91603053 123.08396947] ; [ 14.08396947 108.91603053],0
p6,1,0.465897,0.531691,[ 41 106] ; [ 32 101],[ 38.325 108.675] ; [34.675 98.325],0
u3,1,0.520116,0.413664,[16 21] ; [29 29],[17.52631579 19.47368421] ; [27.47368421 30.52631579],0
n5,1,0.533714,0.387316,[98 54] ; [81 52],[95.46666667 56.53333333] ; [83.53333333 49.46666667],0
b1,1,0.541371,0.373004,[59 94] ; [47 87],[56.5087108 96.4912892] ; [49.4912892 84.5087108],0
s4,1,0.587141,0.294831,[ 10 143] ; [ 11 123],[ 11.19512195 141.80487805] ; [  9.80487805 124.19512195],0
n1,1,0.599088,0.276373,[ 8 23] ; [12 26],[ 8.98550725 22.01449275] ; [11.01449275 26.98550725],0
a7,1,0.603851,0.269227,[109  44] ; [91 42],[106.99300699  46.00699301] ; [93.00699301 39.99300699],0
s2,1,0.758502,0.094524,[ 31 121] ; [ 25 107],[ 29.97183099 122.02816901] ; [ 26.02816901 105.97183099],0
b4,1,0.780156,0.077905,[87 66] ; [74 60],[85.82926829 67.17073171] ; [75.17073171 58.82926829],0
s3,1,0.813041,0.055935,[ 39 112] ; [36 97],[ 39.87676056 111.12323944] ; [35.12323944 97.87676056],0
n2,1,0.965233,0.0019,[22 10] ; [27 12],[22.08450704  9.91549296] ; [26.91549296 12.08450704],0
