Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,52.99603,[201  54] ; [107 121],[162.60869565  92.39130435] ; [145.39130435  82.60869565],1
p4,1,0.0,30.533306,[183  75] ; [106 123],[153.10472279 104.89527721] ; [135.89527721  93.10472279],1
p3,1,1e-06,23.820128,[146 112] ; [ 79 150],[119.19917864 138.80082136] ; [105.80082136 123.19917864],1
p6,1,7e-06,20.18121,[108 149] ; [ 52 176],[ 84.78350515 172.21649485] ; [ 75.21649485 152.78350515],1
p11,1,0.002931,8.850142,[223  36] ; [173  56],[210.17213115  48.82786885] ; [185.82786885  43.17213115],0
p10,1,0.004852,7.933865,[216  40] ; [168  59],[203.52795031  52.47204969] ; [180.47204969  46.52795031],0
p1,1,0.007109,7.245346,[ 25 234] ; [  8 220],[ 17.55030801 241.44969199] ; [ 15.44969199 212.55030801],0
s8,1,0.007232,7.214484,[108 150] ; [ 69 160],[ 93.77002053 164.22997947] ; [ 83.22997947 145.77002053],0
d1,1,0.010568,6.53649,[151 108] ; [107 122],[136.93032787 122.06967213] ; [121.06967213 107.93032787],0
n5,1,0.013314,6.126848,[197  60] ; [151  76],[184.78512397  72.21487603] ; [163.21487603  63.78512397],0
s7,1,0.016349,5.764892,[112 135] ; [ 75 143],[ 99.3311828 147.6688172] ; [ 87.6688172 130.3311828],0
n6,1,0.029771,4.72245,[220  38] ; [177  51],[210.75308642  47.24691358] ; [186.24691358  41.75308642],0
p9,1,0.030993,4.653375,[222  34] ; [181  47],[213.15702479  42.84297521] ; [189.84297521  38.15702479],0
r4,1,0.031295,4.636687,[234  25] ; [192  37],[226.0942623  32.9057377] ; [199.9057377  29.0942623],0
n4,1,0.033712,4.509228,[203  55] ; [161  68],[192.83778234  65.16221766] ; [171.16221766  57.83778234],0
p5,1,0.046259,3.972139,[ 20 239] ; [  8 220],[ 14.89117043 244.10882957] ; [ 13.10882957 214.89117043],0
d4,1,0.050877,3.812323,[212  47] ; [170  58],[203.15811088  55.84188912] ; [178.84188912  49.15811088],0
p12,1,0.062594,3.467281,[ 19 238] ; [  8 220],[ 14.30721649 242.69278351] ; [ 12.69278351 215.30721649],0
v4,1,0.069789,3.287965,[250   8] ; [212  15],[245.76494845  12.23505155] ; [216.23505155  10.76494845],0
a5,1,0.072847,3.217675,[188  71] ; [149  80],[178.85860656  80.14139344] ; [158.14139344  70.85860656],0
v1,1,0.093035,2.821066,[138 116] ; [103 118],[128.87157895 125.12842105] ; [112.12842105 108.87157895],0
r1,1,0.135642,2.226714,[208  50] ; [171  57],[201.19753086  56.80246914] ; [177.80246914  50.19753086],0
