Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,76.707459,[ 21 117] ; [102  53],[57.93174061 80.06825939] ; [65.06825939 89.93174061],1
d5,1,0.0,73.357027,[79 59] ; [153   3],[108.89795918  29.10204082] ; [123.10204082  32.89795918],1
d4,1,0.0,73.024629,[83 55] ; [155   1],[111.71428571  26.28571429] ; [126.28571429  29.71428571],1
d3,1,0.0,70.271834,[65 73] ; [143  13],[97.63265306 40.36734694] ; [110.36734694  45.63265306],1
a2,1,0.0,30.735735,[ 10 128] ; [ 53 104],[ 29.47118644 108.52881356] ; [ 33.52881356 123.47118644],1
a4,1,0.0,27.375228,[ 32 104] ; [84 73],[53.84300341 82.15699659] ; [62.15699659 94.84300341],1
a5,1,0.0,26.806857,[76 62] ; [130  27],[96.36610169 41.63389831] ; [109.63389831  47.36610169],1
u1,1,9e-06,19.795003,[  7 131] ; [ 37 120],[ 20.58305085 117.41694915] ; [ 23.41694915 133.58305085],1
a3,1,0.000144,14.445688,[75 62] ; [119  38],[90.40136054 46.59863946] ; [103.59863946  53.40136054],1
s2,1,0.016543,5.744208,[76 60] ; [109  48],[85.87030717 50.12969283] ; [99.12969283 57.87030717],0
a6,1,0.018595,5.539163,[83 55] ; [114  42],[92.46938776 45.53061224] ; [104.53061224  51.46938776],0
v2,1,0.026577,4.918055,[60 71] ; [88 61],[69.24285714 61.75714286] ; [78.75714286 70.24285714],0
p4,1,0.033335,4.528514,[49 88] ; [75 81],[57.97952218 79.02047782] ; [66.02047782 89.97952218],0
a7,1,0.033911,4.499177,[95 43] ; [125  32],[102.91525424  35.08474576] ; [117.08474576  39.91525424],0
v3,1,0.035445,4.423588,[38 97] ; [60 90],[46.42105263 88.57894737] ; [51.57894737 98.42105263],0
b5,1,0.056591,3.634566,[83 55] ; [111  46],[90.75254237 47.24745763] ; [103.24745763  53.75254237],0
b4,1,0.081158,3.041562,[75 63] ; [101  56],[82.33220339 55.66779661] ; [93.66779661 63.33220339],0
r3,1,0.10642,2.606592,[126  10] ; [152   5],[129.03754266   6.96245734] ; [148.96245734   8.03754266],0
r1,1,0.107366,2.592572,[106  31] ; [133  24],[111.3707483  25.6292517] ; [127.6292517  29.3707483],0
s8,1,0.12332,2.374638,[61 77] ; [83 73],[67.59183673 70.40816327] ; [76.40816327 79.59183673],0
n2,1,0.128324,2.312663,[39  7] ; [30 12],[36.06818182  9.93181818] ; [32.93181818  9.06818182],0
r2,1,0.138898,2.190122,[122  13] ; [148   8],[125.25773196   9.74226804] ; [144.74226804  11.25773196],0
b3,1,0.145438,2.119457,[18 55] ; [34 63],[22.32941176 50.67058824] ; [29.67058824 67.32941176],0
b2,1,0.145438,2.119457,[18 55] ; [34 63],[22.32941176 50.67058824] ; [29.67058824 67.32941176],0
s7,1,0.189968,1.717866,[66 67] ; [90 67],[71.54482759 61.45517241] ; [84.45517241 72.54482759],0
n4,1,0.21788,1.518277,[96 41] ; [120  37],[100.65306122  36.34693878] ; [115.34693878  41.65306122],0
a8,1,0.260751,1.264767,[ 25 102] ; [ 20 118],[ 21.56603774 105.43396226] ; [ 23.43396226 114.56603774],0
s3,1,0.293099,1.10533,[88 46] ; [110  44],[92.125 41.875] ; [105.875  48.125],0
p11,1,0.294082,1.100838,[99 39] ; [121  36],[102.91525424  35.08474576] ; [117.08474576  39.91525424],0
u4,1,0.328492,0.954835,[  2 136] ; [  5 152],[  3.27457627 134.72542373] ; [  3.72542373 153.27457627],0
r4,1,0.342766,0.90006,[120  18] ; [142  15],[122.56271186  15.43728814] ; [139.43728814  17.56271186],0
p6,1,0.354442,0.857491,[ 34 102] ; [ 46 108],[37.51724138 98.48275862] ; [ 42.48275862 111.51724138],0
p1,1,0.426113,0.633394,[  9 128] ; [  7 150],[  7.45578231 129.54421769] ; [  8.54421769 148.45578231],0
p7,1,0.4317,0.618246,[75 58] ; [76 71],[71.725 61.275] ; [79.275 67.725],0
