Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000161,14.238678,[70 38] ; [54  5],[80.19161677 27.80838323] ; [43.80838323 15.19161677],1
s6,1,0.001109,10.636253,[47 61] ; [40 17],[56.94545455 51.05454545] ; [30.05454545 26.94545455],0
v3,1,0.001943,9.602975,[23 81] ; [26 31],[31.65217391 72.34782609] ; [17.34782609 39.65217391],0
v4,1,0.002656,9.029769,[80 28] ; [55  4],[87.30538922 20.69461078] ; [47.69461078 11.30538922],0
r2,1,0.002718,8.987812,[84 22] ; [56  2],[90.48780488 15.51219512] ; [49.51219512  8.48780488],0
d5,1,0.003544,8.503863,[70 37] ; [51  8],[77.9939759 29.0060241] ; [43.0060241 15.9939759],0
r4,1,0.005462,7.719907,[63 45] ; [47 12],[71.13772455 36.86227545] ; [38.86227545 20.13772455],0
r1,1,0.006069,7.52976,[60 46] ; [46 13],[68.0969697 37.9030303] ; [37.9030303 21.0969697],0
b1,1,0.008063,7.019432,[67 41] ; [24 35],[58.8502994 49.1497006] ; [32.1497006 26.8502994],0
d4,1,0.014728,5.948713,[72 35] ; [50  9],[78.63855422 28.36144578] ; [43.36144578 15.63855422],0
s2,1,0.041095,4.172105,[34 74] ; [28 31],[40.09580838 67.90419162] ; [21.90419162 37.09580838],0
p1,1,0.042278,4.124035,[11 97] ; [ 1 58],[  7.76047904 100.23952096] ; [ 4.23952096 54.76047904],0
n6,1,0.051099,3.805038,[61 46] ; [42 16],[66.79393939 40.20606061] ; [36.20606061 21.79393939],0
v1,1,0.060914,3.512318,[35 72] ; [28 31],[40.60843373 66.39156627] ; [22.39156627 36.60843373],0
a5,1,0.061071,3.508051,[59 49] ; [41 18],[64.67065868 43.32934132] ; [35.32934132 23.67065868],0
a1,1,0.085255,2.961771,[12 96] ; [ 2 57],[ 9.05389222 98.94610778] ; [ 4.94610778 54.05389222],0
s8,1,0.101579,2.68058,[24 84] ; [20 39],[28.45508982 79.54491018] ; [15.54491018 43.45508982],0
p5,1,0.112609,2.51722,[ 8 98] ; [ 1 58],[  5.78181818 100.21818182] ; [ 3.21818182 55.78181818],0
d1,1,0.113502,2.504769,[43 65] ; [31 28],[47.85628743 60.14371257] ; [26.14371257 32.85628743],0
p10,1,0.148992,2.082538,[42 63] ; [30 28],[46.3803681 58.6196319] ; [25.6196319 32.3803681],0
s1,1,0.151884,2.053227,[10 96] ; [ 2 57],[ 7.70909091 98.29090909] ; [ 4.29090909 54.70909091],0
p4,1,0.185161,1.755703,[35 72] ; [25 33],[38.90909091 68.09090909] ; [21.09090909 36.90909091],0
u1,1,0.196671,1.666924,[  8 100] ; [ 8 51],[10.34730539 97.65269461] ; [ 5.65269461 53.34730539],0
d3,1,0.202697,1.622836,[58 49] ; [38 21],[61.87951807 45.12048193] ; [34.12048193 24.87951807],0
a2,1,0.204414,1.610555,[17 91] ; [14 45],[20.04790419 87.95209581] ; [10.95209581 48.04790419],0
n5,1,0.242939,1.363458,[66 42] ; [30 28],[62.45783133 45.54216867] ; [33.54216867 24.45783133],0
s7,1,0.267394,1.230068,[28 71] ; [21 36],[31.09615385 67.90384615] ; [17.90384615 39.09615385],0
a7,1,0.280618,1.164094,[66 42] ; [41 18],[69.19760479 38.80239521] ; [37.80239521 21.19760479],0
p8,1,0.291303,1.113591,[23 84] ; [17 42],[25.78313253 81.21686747] ; [14.21686747 44.78313253],0
a4,1,0.299072,1.078328,[38 68] ; [26 33],[41.11515152 64.88484848] ; [22.88484848 36.11515152],0
s5,1,0.313498,1.015881,[24 82] ; [17 40],[26.66257669 79.33742331] ; [14.33742331 42.66257669],0
p2,1,0.326917,0.961073,[55 52] ; [35 24],[58.01204819 48.98795181] ; [31.98795181 27.01204819],0
n2,1,0.367083,0.813516,[31 22] ; [14  6],[32.67123288 20.32876712] ; [12.32876712  7.67123288],0
s4,1,0.485771,0.485881,[19 89] ; [13 46],[20.69461078 87.30538922] ; [11.30538922 47.69461078],0
a8,1,0.511933,0.430113,[12 93] ; [ 4 46],[10.83870968 94.16129032] ; [ 5.16129032 44.83870968],0
b5,1,0.581081,0.304491,[63 45] ; [37 22],[64.67065868 43.32934132] ; [35.32934132 23.67065868],0
s3,1,0.615133,0.252767,[46 60] ; [28 31],[47.53939394 58.46060606] ; [26.46060606 32.53939394],0
n1,1,0.631922,0.229463,[21 30] ; [ 7 13],[20.11267606 30.88732394] ; [ 7.88732394 12.11267606],0
n3,1,0.647995,0.208437,[27 23] ; [12  8],[27.85714286 22.14285714] ; [11.14285714  8.85714286],0
p7,1,0.650631,0.205105,[35 72] ; [21 37],[36.31515152 70.68484848] ; [19.68484848 38.31515152],0
u2,1,0.66211,0.190971,[13 27] ; [ 8 13],[13.7704918 26.2295082] ; [ 7.2295082 13.7704918],0
n4,1,0.716313,0.132053,[64 43] ; [33 25],[62.9030303 44.0969697] ; [34.0969697 23.9030303],0
