Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,164.206542,[470  49] ; [77 95],[410.84370478 108.15629522] ; [136.15629522  35.84370478],1
n6,1,0.0,78.977474,[475  44] ; [108  63],[438.5173913  80.4826087] ; [144.4826087  26.5173913],1
p10,1,0.0,39.566299,[442  72] ; [108  61],[413.90922401 100.09077599] ; [136.09077599  32.90922401],1
s7,1,1e-06,23.2041,[258 233] ; [ 51 114],[231.27896341 259.72103659] ; [77.72103659 87.27896341],1
v1,1,2e-06,23.124274,[304 203] ; [ 64 102],[277.23031204 229.76968796] ; [90.76968796 75.23031204],1
p9,1,2e-06,22.55654,[449  63] ; [122  47],[429.29809104  82.70190896] ; [141.70190896  27.29809104],1
p4,1,6e-06,20.454486,[332 184] ; [76 94],[306.89212828 209.10787172] ; [101.10787172  68.89212828],1
s6,1,6.1e-05,16.083529,[352 160] ; [88 82],[330.32258065 181.67741935] ; [109.67741935  60.32258065],1
v3,1,7.2e-05,15.763936,[234 266] ; [ 46 113],[212.4430956 287.5569044] ; [67.5569044 91.4430956],1
p3,1,0.001098,10.653817,[277 240] ; [ 67 104],[258.5 258.5] ; [85.5 85.5],0
s2,1,0.001498,10.080586,[261 255] ; [ 63 109],[243. 273.] ; [81. 91.],0
s8,1,0.002269,9.317787,[244 272] ; [ 58 113],[226.82969432 289.17030568] ; [75.17030568 95.82969432],0
p5,1,0.002303,9.291107,[ 72 442] ; [  9 161],[ 60.86842105 453.13157895] ; [ 20.13157895 149.86842105],0
a2,1,0.003309,8.628569,[139 381] ; [ 27 145],[124.73988439 395.26011561] ; [ 41.26011561 130.73988439],0
u1,1,0.003369,8.596279,[102 418] ; [ 17 155],[ 89.42196532 430.57803468] ; [ 29.57803468 142.42196532],0
p6,1,0.003413,8.572287,[197 316] ; [ 43 123],[181.32547865 331.67452135] ; [ 58.67452135 107.32547865],0
a8,1,0.004246,8.175477,[ 88 377] ; [ 15 147],[ 76.38755981 388.61244019] ; [ 26.61244019 135.38755981],0
s3,1,0.004561,8.045747,[290 222] ; [75 95],[274.01759531 237.98240469] ; [90.98240469 79.01759531],0
a5,1,0.006936,7.289381,[398 121] ; [114  58],[384.55571635 134.44428365] ; [127.44428365  44.55571635],0
n1,1,0.00733,7.190213,[45 48] ; [12 36],[37.59574468 55.40425532] ; [19.40425532 28.59574468],0
p7,1,0.009824,6.66649,[340 166] ; [95 74],[326.08888889 179.91111111] ; [108.91111111  60.08888889],0
d2,1,0.010637,6.524894,[265 251] ; [ 69 103],[250.5 265.5] ; [83.5 88.5],0
s5,1,0.012946,6.176473,[167 339] ; [ 37 126],[154.29596413 351.70403587] ; [ 49.70403587 113.29596413],0
a4,1,0.01318,6.144817,[245 271] ; [ 63 109],[231. 285.] ; [77. 95.],0
p11,1,0.020421,5.375534,[429  91] ; [128  44],[418.55491329 101.44508671] ; [138.44508671  33.55491329],0
p8,1,0.022135,5.235123,[285 224] ; [78 92],[272.11634757 236.88365243] ; [90.88365243 79.11634757],0
a3,1,0.025322,5.001745,[379 137] ; [111  61],[367.5 148.5] ; [122.5  49.5],0
p2,1,0.030321,4.691022,[442  76] ; [133  37],[432.92151163  85.07848837] ; [142.07848837  27.92151163],0
b3,1,0.036627,4.367694,[143 191] ; [29 65],[134.22429907 199.77570093] ; [37.77570093 56.22429907],0
b2,1,0.036627,4.367694,[143 191] ; [29 65],[134.22429907 199.77570093] ; [37.77570093 56.22429907],0
