Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,25.056994,[29 19] ; [ 7 47],[16.94117647 31.05882353] ; [19.05882353 34.94117647],1
s5,1,9e-06,19.764923,[19 28] ; [ 2 50],[ 9.96969697 37.03030303] ; [11.03030303 40.96969697],1
r4,1,1.3e-05,18.997471,[44  5] ; [27 27],[33.77669903 15.22330097] ; [37.22330097 16.77669903],1
n6,1,2.6e-05,17.669653,[41  8] ; [23 30],[30.74509804 18.25490196] ; [33.25490196 19.74509804],1
s4,1,0.000112,14.928408,[16 33] ; [ 2 52],[ 8.5631068 40.4368932] ; [ 9.4368932 44.5631068],1
s7,1,0.000333,12.87266,[17 28] ; [ 4 48],[ 9.74226804 35.25773196] ; [11.25773196 40.74226804],1
s8,1,0.000402,12.523079,[19 30] ; [ 5 49],[11.41747573 37.58252427] ; [12.58252427 41.41747573],1
p6,1,0.00058,11.838087,[14 35] ; [ 2 51],[ 7.68627451 41.31372549] ; [ 8.31372549 44.68627451],1
s3,1,0.001157,10.557834,[26 20] ; [13 40],[18.12121212 27.87878788] ; [20.87878788 32.12121212],0
r1,1,0.001866,9.677292,[37 12] ; [24 29],[29.30392157 19.69607843] ; [31.69607843 21.30392157],0
r3,1,0.002284,9.306167,[44  5] ; [34 19],[37.47058824 11.52941176] ; [40.52941176 12.47058824],0
v4,1,0.002284,9.306167,[44  5] ; [34 19],[37.47058824 11.52941176] ; [40.52941176 12.47058824],0
v2,1,0.00611,7.51744,[25 22] ; [13 37],[18.41237113 28.58762887] ; [19.58762887 30.41237113],0
v1,1,0.035733,4.409792,[22 26] ; [14 40],[16.94117647 31.05882353] ; [19.05882353 34.94117647],0
p12,1,0.036348,4.3807,[ 6 43] ; [ 1 53],[ 3.33009709 45.66990291] ; [ 3.66990291 50.33009709],0
p8,1,0.036735,4.362667,[16 33] ; [ 8 45],[11.52941176 37.47058824] ; [12.47058824 40.52941176],0
v3,1,0.055856,3.65634,[21 27] ; [13 38],[16.48484848 31.51515152] ; [17.51515152 33.48484848],0
d3,1,0.062302,3.475022,[17 32] ; [10 44],[12.84466019 36.15533981] ; [14.15533981 39.84466019],0
p3,1,0.065161,3.400897,[18 31] ; [11 43],[13.7961165 35.2038835] ; [15.2038835 38.7961165],0
r2,1,0.085518,2.956775,[42  7] ; [38 15],[38.43137255 10.56862745] ; [41.56862745 11.43137255],0
p11,1,0.08857,2.90017,[30 19] ; [24 30],[25.68932039 23.31067961] ; [28.31067961 25.68932039],0
p4,1,0.096819,2.757181,[16 32] ; [10 43],[12.35643564 35.64356436] ; [13.64356436 39.35643564],0
