Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,84.976615,[425 105] ; [42 70],[385.52959502 144.47040498] ; [81.47040498 30.52959502],1
n4,1,0.0,55.76533,[444  88] ; [58 55],[414.05271318 117.94728682] ; [87.94728682 25.05271318],1
p10,1,0.0,32.138651,[439  87] ; [66 45],[417.00156986 108.99843014] ; [87.99843014 23.00156986],1
p11,1,0.0,28.490744,[437  95] ; [67 46],[415.70232558 116.29767442] ; [88.29767442 24.70232558],1
p9,1,0.0,26.18194,[451  72] ; [74 38],[432.4015748  90.5984252] ; [92.5984252 19.4015748],1
p6,1,1e-06,23.741911,[198 327] ; [14 92],[176.3866878 348.6133122] ; [35.6133122 70.3866878],1
r4,1,5e-06,20.73957,[482  50] ; [85 28],[467.66511628  64.33488372] ; [99.33488372 13.66511628],1
s7,1,8e-06,20.019728,[257 251] ; [28 77],[236.18270799 271.81729201] ; [48.81729201 56.18270799],1
p2,1,1.3e-05,18.994679,[449  80] ; [74 36],[432.9687011  96.0312989] ; [90.0312989 19.9687011],1
v4,1,2.5e-05,17.755308,[504  26] ; [95 18],[493.73250389  36.26749611] ; [105.26749611   7.73250389],1
r3,1,2.8e-05,17.516671,[512  19] ; [98 15],[502.96583851  28.03416149] ; [107.03416149   5.96583851],1
p8,1,4.4e-05,16.686192,[287 238] ; [37 74],[267.45283019 257.54716981] ; [56.54716981 54.45283019],1
p7,1,0.000113,14.899511,[337 183] ; [48 59],[319.29824561 200.70175439] ; [65.70175439 41.29824561],1
s8,1,0.000126,14.705275,[244 284] ; [30 83],[225.69734789 302.30265211] ; [48.30265211 64.69734789],1
p4,1,0.000158,14.275861,[324 204] ; [46 64],[306.20689655 221.79310345] ; [63.79310345 46.20689655],1
s6,1,0.00029,13.134299,[345 178] ; [54 59],[328.10849057 194.89150943] ; [70.89150943 42.10849057],1
u1,1,0.000937,10.947638,[114 418] ; [  9 104],[101.45116279 430.54883721] ; [21.54883721 91.45116279],1
p3,1,0.001006,10.816266,[270 261] ; [37 73],[254.31669267 276.68330733] ; [52.68330733 57.31669267],0
r2,1,0.00147,10.11636,[496  27] ; [97 15],[488.40787402  34.59212598] ; [104.59212598   7.40787402],0
v3,1,0.002418,9.201752,[225 287] ; [29 75],[211.11688312 300.88311688] ; [42.88311688 61.11688312],0
b3,1,0.004367,8.124534,[147 186] ; [17 50],[136.53 196.47] ; [27.47 39.53],0
b2,1,0.004367,8.124534,[147 186] ; [17 50],[136.53 196.47] ; [27.47 39.53],0
s5,1,0.005228,7.798663,[169 346] ; [21 88],[156.81089744 358.18910256] ; [33.18910256 75.81089744],0
b1,1,0.01187,6.330207,[196 336] ; [56 57],[207.85116279 324.14883721] ; [44.14883721 68.85116279],0
d2,1,0.015425,5.867298,[291 238] ; [48 65],[279.3317757 249.6682243] ; [59.6682243 53.3317757],0
v2,1,0.019521,5.454253,[312 201] ; [52 55],[301.18064516 211.81935484] ; [62.81935484 44.18064516],0
s2,1,0.020633,5.357502,[261 266] ; [42 70],[249.89201878 277.10798122] ; [53.10798122 58.89201878],0
p5,1,0.022283,5.223519,[ 69 458] ; [  6 105],[ 61.95141066 465.04858934] ; [13.04858934 97.95141066],0
a4,1,0.023094,5.161442,[264 266] ; [43 70],[253.04821151 276.95178849] ; [53.95178849 59.04821151],0
d1,1,0.024864,5.033357,[373 159] ; [67 46],[362.91472868 169.08527132] ; [77.08527132 35.91472868],0
v1,1,0.03461,4.464328,[291 224] ; [50 60],[280.984 234.016] ; [60.016 49.984],0
a8,1,0.041987,4.135715,[ 79 403] ; [ 9 96],[ 72.25894378 409.74105622] ; [15.74105622 89.25894378],0
p12,1,0.063971,3.431316,[ 47 481] ; [  4 106],[ 42.20689655 485.79310345] ; [  8.79310345 101.20689655],0
d5,1,0.091284,2.851591,[469  63] ; [93 20],[463.54108527  68.45891473] ; [98.45891473 14.54108527],0
u2,1,0.094718,2.792303,[74 54] ; [25  9],[78.22222222 49.77777778] ; [20.77777778 13.22222222],0
a2,1,0.101063,2.688685,[143 389] ; [22 91],[136.09302326 395.90697674] ; [28.90697674 84.09302326],0
a5,1,0.116974,2.457372,[409 123] ; [79 34],[402.50542636 129.49457364] ; [85.49457364 27.50542636],0
a3,1,0.13298,2.257368,[401 128] ; [78 35],[394.69003115 134.30996885] ; [84.30996885 28.69003115],0
p1,1,0.163244,1.94392,[ 44 485] ; [  5 107],[ 40.43837754 488.56162246] ; [  8.56162246 103.43837754],0
u4,1,0.200834,1.636298,[ 16 516] ; [  1 112],[ 14.02170543 517.97829457] ; [  2.97829457 110.02170543],0
n3,1,0.221474,1.494797,[80 36] ; [19 14],[77.0738255 38.9261745] ; [21.9261745 11.0738255],0
s1,1,0.231436,1.432013,[ 13 514] ; [  5 105],[ 14.89167975 512.10832025] ; [  3.10832025 106.89167975],0
b5,1,0.336605,0.923319,[313 219] ; [72 41],[317.5503876 214.4496124] ; [67.4496124 45.5503876],0
r1,1,0.495963,0.463565,[432  99] ; [88 24],[429.42457232 101.57542768] ; [90.57542768 21.42457232],0
n1,1,0.60561,0.266617,[44 71] ; [11 22],[42.73648649 72.26351351] ; [12.26351351 20.73648649],0
