Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,63.306896,[ 5 32] ; [91 16],[24.66666667 12.33333333] ; [71.33333333 35.66666667],1
d5,1,0.027679,4.847943,[22 15] ; [82 23],[27.09859155  9.90140845] ; [76.90140845 28.09859155],0
u3,1,0.031277,4.637696,[ 3 12] ; [19 17],[6.47058824 8.52941176] ; [15.52941176 20.47058824],0
s7,1,0.033864,4.501557,[ 6 28] ; [37 62],[10.9924812 23.0075188] ; [32.0075188 66.9924812],0
v2,1,0.039764,4.227941,[ 7 29] ; [39 63],[12. 24.] ; [34. 68.],0
p3,1,0.044374,4.042274,[ 6 31] ; [36 71],[10.79166667 26.20833333] ; [31.20833333 75.79166667],0
p8,1,0.05092,3.810898,[ 5 31] ; [32 73],[ 9.44680851 26.55319149] ; [27.55319149 77.44680851],0
n6,1,0.056022,3.651408,[18 19] ; [71 36],[22.86805556 14.13194444] ; [66.13194444 40.86805556],0
s8,1,0.075823,3.152232,[ 5 32] ; [30 77],[ 8.99305556 28.00694444] ; [26.00694444 80.99305556],0
a6,1,0.083322,2.99888,[17 20] ; [66 40],[21.47552448 15.52447552] ; [61.52447552 44.47552448],0
a5,1,0.089492,2.883487,[18 19] ; [69 38],[22.35416667 14.64583333] ; [64.64583333 42.35416667],0
u1,1,0.104361,2.637604,[ 2 35] ; [17 90],[ 4.88194444 32.11805556] ; [14.11805556 92.88194444],0
p6,1,0.118152,2.441653,[ 5 31] ; [28 77],[ 8.42553191 27.57446809] ; [24.57446809 80.42553191],0
v3,1,0.127683,2.320454,[ 6 31] ; [29 71],[ 9.45255474 27.54744526] ; [25.54744526 74.45255474],0
n4,1,0.129112,2.303155,[26 11] ; [60 47],[22.09722222 14.90277778] ; [63.90277778 43.09722222],0
b1,1,0.129745,2.295557,[24 13] ; [54 53],[20.04166667 16.95833333] ; [57.95833333 49.04166667],0
u2,1,0.146059,2.112935,[ 4 11] ; [18 19],[6.34615385 8.65384615] ; [15.65384615 21.34615385],0
a2,1,0.151191,2.060194,[ 4 33] ; [23 84],[ 6.9375 30.0625] ; [20.0625 86.9375],0
b2,1,0.206201,1.597899,[12 16] ; [15 37],[ 9.45 18.55] ; [17.55 34.45],0
b3,1,0.206201,1.597899,[12 16] ; [15 37],[ 9.45 18.55] ; [17.55 34.45],0
n2,1,0.220392,1.501819,[10 11] ; [28 16],[12.27692308  8.72307692] ; [25.72307692 18.27692308],0
d1,1,0.254519,1.298327,[15 22] ; [55 52],[17.98611111 19.01388889] ; [52.01388889 54.98611111],0
d2,1,0.289274,1.122997,[15 21] ; [55 51],[17.74647887 18.25352113] ; [52.25352113 53.74647887],0
n1,1,0.362577,0.828947,[10 11] ; [15 27],[ 8.33333333 12.66666667] ; [16.66666667 25.33333333],0
p1,1,0.399418,0.710078,[ 4 33] ; [  7 100],[ 2.82638889 34.17361111] ; [ 8.17361111 98.82638889],0
a8,1,0.426135,0.633333,[ 2 33] ; [10 88],[ 3.15789474 31.84210526] ; [ 8.84210526 89.15789474],0
p5,1,0.617272,0.24972,[ 1 35] ; [  5 101],[ 1.52112676 34.47887324] ; [  4.47887324 101.52112676],0
b4,1,0.618702,0.247696,[19 18] ; [60 47],[20.29861111 16.70138889] ; [58.70138889 48.29861111],0
a3,1,0.715768,0.132584,[22 14] ; [69 38],[22.90909091 13.09090909] ; [68.09090909 38.90909091],0
s1,1,0.746681,0.104341,[ 3 34] ; [  7 100],[ 2.56944444 34.43055556] ; [ 7.43055556 99.56944444],0
a4,1,0.813247,0.055809,[13 23] ; [41 66],[13.59440559 22.40559441] ; [40.40559441 66.59440559],0
s4,1,0.987145,0.00026,[ 8 29] ; [23 84],[ 7.96527778 29.03472222] ; [23.03472222 83.96527778],0
