Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,63.306896,[ 5 32] ; [91 16],[24.66666667 12.33333333] ; [71.33333333 35.66666667],1
v4,1,3e-06,22.035403,[20 17] ; [95 11],[29.75524476  7.24475524] ; [85.24475524 20.75524476],1
s6,1,3e-06,21.814393,[ 5 32] ; [62 45],[17.21527778 19.78472222] ; [49.78472222 57.21527778],1
r2,1,8e-06,20.031807,[20 14] ; [97  9],[28.41428571  5.58571429] ; [88.58571429 17.41428571],1
p2,1,1.7e-05,18.514146,[ 8 29] ; [67 40],[19.27083333 17.72916667] ; [55.72916667 51.27083333],1
s2,1,0.000143,14.46636,[ 4 33] ; [49 58],[13.61805556 23.38194444] ; [39.38194444 67.61805556],1
p9,1,0.000175,14.079145,[ 8 26] ; [63 41],[17.49275362 16.50724638] ; [53.50724638 50.49275362],1
n5,1,0.000412,12.475878,[30  7] ; [51 56],[20.8125 16.1875] ; [60.1875 46.8125],1
a1,1,0.000887,11.04876,[ 7 30] ; [  3 104],[ 2.56944444 34.43055556] ; [ 7.43055556 99.56944444],1
a7,1,0.001865,9.678295,[16 21] ; [76 30],[23.8041958 13.1958042] ; [68.1958042 37.8041958],0
r1,1,0.002421,9.199648,[16 21] ; [76 31],[23.63888889 13.36111111] ; [68.36111111 38.63888889],0
p7,1,0.003367,8.59721,[ 7 29] ; [50 56],[14.45070423 21.54929577] ; [42.54929577 63.45070423],0
p4,1,0.009198,6.784034,[ 7 29] ; [46 59],[13.53191489 22.46808511] ; [39.46808511 65.53191489],0
s3,1,0.015798,5.825188,[10 26] ; [54 52],[16.22535211 19.77464789] ; [47.77464789 58.22535211],0
b5,1,0.017743,5.621336,[16 21] ; [70 37],[22.09722222 14.90277778] ; [63.90277778 43.09722222],0
d4,1,0.017763,5.619369,[21 16] ; [81 24],[26.57746479 10.42253521] ; [75.42253521 29.57746479],0
n3,1,0.018731,5.52642,[ 7 13] ; [28 14],[11.29032258  8.70967742] ; [23.70967742 18.29032258],0
p10,1,0.020693,5.352449,[10 26] ; [52 52],[15.94285714 20.05714286] ; [46.05714286 57.94285714],0
s5,1,0.023314,5.144935,[ 3 33] ; [27 75],[ 7.82608696 28.17391304] ; [22.17391304 79.82608696],0
d3,1,0.024543,5.055838,[16 21] ; [67 37],[21.78014184 15.21985816] ; [61.21985816 42.78014184],0
