Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.001902,9.642094,[9 4] ; [ 1 11],[5.2 7.8] ; [4.8 7.2],0
p11,1,0.008926,6.837607,[11  2] ; [4 8],[7.8 5.2] ; [7.2 4.8],0
a5,1,0.022136,5.235043,[8 5] ; [ 2 10],[5.2 7.8] ; [4.8 7.2],0
p8,1,0.072143,3.233566,[7 6] ; [2 9],[4.875 8.125] ; [4.125 6.875],0
r4,1,0.078037,3.105319,[5 8] ; [ 1 11],[3.12 9.88] ; [2.88 9.12],0
u2,1,0.109984,2.554444,[7 3] ; [3 6],[5.26315789 4.73684211] ; [4.73684211 4.26315789],0
s8,1,0.161178,1.963141,[4 9] ; [ 1 11],[ 2.6 10.4] ; [2.4 9.6],0
d3,1,0.161178,1.963141,[4 9] ; [ 1 11],[ 2.6 10.4] ; [2.4 9.6],0
v4,1,0.165403,1.924118,[9 4] ; [5 7],[7.28 5.72] ; [6.72 5.28],0
n2,1,0.220671,1.5,[3 1] ; [3 5],[2. 2.] ; [4. 4.],0
p3,1,0.2253,1.470289,[5 8] ; [ 2 10],[3.64 9.36] ; [3.36 8.64],0
d5,1,0.2253,1.470289,[5 8] ; [ 2 10],[3.64 9.36] ; [3.36 8.64],0
p4,1,0.270948,1.211939,[6 7] ; [3 9],[4.68 8.32] ; [4.32 7.68],0
n5,1,0.293803,1.102114,[11  2] ; [8 4],[9.88 3.12] ; [9.12 2.88],0
n4,1,0.301941,1.065601,[6 7] ; [8 4],[7.28 5.72] ; [6.72 5.28],0
u3,1,0.313267,1.016852,[3 7] ; [1 8],[2.10526316 7.89473684] ; [1.89473684 7.10526316],0
b1,1,0.319499,0.990997,[10  3] ; [7 5],[8.84 4.16] ; [8.16 3.84],0
b4,1,0.320423,0.987221,[5 8] ; [7 5],[6.24 6.76] ; [5.76 6.24],0
n6,1,0.3268,0.961538,[9 4] ; [6 6],[7.8 5.2] ; [7.2 4.8],0
d2,1,0.409454,0.680387,[4 9] ; [ 2 10],[3.12 9.88] ; [2.88 9.12],0
a4,1,0.409454,0.680387,[4 9] ; [ 2 10],[3.12 9.88] ; [2.88 9.12],0
b2,1,0.437558,0.602679,[2 5] ; [1 7],[1.4 5.6] ; [1.6 6.4],0
b3,1,0.437558,0.602679,[2 5] ; [1 7],[1.4 5.6] ; [1.6 6.4],0
s6,1,0.470989,0.519655,[5 8] ; [3 9],[4.16 8.84] ; [3.84 8.16],0
s1,1,0.490279,0.475913,[ 1 12] ; [ 2 10],[ 1.56 11.44] ; [ 1.44 10.56],0
s2,1,0.490279,0.475913,[ 1 12] ; [ 2 10],[ 1.56 11.44] ; [ 1.44 10.56],0
a7,1,0.513292,0.42735,[6 7] ; [4 8],[5.2 7.8] ; [4.8 7.2],0
s4,1,0.548186,0.360577,[ 2 11] ; [3 9],[ 2.6 10.4] ; [2.4 9.6],0
r1,1,0.568261,0.3256,[ 3 10] ; [4 8],[3.64 9.36] ; [3.36 8.64],0
s3,1,0.568261,0.3256,[ 3 10] ; [4 8],[3.64 9.36] ; [3.36 8.64],0
p2,1,0.570632,0.321626,[9 4] ; [7 5],[8.32 4.68] ; [7.68 4.32],0
s7,1,0.589962,0.290404,[ 2 10] ; [ 1 10],[ 1.56521739 10.43478261] ; [1.43478261 9.56521739],0
a8,1,0.615228,0.252632,[3 9] ; [ 2 10],[2.5 9.5] ; [2.5 9.5],0
v2,1,0.615228,0.252632,[3 9] ; [ 2 10],[2.5 9.5] ; [2.5 9.5],0
n1,1,0.665006,0.1875,[1 3] ; [3 5],[1.33333333 2.66666667] ; [2.66666667 5.33333333],0
n3,1,0.665006,0.1875,[3 1] ; [5 3],[2.66666667 1.33333333] ; [5.33333333 2.66666667],0
p6,1,0.768589,0.086566,[ 3 10] ; [2 9],[ 2.70833333 10.29166667] ; [2.29166667 8.70833333],0
a6,1,0.789561,0.071225,[5 8] ; [4 8],[4.68 8.32] ; [4.32 7.68],0
a3,1,0.813025,0.055944,[ 3 10] ; [3 8],[3.25 9.75] ; [2.75 8.25],0
b5,1,0.821348,0.050991,[7 6] ; [7 5],[7.28 5.72] ; [6.72 5.28],0
p7,1,0.847501,0.036982,[7 6] ; [6 6],[6.76 6.24] ; [6.24 5.76],0
p5,1,0.901694,0.015257,[ 1 12] ; [ 1 10],[ 1.08333333 11.91666667] ; [ 0.91666667 10.08333333],0
v3,1,0.952933,0.003484,[ 1 12] ; [ 1 11],[ 1.04 11.96] ; [ 0.96 11.04],0
