Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,21.859214,[11 24] ; [183  74],[23.25342466 11.74657534] ; [170.74657534  86.25342466],1
p7,1,1.6e-05,18.65855,[15 20] ; [195  57],[25.6097561  9.3902439] ; [184.3902439  67.6097561],1
d4,1,0.000766,11.321665,[24 12] ; [225  31],[30.69863014  5.30136986] ; [218.30136986  37.69863014],1
p8,1,0.001285,10.363802,[14 23] ; [166  88],[22.88659794 14.11340206] ; [157.11340206  96.88659794],0
d5,1,0.001986,9.562058,[24 12] ; [222  34],[30.32876712  5.67123288] ; [215.67123288  40.32876712],0
p3,1,0.002551,9.103532,[14 22] ; [167  90],[22.23890785 13.76109215] ; [158.76109215  98.23890785],0
v1,1,0.002945,8.840998,[17 19] ; [183  72],[24.74226804 11.25773196] ; [175.25773196  79.74226804],0
r4,1,0.003634,8.458153,[31  6] ; [246  11],[34.86054422  2.13945578] ; [242.13945578  14.86054422],0
s1,1,0.003798,8.377953,[ 4 33] ; [  5 248],[ 1.14827586 35.85172414] ; [  7.85172414 245.14827586],0
v4,1,0.015092,5.905659,[34  3] ; [251   4],[36.1130137  0.8869863] ; [248.8869863   6.1130137],0
s3,1,0.020737,5.348757,[15 21] ; [156  96],[21.375 14.625] ; [149.625 102.375],0
p9,1,0.02109,5.319302,[32  5] ; [245  11],[34.97952218  2.02047782] ; [242.02047782  13.97952218],0
p11,1,0.022418,5.213078,[27 10] ; [224  33],[31.58843537  5.41156463] ; [219.41156463  37.58843537],0
r3,1,0.031761,4.611351,[34  3] ; [251   5],[35.98976109  1.01023891] ; [249.01023891   6.98976109],0
d3,1,0.057889,3.596854,[21 15] ; [189  68],[25.80204778 10.19795222] ; [184.19795222  72.80204778],0
n3,1,0.084901,2.968495,[4 5] ; [31 11],[6.17647059 2.82352941] ; [28.82352941 13.17647059],0
n6,1,0.10263,2.664186,[30  6] ; [234  21],[32.65979381  3.34020619] ; [231.34020619  23.65979381],0
p6,1,0.103575,2.649614,[11 26] ; [111 142],[15.56551724 21.43448276] ; [106.43448276 146.56551724],0
a4,1,0.118825,2.432737,[13 24] ; [125 131],[17.42662116 19.57337884] ; [120.57337884 135.42662116],0
a1,1,0.135928,2.223456,[ 5 32] ; [ 17 240],[ 2.76870748 34.23129252] ; [ 19.23129252 237.76870748],0
n1,1,0.13793,2.200901,[1 8] ; [15 26],[2.88 6.12] ; [13.12 27.88],0
d1,1,0.1877,1.735578,[21 16] ; [174  83],[24.54081633 12.45918367] ; [170.45918367  86.54081633],0
s2,1,0.223786,1.479924,[18 19] ; [151 104],[21.41438356 15.58561644] ; [147.58561644 107.41438356],0
p12,1,0.224823,1.473319,[ 8 29] ; [ 36 221],[ 5.53741497 31.46258503] ; [ 38.46258503 218.53741497],0
a8,1,0.22584,1.466869,[ 2 29] ; [ 33 197],[ 4.15708812 26.84291188] ; [ 30.84291188 199.15708812],0
n5,1,0.22894,1.447438,[29  8] ; [220  36],[31.44368601  5.55631399] ; [217.55631399  38.44368601],0
s4,1,0.251443,1.315271,[ 7 29] ; [ 32 224],[ 4.80821918 31.19178082] ; [ 34.19178082 221.80821918],0
n4,1,0.253792,1.302309,[29  8] ; [220  37],[31.33673469  5.66326531] ; [217.66326531  39.33673469],0
s8,1,0.26463,1.244371,[17 19] ; [145 109],[20.11034483 15.88965517] ; [141.88965517 112.11034483],0
b1,1,0.27487,1.19228,[10 27] ; [ 93 164],[12.96258503 24.03741497] ; [ 90.03741497 166.96258503],0
s5,1,0.313803,1.014603,[12 25] ; [102 146],[14.8 22.2] ; [ 99.2 148.8],0
a5,1,0.343584,0.897011,[27 10] ; [205  52],[29.19727891  7.80272109] ; [202.80272109  54.19727891],0
a7,1,0.433511,0.613398,[29  8] ; [185  71],[27.02389078  9.97610922] ; [186.97610922  69.02389078],0
n2,1,0.469066,0.524176,[6 3] ; [32  9],[6.84 2.16] ; [31.16  9.84],0
b4,1,0.506847,0.440571,[24 13] ; [152 105],[22.14965986 14.85034014] ; [153.85034014 103.14965986],0
a6,1,0.544914,0.366508,[26 10] ; [172  84],[24.4109589 11.5890411] ; [173.5890411  82.4109589],0
a2,1,0.561675,0.336812,[ 8 29] ; [ 67 190],[ 9.43877551 27.56122449] ; [ 65.56122449 191.43877551],0
s6,1,0.59801,0.278007,[25 12] ; [178  70],[26.35438596 10.64561404] ; [176.64561404  71.35438596],0
s7,1,0.633219,0.227721,[19 14] ; [151  93],[20.25270758 12.74729242] ; [149.74729242  94.25270758],0
u2,1,0.717272,0.131122,[6 3] ; [35 23],[5.50746269 3.49253731] ; [35.49253731 22.50746269],0
p5,1,0.717781,0.130629,[ 6 31] ; [ 48 209],[ 6.79591837 30.20408163] ; [ 47.20408163 209.79591837],0
b5,1,0.718093,0.130327,[20 17] ; [147 110],[21.0170068 15.9829932] ; [145.9829932 111.0170068],0
d2,1,0.725099,0.123659,[18 18] ; [136 120],[18.98630137 17.01369863] ; [135.01369863 120.98630137],0
u1,1,0.729341,0.119717,[ 7 30] ; [ 55 202],[ 7.80272109 29.19727891] ; [ 54.19727891 202.80272109],0
r2,1,0.735645,0.113991,[34  2] ; [244  11],[34.39175258  1.60824742] ; [243.60824742  11.39175258],0
a3,1,0.746722,0.104307,[28  9] ; [199  56],[28.76369863  8.23630137] ; [198.23630137  56.76369863],0
b3,1,0.754847,0.097503,[10 14] ; [73 89],[10.70967742 13.29032258] ; [72.29032258 89.70967742],0
b2,1,0.754847,0.097503,[10 14] ; [73 89],[10.70967742 13.29032258] ; [72.29032258 89.70967742],0
r1,1,0.827087,0.047716,[31  6] ; [218  38],[31.44368601  5.55631399] ; [217.55631399  38.44368601],0
v2,1,0.846289,0.03758,[29  7] ; [208  46],[29.42068966  6.57931034] ; [207.57931034  46.42068966],0
p1,1,0.86227,0.030097,[ 5 32] ; [ 32 224],[ 4.67235495 32.32764505] ; [ 32.32764505 223.67235495],0
u3,1,0.89502,0.017412,[5 4] ; [33 24],[5.18181818 3.81818182] ; [32.81818182 24.18181818],0
