Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.348158,[128 119] ; [ 9 44],[112.79666667 134.20333333] ; [24.20333333 28.79666667],1
s6,1,6e-05,16.090494,[208  38] ; [32 21],[197.45819398  48.54180602] ; [42.54180602 10.45819398],1
p4,1,0.000381,12.62192,[151  98] ; [18 35],[139.3410596 109.6589404] ; [29.6589404 23.3410596],1
r2,1,0.000553,11.926449,[236   8] ; [45  8],[230.85521886  13.14478114] ; [50.14478114  2.85521886],1
p11,1,0.001424,10.174927,[192  58] ; [30 24],[182.56578947  67.43421053] ; [39.43421053 14.56578947],0
r4,1,0.001524,10.049652,[222  28] ; [39 15],[214.63815789  35.36184211] ; [46.36184211  7.63815789],0
v4,1,0.002108,9.452624,[234  12] ; [45  9],[228.78  17.22] ; [50.22  3.78],0
n6,1,0.002206,9.370027,[203  45] ; [34 20],[194.62251656  53.37748344] ; [42.37748344 11.62251656],0
p9,1,0.002316,9.280748,[212  36] ; [36 17],[204.33222591  43.66777409] ; [43.66777409  9.33222591],0
p7,1,0.002698,9.001247,[163  79] ; [23 28],[153.62457338  88.37542662] ; [32.37542662 18.62457338],0
r3,1,0.004565,8.044317,[236  11] ; [46  8],[231.40863787  15.59136213] ; [50.59136213  3.40863787],0
p6,1,0.007527,7.142779,[101 146] ; [11 41],[ 92.52173913 154.47826087] ; [19.47826087 32.52173913],0
n4,1,0.008825,6.857894,[190  58] ; [32 22],[182.30463576  65.69536424] ; [39.69536424 14.30463576],0
r1,1,0.030807,4.663695,[198  49] ; [36 18],[192.01993355  54.98006645] ; [41.98006645 12.01993355],0
n1,1,0.038127,4.29933,[20 31] ; [15  8],[24.12162162 26.87837838] ; [10.87837838 12.12162162],0
s7,1,0.041535,4.154044,[147  92] ; [24 28],[140.44329897  98.55670103] ; [30.55670103 21.44329897],0
a6,1,0.045115,4.014321,[170  80] ; [29 25],[163.65131579  86.34868421] ; [35.34868421 18.65131579],0
a7,1,0.048087,3.906933,[182  68] ; [32 22],[175.98684211  74.01315789] ; [38.01315789 15.98684211],0
d3,1,0.051992,3.776021,[169  81] ; [29 25],[162.82894737  87.17105263] ; [35.17105263 18.82894737],0
s5,1,0.052223,3.7686,[ 96 140] ; [13 37],[ 89.94405594 146.05594406] ; [19.05594406 30.94405594],0
v2,1,0.059754,3.54419,[ 86 153] ; [26 26],[ 91.9862543 147.0137457] ; [20.0137457 31.9862543],0
p10,1,0.061287,3.502223,[200  46] ; [37 16],[194.98996656  51.01003344] ; [42.01003344 10.98996656],0
p3,1,0.074416,3.182821,[118 131] ; [18 35],[112.13245033 136.86754967] ; [23.86754967 29.13245033],0
b1,1,0.097833,2.740525,[ 99 151] ; [28 26],[104.44078947 145.55921053] ; [22.55921053 31.44078947],0
a4,1,0.102547,2.665473,[ 99 150] ; [28 26],[104.36633663 144.63366337] ; [22.63366337 31.36633663],0
s1,1,0.145374,2.120129,[ 11 235] ; [ 5 48],[ 13.1638796 232.8361204] ; [ 2.8361204 50.1638796],0
p5,1,0.146612,2.107151,[ 26 224] ; [ 2 49],[ 23.25581395 226.74418605] ; [ 4.74418605 46.25581395],0
a1,1,0.149892,2.073349,[  8 242] ; [ 4 50],[  9.86842105 240.13157895] ; [ 2.13157895 51.86842105],0
b5,1,0.168347,1.8976,[146 104] ; [37 17],[150.49342105  99.50657895] ; [32.50657895 21.49342105],0
a2,1,0.237481,1.395487,[ 55 195] ; [ 8 46],[ 51.80921053 198.19078947] ; [11.19078947 42.80921053],0
s2,1,0.279918,1.167488,[189  61] ; [37 17],[185.85526316  64.14473684] ; [40.14473684 13.85526316],0
s8,1,0.313896,1.014211,[130 120] ; [24 30],[126.64473684 123.35526316] ; [27.35526316 26.64473684],0
d5,1,0.31808,0.996827,[192  58] ; [38 16],[189.14473684  60.85526316] ; [40.85526316 13.14473684],0
p1,1,0.338261,0.917012,[ 18 231] ; [ 6 48],[ 19.72277228 229.27722772] ; [ 4.27722772 49.72277228],0
b3,1,0.339692,0.911594,[54 99] ; [10 27],[ 51.53684211 101.46315789] ; [12.46315789 24.53684211],0
b2,1,0.339692,0.911594,[54 99] ; [10 27],[ 51.53684211 101.46315789] ; [12.46315789 24.53684211],0
s4,1,0.376936,0.780673,[ 63 183] ; [17 37],[ 65.6 180.4] ; [14.4 39.6],0
b4,1,0.408039,0.684508,[145 105] ; [28 26],[142.26973684 107.73026316] ; [30.73026316 23.26973684],0
d4,1,0.434715,0.610193,[205  44] ; [42 12],[202.98019802  46.01980198] ; [44.01980198  9.98019802],0
v1,1,0.44379,0.586463,[ 99 140] ; [25 28],[101.49315068 137.50684932] ; [22.50684932 30.49315068],0
u1,1,0.44626,0.580134,[ 43 207] ; [ 7 47],[ 41.11842105 208.88157895] ; [ 8.88157895 45.11842105],0
