Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,26.59043,[32 31] ; [279  66],[48.02205882 14.97794118] ; [262.97794118  82.02205882],1
p9,1,0.0,25.781506,[38 24] ; [298  43],[51.69230769 10.30769231] ; [284.30769231  56.69230769],1
p7,1,4e-06,21.460375,[19 41] ; [215 123],[35.27638191 24.72361809] ; [198.72361809 139.27638191],1
p10,1,1.3e-05,18.948906,[39 24] ; [291  51],[51.33333333 11.66666667] ; [278.66666667  63.33333333],1
p4,1,1.6e-05,18.651858,[18 44] ; [202 142],[33.59605911 28.40394089] ; [186.40394089 157.59605911],1
v4,1,0.000147,14.406831,[53 10] ; [328  13],[59.41336634  3.58663366] ; [321.58663366  19.41336634],1
p8,1,0.000893,11.03677,[19 44] ; [180 160],[31.10918114 31.89081886] ; [167.89081886 172.10918114],1
s1,1,0.005549,7.691157,[ 4 57] ; [  4 337],[ 1.21393035 59.78606965] ; [  6.78606965 334.21393035],0
a5,1,0.006614,7.374882,[33 30] ; [241 104],[42.30882353 20.69117647] ; [231.69117647 113.30882353],0
p6,1,0.006735,7.342442,[ 9 53] ; [107 233],[17.89054726 44.10945274] ; [ 98.10945274 241.89054726],0
d3,1,0.008903,6.842236,[33 30] ; [239 106],[42. 21.] ; [230. 115.],0
u4,1,0.013885,6.052751,[ 2 61] ; [  1 343],[ 0.46437346 62.53562654] ; [  2.53562654 341.46437346],0
s6,1,0.026594,4.916989,[24 38] ; [181 154],[32.01511335 29.98488665] ; [172.98488665 162.01511335],0
s7,1,0.028226,4.814232,[ 9 52] ; [ 93 237],[15.91304348 45.08695652] ; [ 86.08695652 243.91304348],0
s3,1,0.035656,4.413495,[17 44] ; [143 196],[24.4 36.6] ; [135.6 203.4],0
a7,1,0.035906,4.401561,[39 24] ; [257  87],[45.81818182 17.18181818] ; [250.18181818  93.81818182],0
a2,1,0.043558,4.07362,[ 6 57] ; [ 70 275],[11.73529412 51.26470588] ; [ 64.26470588 280.73529412],0
v1,1,0.061686,3.491459,[23 39] ; [168 168],[29.75376884 32.24623116] ; [161.24623116 174.75376884],0
d4,1,0.073385,3.205631,[44 19] ; [275  69],[49.37837838 13.62162162] ; [269.62162162  74.37837838],0
r4,1,0.087471,2.920319,[51 12] ; [306  39],[55.125  7.875] ; [301.875  43.125],0
a3,1,0.098384,2.731547,[35 28] ; [229 116],[40.76470588 22.23529412] ; [223.23529412 121.76470588],0
p3,1,0.100246,2.701622,[21 42] ; [153 191],[26.93366093 36.06633907] ; [147.06633907 196.93366093],0
d1,1,0.111429,2.533837,[26 37] ; [180 165],[31.80882353 31.19117647] ; [174.19117647 170.80882353],0
r2,1,0.117923,2.444698,[54  8] ; [316  24],[57.06467662  4.93532338] ; [312.93532338  27.06467662],0
