Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001058,10.723287,[389  15] ; [5 2],[387.28953771  16.71046229] ; [6.71046229 0.28953771],0
p1,1,0.003297,8.635213,[ 38 368] ; [3 4],[ 40.30508475 365.69491525] ; [0.69491525 6.30508475],0
a1,1,0.017377,5.657881,[ 25 381] ; [2 5],[ 26.54237288 379.45762712] ; [0.45762712 6.54237288],0
s6,1,0.040737,4.186915,[284 113] ; [2 4],[281.74193548 115.25806452] ; [4.25806452 1.74193548],0
v1,1,0.07051,3.271104,[246 150] ; [2 5],[243.69230769 152.30769231] ; [4.30769231 2.69230769],0
v2,1,0.076969,3.12776,[241 151] ; [2 5],[238.73684211 153.26315789] ; [4.26315789 2.73684211],0
b4,1,0.10077,2.693313,[241 165] ; [2 5],[238.88135593 167.11864407] ; [4.11864407 2.88135593],0
p9,1,0.155159,2.020782,[355  45] ; [5 2],[353.80835381  46.19164619] ; [6.19164619 0.80835381],0
a4,1,0.173659,1.851069,[244 160] ; [6 1],[245.74209246 158.25790754] ; [4.25790754 2.74209246],0
a8,1,0.207302,1.590167,[ 53 306] ; [2 4],[ 54.09589041 304.90410959] ; [0.90410959 5.09589041],0
p10,1,0.246505,1.343003,[349  54] ; [5 2],[347.95609756  55.04390244] ; [6.04390244 0.95609756],0
r3,1,0.267287,1.230618,[383  20] ; [6 1],[382.35853659  20.64146341] ; [6.64146341 0.35853659],0
a2,1,0.29976,1.075261,[154 252] ; [4 3],[155.3220339 250.6779661] ; [2.6779661 4.3220339],0
r1,1,0.30274,1.062084,[345  59] ; [5 2],[344.03892944  59.96107056] ; [5.96107056 1.03892944],0
s3,1,0.321185,0.984116,[244 154] ; [3 4],[242.7308642 155.2691358] ; [4.2691358 2.7308642],0
v3,1,0.332021,0.941001,[182 205] ; [2 5],[180.73096447 206.26903553] ; [3.26903553 3.73096447],0
u1,1,0.372271,0.796068,[121 285] ; [1 6],[119.93220339 286.06779661] ; [2.06779661 4.93220339],0
p11,1,0.396049,0.720289,[339  67] ; [5 2],[338.16949153  67.83050847] ; [5.83050847 1.16949153],0
p4,1,0.46366,0.537044,[282 121] ; [4 3],[281.11707317 121.88292683] ; [4.88292683 2.11707317],0
p8,1,0.46853,0.525441,[230 168] ; [5 2],[230.9382716 167.0617284] ; [4.0617284 2.9382716],0
n6,1,0.471935,0.517443,[376  29] ; [6 1],[375.50970874  29.49029126] ; [6.49029126 0.50970874],0
a6,1,0.492826,0.47035,[301 104] ; [6 1],[301.78398058 103.21601942] ; [5.21601942 1.78398058],0
a7,1,0.536309,0.382424,[307  99] ; [6 1],[307.69491525  98.30508475] ; [5.30508475 1.69491525],0
b5,1,0.560389,0.33903,[246 160] ; [5 2],[246.74576271 159.25423729] ; [4.25423729 2.74576271],0
s8,1,0.567388,0.327073,[216 186] ; [3 4],[215.25183374 186.74816626] ; [3.74816626 3.25183374],0
r4,1,0.57767,0.310016,[372  34] ; [6 1],[371.59322034  34.40677966] ; [6.40677966 0.59322034],0
s7,1,0.602649,0.271019,[218 171] ; [4 2],[218.6278481 170.3721519] ; [3.3721519 2.6278481],0
p3,1,0.607447,0.263909,[227 177] ; [4 2],[227.6195122 176.3804878] ; [3.3804878 2.6195122],0
n1,1,0.765594,0.088889,[34 47] ; [1 2],[33.75 47.25] ; [1.25 1.75],0
p7,1,0.77004,0.085453,[260 133] ; [5 2],[260.3625 132.6375] ; [4.6375 2.3625],0
s5,1,0.780618,0.07757,[151 237] ; [2 4],[150.67005076 237.32994924] ; [2.32994924 3.67005076],0
b1,1,0.832133,0.04493,[158 248] ; [3 4],[158.27118644 247.72881356] ; [2.72881356 4.27118644],0
n2,1,0.868518,0.027404,[59 24] ; [2 1],[58.87209302 24.12790698] ; [2.12790698 0.87209302],0
n3,1,0.942319,0.005235,[53 29] ; [2 1],[53.05882353 28.94117647] ; [1.94117647 1.05882353],0
s2,1,0.946839,0.004446,[233 166] ; [4 3],[232.9137931 166.0862069] ; [4.0862069 2.9137931],0
p2,1,0.950332,0.00388,[342  61] ; [6 1],[342.05853659  60.94146341] ; [5.94146341 1.05853659],0
s4,1,0.951657,0.003676,[ 60 337] ; [1 6],[ 59.94306931 337.05693069] ; [1.05693069 5.94306931],0
p5,1,0.962434,0.002218,[ 60 342] ; [1 6],[ 59.95599022 342.04400978] ; [1.04400978 5.95599022],0
b2,1,0.965517,0.001869,[111 160] ; [2 3],[110.95289855 160.04710145] ; [2.04710145 2.95289855],0
b3,1,0.965517,0.001869,[111 160] ; [2 3],[110.95289855 160.04710145] ; [2.04710145 2.95289855],0
p6,1,0.989394,0.000177,[170 229] ; [3 4],[170.01724138 228.98275862] ; [2.98275862 4.01724138],0
