Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002311,9.28456,[10  3] ; [12 29],[5.2962963 7.7037037] ; [16.7037037 24.2962963],0
r4,1,0.005384,7.745864,[12  1] ; [20 21],[7.7037037 5.2962963] ; [24.2962963 16.7037037],0
a6,1,0.025807,4.9689,[9 4] ; [14 27],[5.53703704 7.46296296] ; [17.46296296 23.53703704],0
b5,1,0.025875,4.964353,[10  3] ; [17 24],[6.5 6.5] ; [20.5 20.5],0
n6,1,0.027773,4.842093,[11  2] ; [20 20],[7.60377358 5.39622642] ; [23.39622642 16.60377358],0
a7,1,0.041548,4.15352,[8 5] ; [12 28],[4.90566038 8.09433962] ; [15.09433962 24.90566038],0
s6,1,0.046312,3.970226,[7 6] ; [10 31],[4.09259259 8.90740741] ; [12.90740741 28.09259259],0
s3,1,0.064424,3.419677,[8 4] ; [15 26],[5.20754717 6.79245283] ; [17.79245283 23.20754717],0
p5,1,0.080726,3.050218,[ 2 11] ; [ 1 39],[ 0.73584906 12.26415094] ; [ 2.26415094 37.73584906],0
r3,1,0.103508,2.650647,[11  2] ; [24 16],[8.58490566 4.41509434] ; [26.41509434 13.58490566],0
n4,1,0.103508,2.650647,[11  2] ; [24 16],[8.58490566 4.41509434] ; [26.41509434 13.58490566],0
v4,1,0.128452,2.311111,[12  1] ; [28 11],[10.  3.] ; [30.  9.],0
u2,1,0.157845,1.99475,[2 8] ; [11 13],[3.82352941 6.17647059] ; [ 9.17647059 14.82352941],0
b3,1,0.160086,1.973415,[ 1 10] ; [ 8 18],[2.67567568 8.32432432] ; [ 6.32432432 19.67567568],0
b2,1,0.160086,1.973415,[ 1 10] ; [ 8 18],[2.67567568 8.32432432] ; [ 6.32432432 19.67567568],0
a5,1,0.179559,1.801272,[ 3 10] ; [18 23],[5.05555556 7.94444444] ; [15.94444444 25.05555556],0
a4,1,0.181297,1.786963,[ 1 12] ; [10 30],[ 2.69811321 10.30188679] ; [ 8.30188679 31.69811321],0
s8,1,0.191898,1.702985,[4 9] ; [ 6 35],[ 2.40740741 10.59259259] ; [ 7.59259259 33.40740741],0
v3,1,0.195562,1.675214,[5 8] ; [ 8 31],[3.25 9.75] ; [ 9.75 29.25],0
a3,1,0.209435,1.575329,[ 3 10] ; [17 23],[4.90566038 8.09433962] ; [15.09433962 24.90566038],0
u3,1,0.228612,1.449474,[6 4] ; [ 9 15],[4.41176471 5.58823529] ; [10.58823529 13.41176471],0
b1,1,0.26747,1.229677,[8 5] ; [18 23],[6.25925926 6.74074074] ; [19.74074074 21.25925926],0
p10,1,0.304534,1.054235,[ 1 12] ; [ 8 32],[ 2.20754717 10.79245283] ; [ 6.79245283 33.20754717],0
r1,1,0.365656,0.818374,[9 4] ; [22 18],[7.60377358 5.39622642] ; [23.39622642 16.60377358],0
p8,1,0.420236,0.649656,[4 9] ; [ 8 32],[ 2.94339623 10.05660377] ; [ 9.05660377 30.94339623],0
p6,1,0.420236,0.649656,[4 9] ; [ 8 32],[ 2.94339623 10.05660377] ; [ 9.05660377 30.94339623],0
s2,1,0.420236,0.649656,[4 8] ; [ 9 32],[2.94339623 9.05660377] ; [10.05660377 30.94339623],0
p7,1,0.422996,0.641975,[8 5] ; [19 20],[6.75 6.25] ; [20.25 18.75],0
d5,1,0.434689,0.610264,[6 7] ; [14 27],[4.81481481 8.18518519] ; [15.18518519 25.81481481],0
r2,1,0.471738,0.517902,[11  2] ; [30 10],[10.05660377  2.94339623] ; [30.94339623  9.05660377],0
b4,1,0.515582,0.422721,[8 5] ; [21 20],[6.98148148 6.01851852] ; [22.01851852 18.98148148],0
p11,1,0.515582,0.422721,[5 8] ; [20 21],[6.01851852 6.98148148] ; [18.98148148 22.01851852],0
s7,1,0.529985,0.394419,[ 2 11] ; [ 9 29],[ 2.80392157 10.19607843] ; [ 8.19607843 29.80392157],0
v1,1,0.534023,0.38673,[5 8] ; [12 29],[4.09259259 8.90740741] ; [12.90740741 28.09259259],0
n5,1,0.550846,0.355804,[9 4] ; [24 16],[8.09433962 4.90566038] ; [24.90566038 15.09433962],0
d3,1,0.552647,0.352597,[ 3 10] ; [13 28],[3.85185185 9.14814815] ; [12.14814815 28.85185185],0
p2,1,0.618333,0.248218,[8 5] ; [22 19],[7.22222222 5.77777778] ; [22.77777778 18.22222222],0
a8,1,0.653896,0.201023,[ 1 11] ; [ 5 33],[ 1.44 10.56] ; [ 4.56 33.44],0
d2,1,0.664086,0.188599,[ 3 10] ; [12 29],[3.61111111 9.38888889] ; [11.38888889 29.61111111],0
s5,1,0.765458,0.088996,[ 2 11] ; [ 5 36],[ 1.68518519 11.31481481] ; [ 5.31481481 35.68518519],0
s4,1,0.780958,0.077324,[ 3 10] ; [ 8 33],[ 2.64814815 10.35185185] ; [ 8.35185185 32.64814815],0
s1,1,0.814537,0.055026,[ 2 11] ; [ 5 34],[ 1.75 11.25] ; [ 5.25 33.75],0
p1,1,0.823,0.050036,[ 1 12] ; [ 4 37],[ 1.2037037 11.7962963] ; [ 3.7962963 37.2037037],0
n1,1,0.858552,0.031762,[1 1] ; [10 13],[0.88 1.12] ; [10.12 12.88],0
v2,1,1.0,0.0,[ 3 10] ; [ 9 30],[ 3. 10.] ; [ 9. 30.],0
