Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,23.920822,[67 35] ; [11 37],[53.04 48.96] ; [24.96 23.04],1
n4,1,0.001474,10.111145,[74 28] ; [22 26],[65.28 36.72] ; [30.72 17.28],0
u3,1,0.041491,4.155844,[21 23] ; [15  5],[24.75 19.25] ; [11.25  8.75],0
v4,1,0.049496,3.858466,[95  7] ; [38  8],[91.66216216 10.33783784] ; [41.33783784  4.66216216],0
u1,1,0.060583,3.52135,[18 84] ; [ 3 45],[14.28 87.72] ; [ 6.72 41.28],0
s6,1,0.079098,3.083333,[55 45] ; [19 29],[50. 50.] ; [24. 24.],0
s7,1,0.088078,2.90915,[35 62] ; [ 9 33],[30.70503597 66.29496403] ; [13.29496403 28.70503597],0
u2,1,0.103086,2.657143,[18 24] ; [13  7],[21. 21.] ; [10. 10.],0
p11,1,0.108388,2.577562,[61 41] ; [22 26],[56.44 45.56] ; [26.56 21.44],0
r2,1,0.129445,2.299146,[95  7] ; [41  7],[92.48  9.52] ; [43.52  4.48],0
p10,1,0.145859,2.115032,[30 70] ; [ 9 39],[26.35135135 73.64864865] ; [12.64864865 35.35135135],0
b3,1,0.171599,1.868916,[18 42] ; [ 5 25],[15.33333333 44.66666667] ; [ 7.66666667 22.33333333],0
b2,1,0.171599,1.868916,[18 42] ; [ 5 25],[15.33333333 44.66666667] ; [ 7.66666667 22.33333333],0
a7,1,0.173907,1.848939,[71 31] ; [28 20],[67.32 34.68] ; [31.68 16.32],0
n1,1,0.177875,1.815289,[12 17] ; [ 4 14],[ 9.87234043 19.12765957] ; [ 6.12765957 11.87234043],0
d1,1,0.192194,1.70072,[52 50] ; [19 29],[48.28 53.72] ; [22.72 25.28],0
b5,1,0.212868,1.551813,[62 40] ; [24 24],[58.48 43.52] ; [27.52 20.48],0
v3,1,0.220137,1.503478,[35 66] ; [11 34],[31.82191781 69.17808219] ; [14.17808219 30.82191781],0
s8,1,0.223775,1.48,[28 72] ; [ 9 39],[25. 75.] ; [12. 36.],0
r4,1,0.268001,1.226949,[88 14] ; [38 10],[85.68 16.32] ; [40.32  7.68],0
s3,1,0.272294,1.205154,[45 56] ; [26 22],[48.12751678 52.87248322] ; [22.87248322 25.12751678],0
s5,1,0.299743,1.075337,[22 77] ; [ 7 40],[19.66438356 79.33561644] ; [ 9.33561644 37.66438356],0
v1,1,0.419226,0.652485,[41 61] ; [16 32],[38.76 63.24] ; [18.24 29.76],0
p4,1,0.424734,0.637179,[47 54] ; [19 29],[44.73825503 56.26174497] ; [21.26174497 26.73825503],0
a8,1,0.430484,0.621518,[10 82] ; [ 3 42],[ 8.72992701 83.27007299] ; [ 4.27007299 40.72992701],0
a5,1,0.513093,0.427754,[58 44] ; [30 18],[59.84 42.16] ; [28.16 19.84],0
a2,1,0.541617,0.372551,[19 83] ; [ 7 41],[17.68 84.32] ; [ 8.32 39.68],0
s1,1,0.561992,0.336266,[ 6 95] ; [ 4 43],[ 6.82432432 94.17567568] ; [ 3.17567568 43.82432432],0
n2,1,0.579965,0.306291,[21  8] ; [13  7],[20.12244898  8.87755102] ; [13.87755102  6.12244898],0
a4,1,0.597365,0.278989,[36 65] ; [15 33],[34.5704698 66.4295302] ; [16.4295302 31.5704698],0
p8,1,0.616937,0.250196,[34 68] ; [18 30],[35.36 66.64] ; [16.64 31.36],0
d2,1,0.633886,0.226828,[51 51] ; [22 26],[49.64 52.36] ; [23.36 24.64],0
b1,1,0.692893,0.155971,[56 46] ; [28 20],[57.12 44.88] ; [26.88 21.12],0
n3,1,0.696819,0.151803,[20 10] ; [11  7],[19.375 10.625] ; [11.625  6.375],0
a6,1,0.752518,0.099427,[61 41] ; [30 18],[61.88 40.12] ; [29.12 18.88],0
d3,1,0.775008,0.081699,[62 40] ; [28 20],[61.2 40.8] ; [28.8 19.2],0
d4,1,0.790737,0.070412,[78 24] ; [35 12],[77.3557047 24.6442953] ; [35.6442953 11.3557047],0
s4,1,0.809712,0.057984,[13 86] ; [ 7 41],[13.46938776 85.53061224] ; [ 6.53061224 41.46938776],0
p7,1,0.812415,0.056317,[50 50] ; [23 25],[49.32432432 50.67567568] ; [23.67567568 24.32432432],0
r1,1,0.81295,0.05599,[79 23] ; [38 10],[79.56 22.44] ; [37.44 10.56],0
s2,1,0.817458,0.053276,[37 62] ; [17 31],[36.36734694 62.63265306] ; [17.63265306 30.36734694],0
d5,1,0.835617,0.043058,[76 26] ; [35 13],[75.48 26.52] ; [35.52 12.48],0
a3,1,0.865112,0.028856,[58 44] ; [28 20],[58.48 43.52] ; [27.52 20.48],0
p6,1,0.86563,0.028632,[23 77] ; [10 36],[22.60273973 77.39726027] ; [10.39726027 35.60273973],0
p1,1,0.913394,0.011828,[ 7 95] ; [ 3 44],[ 6.84563758 95.15436242] ; [ 3.15436242 43.84563758],0
b4,1,0.931032,0.00749,[63 39] ; [30 18],[63.24 38.76] ; [29.76 18.24],0
v2,1,0.941366,0.00541,[45 55] ; [21 25],[45.20547945 54.79452055] ; [20.79452055 25.20547945],0
p3,1,0.941963,0.0053,[35 66] ; [16 31],[34.80405405 66.19594595] ; [16.19594595 30.80405405],0
p2,1,0.976904,0.000838,[64 38] ; [30 18],[63.92 38.08] ; [30.08 17.92],0
