Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,151.04802,[410  67] ; [48 92],[354.07779579 122.92220421] ; [103.92220421  36.07779579],1
n6,1,0.0,40.637437,[432  45] ; [96 43],[408.85714286  68.14285714] ; [119.14285714  19.85714286],1
p4,1,1.2e-05,19.225177,[317 157] ; [65 75],[294.8990228 179.1009772] ; [87.1009772 52.8990228],1
a5,1,1.6e-05,18.612781,[380  98] ; [87 54],[360.62358643 117.37641357] ; [106.37641357  34.62358643],1
p11,1,5.7e-05,16.209332,[394  84] ; [94 47],[376.84006462 101.15993538] ; [111.15993538  29.84006462],1
p6,1,0.000118,14.817735,[194 277] ; [ 32 106],[174.78817734 296.21182266] ; [51.21182266 86.78817734],1
a4,1,0.000141,14.488281,[235 241] ; [44 97],[215.24149109 260.75850891] ; [63.75850891 77.24149109],1
a8,1,0.000169,14.150277,[ 77 347] ; [  6 123],[ 63.63833635 360.36166365] ; [ 19.36166365 109.63833635],1
d2,1,0.000205,13.786439,[253 222] ; [50 91],[233.64448052 241.35551948] ; [69.35551948 71.64448052],1
a2,1,0.000241,13.484062,[158 320] ; [ 24 117],[140.54281099 337.45718901] ; [41.45718901 99.54281099],1
p3,1,0.001234,10.438068,[257 218] ; [54 86],[240.20325203 234.79674797] ; [70.79674797 69.20325203],0
u1,1,0.001703,9.845103,[121 357] ; [ 18 123],[107.33764136 370.66235864] ; [ 31.66235864 109.33764136],0
s7,1,0.002301,9.292429,[233 219] ; [49 85],[217.51535836 234.48464164] ; [64.48464164 69.51535836],0
s4,1,0.002445,9.181163,[ 63 405] ; [ 34 107],[ 74.54187192 393.45812808] ; [ 22.45812808 118.54187192],0
v1,1,0.002527,9.120759,[271 196] ; [59 77],[255.5721393 211.4278607] ; [74.4278607 61.5721393],0
a3,1,0.00424,8.178098,[355 120] ; [88 53],[341.59902597 133.40097403] ; [101.40097403  39.59902597],0
d1,1,0.004377,8.120357,[314 164] ; [74 67],[299.6187399 178.3812601] ; [88.3812601 52.6187399],0
v3,1,0.015089,5.905989,[197 263] ; [41 91],[184.93243243 275.06756757] ; [53.06756757 78.93243243],0
p10,1,0.017506,5.644943,[402  73] ; [104  33],[392.72875817  82.27124183] ; [113.27124183  23.72875817],0
n1,1,0.02087,5.337623,[35 42] ; [11 34],[29.03278689 47.96721311] ; [16.96721311 28.03278689],0
p5,1,0.021054,5.322277,[ 60 413] ; [  8 132],[ 52.46982055 420.53017945] ; [ 15.53017945 124.46982055],0
r2,1,0.023709,5.115812,[470   6] ; [135   6],[466.74230146   9.25769854] ; [138.25769854   2.74230146],0
s8,1,0.027149,4.881303,[217 255] ; [50 91],[205.58564437 266.41435563] ; [61.41435563 79.58564437],0
p7,1,0.030288,4.692879,[309 158] ; [75 59],[298.38269551 168.61730449] ; [85.61730449 48.38269551],0
p12,1,0.037672,4.319753,[ 47 428] ; [  6 134],[ 40.93495935 434.06504065] ; [ 12.06504065 127.93495935],0
p1,1,0.065656,3.388417,[ 48 427] ; [  7 132],[ 42.54885993 432.45114007] ; [ 12.45114007 126.54885993],0
a1,1,0.072088,3.234815,[ 23 455] ; [  2 139],[ 19.30533118 458.69466882] ; [  5.69466882 135.30533118],0
d5,1,0.084187,2.982161,[404  72] ; [111  30],[397.3095624  78.6904376] ; [117.6904376  23.3095624],0
r1,1,0.111695,2.530074,[419  57] ; [116  24],[413.40909091  62.59090909] ; [121.59090909  18.40909091],0
s2,1,0.14978,2.074486,[253 218] ; [66 75],[245.50490196 225.49509804] ; [73.49509804 67.50490196],0
p2,1,0.156456,2.008147,[411  66] ; [113  26],[405.75974026  71.24025974] ; [118.24025974  20.75974026],0
p8,1,0.168147,1.899384,[260 208] ; [68 71],[252.88962109 215.11037891] ; [75.11037891 63.88962109],0
s1,1,0.189636,1.720447,[ 17 452] ; [  2 138],[ 14.63218391 454.36781609] ; [  4.36781609 135.63218391],0
b1,1,0.196564,1.667723,[174 304] ; [43 98],[167.57027464 310.42972536] ; [49.42972536 91.57027464],0
n3,1,0.204798,1.607823,[64 15] ; [32 13],[61.16129032 17.83870968] ; [34.83870968 10.16129032],0
s3,1,0.215013,1.537351,[269 200] ; [72 68],[262.6091954 206.3908046] ; [78.3908046 61.6091954],0
n2,1,0.256541,1.287327,[62 18] ; [30 14],[59.35483871 20.64516129] ; [32.64516129 11.35483871],0
a6,1,0.314393,1.01213,[376  99] ; [106  35],[371.67207792 103.32792208] ; [110.32792208  30.67207792],0
u3,1,0.314892,1.010046,[77 46] ; [36 15],[79.87931034 43.12068966] ; [33.12068966 17.87931034],0
s6,1,0.351095,0.869497,[327 141] ; [92 48],[322.51973684 145.48026316] ; [96.48026316 43.51973684],0
d4,1,0.418024,0.655864,[405  71] ; [116  25],[401.93841167  74.06158833] ; [119.06158833  21.93841167],0
s5,1,0.472713,0.515626,[153 304] ; [42 97],[149.52181208 307.47818792] ; [45.47818792 93.52181208],0
v2,1,0.498771,0.45755,[275 185] ; [74 57],[271.64128596 188.35871404] ; [77.35871404 53.64128596],0
u4,1,0.520589,0.412726,[ 11 467] ; [  2 139],[ 10.03877221 467.96122779] ; [  2.96122779 138.03877221],0
d3,1,0.618198,0.248408,[374 102] ; [108  33],[371.85089141 104.14910859] ; [110.14910859  30.85089141],0
p9,1,0.628857,0.233614,[406  65] ; [115  21],[404.26853377  66.73146623] ; [116.73146623  19.26853377],0
b2,1,0.681923,0.167969,[108 192] ; [22 44],[106.55737705 193.44262295] ; [23.44262295 42.55737705],0
b3,1,0.681923,0.167969,[108 192] ; [22 44],[106.55737705 193.44262295] ; [23.44262295 42.55737705],0
r3,1,0.718658,0.129783,[468   9] ; [138   2],[468.49594814   8.50405186] ; [137.50405186   2.49594814],0
b5,1,0.849746,0.035889,[316 162] ; [92 49],[315.06300485 162.93699515] ; [92.93699515 48.06300485],0
v4,1,0.903031,0.014843,[467  11] ; [138   3],[467.18901454  10.81098546] ; [137.81098546   3.18901454],0
b4,1,0.9589,0.002656,[287 191] ; [85 56],[287.26332795 190.73667205] ; [84.73667205 56.26332795],0
u2,1,0.972094,0.001224,[72 51] ; [30 21],[72.10344828 50.89655172] ; [29.89655172 21.10344828],0
