Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,38.621266,[136  89] ; [33 94],[108.02556818 116.97443182] ; [60.97443182 66.02556818],1
v1,1,1.6e-05,18.622318,[157  68] ; [59 68],[138.06818182  86.93181818] ; [77.93181818 49.06818182],1
a5,1,0.000692,11.509719,[199  30] ; [95 36],[187.01666667  41.98333333] ; [106.98333333  24.01666667],1
s4,1,0.002043,9.510834,[ 30 196] ; [34 95],[ 40.74366197 185.25633803] ; [ 23.25633803 105.74366197],0
a3,1,0.00315,8.718498,[190  38] ; [91 39],[178.96089385  49.03910615] ; [102.03910615  27.96089385],0
n2,1,0.01018,6.603175,[25  3] ; [14 10],[21.  7.] ; [18.  6.],0
n3,1,0.016897,5.707029,[26  2] ; [16  8],[22.61538462  5.38461538] ; [19.38461538  4.61538462],0
p10,1,0.017961,5.59997,[206  22] ; [107  24],[198.78551532  29.21448468] ; [114.21448468  16.78551532],0
p7,1,0.048756,3.883742,[183  44] ; [93 37],[175.49579832  51.50420168] ; [100.50420168  29.49579832],0
s1,1,0.055614,3.663593,[  4 224] ; [  7 123],[  7.00558659 220.99441341] ; [  3.99441341 126.00558659],0
a2,1,0.057145,3.618361,[ 76 153] ; [ 31 100],[ 68.06388889 160.93611111] ; [38.93611111 92.06388889],0
p12,1,0.057689,3.602616,[ 33 195] ; [ 10 120],[ 27.38547486 200.61452514] ; [ 15.61452514 114.38547486],0
a8,1,0.074312,3.1851,[ 33 169] ; [ 11 108],[ 27.68847352 174.31152648] ; [ 16.31152648 102.68847352],0
s3,1,0.076418,3.139482,[125 101] ; [85 46],[132.94117647  93.05882353] ; [77.05882353 53.94117647],0
a6,1,0.107141,2.595899,[168  60] ; [86 45],[161.31476323  66.68523677] ; [92.68523677 38.31476323],0
a7,1,0.115432,2.47823,[174  54] ; [90 41],[167.66573816  60.33426184] ; [96.33426184 34.66573816],0
p11,1,0.143427,2.140799,[194  35] ; [103  28],[188.925  40.075] ; [108.075  22.925],0
s6,1,0.143434,2.140724,[159  67] ; [97 28],[164.83190883  61.16809117] ; [91.16809117 33.83190883],0
d2,1,0.150978,2.062344,[135  94] ; [67 64],[128.49444444 100.50555556] ; [73.50555556 57.49444444],0
