Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,172.687397,[  9 113] ; [387 151],[73.2 48.8] ; [322.8 215.2],1
d4,1,0.0,105.171479,[57 63] ; [474  63],[96.98630137 23.01369863] ; [434.01369863 102.98630137],1
d3,1,0.0,45.249298,[51 70] ; [396 141],[82.19908815 38.80091185] ; [364.80091185 172.19908815],1
a3,1,0.0,37.976722,[61 59] ; [420 116],[87.98780488 32.01219512] ; [393.01219512 142.98780488],1
a5,1,0.0,34.826481,[66 55] ; [431 107],[91.25493171 29.74506829] ; [405.74506829 132.25493171],1
a4,1,0.0,33.454368,[28 91] ; [283 253],[56.50229008 62.49770992] ; [254.49770992 281.50229008],1
d2,1,0.0,28.275683,[36 86] ; [300 234],[62.48780488 59.51219512] ; [273.51219512 260.48780488],1
a2,1,5e-06,20.751663,[ 12 110] ; [161 377],[31.97878788 90.02121212] ; [141.02121212 396.97878788],1
u1,1,2e-05,18.145583,[  7 115] ; [122 416],[23.84545455 98.15454545] ; [105.15454545 432.84545455],1
p2,1,3.6e-05,17.06622,[85 35] ; [461  73],[100.18348624  19.81651376] ; [445.81651376  88.18348624],1
r3,1,0.000206,13.777616,[106  16] ; [511  23],[114.74695122   7.25304878] ; [502.25304878  31.74695122],1
p4,1,0.00025,13.414355,[57 62] ; [353 183],[74.48854962 44.51145038] ; [335.51145038 200.48854962],1
s8,1,0.000947,10.927729,[40 80] ; [267 267],[56.33027523 63.66972477] ; [250.66972477 283.33027523],1
r1,1,0.002567,9.092244,[89 33] ; [452  83],[100.45966514  21.54033486] ; [440.54033486  94.45966514],0
p3,1,0.005753,7.625995,[49 71] ; [293 242],[62.65648855 57.34351145] ; [279.34351145 255.65648855],0
n4,1,0.006695,7.35301,[100  22] ; [486  51],[108.48558422  13.51441578] ; [477.51441578  59.48558422],0
p7,1,0.007869,7.062977,[64 54] ; [350 171],[76.45070423 41.54929577] ; [337.54929577 183.45070423],0
