Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,172.687397,[  9 113] ; [387 151],[73.2 48.8] ; [322.8 215.2],1
p1,1,0.008197,6.990028,[ 19 101] ; [ 43 493],[ 11.34146341 108.65853659] ; [ 50.65853659 485.34146341],0
s6,1,0.015373,5.873231,[72 47] ; [377 148],[82.9673913 36.0326087] ; [366.0326087 158.9673913],0
p9,1,0.015786,5.826556,[93 25] ; [464  67],[101.27272727  16.72727273] ; [455.72727273  75.27272727],0
a7,1,0.018501,5.548101,[76 45] ; [394 142],[86.56012177 34.43987823] ; [383.43987823 152.56012177],0
r4,1,0.036371,4.379634,[107  15] ; [502  36],[112.57272727   9.42727273] ; [496.42727273  41.57272727],0
v2,1,0.037382,4.332902,[55 61] ; [300 217],[65.05529226 50.94470774] ; [289.94470774 227.05529226],0
a6,1,0.048316,3.89897,[75 46] ; [382 155],[84.03799392 36.96200608] ; [372.96200608 164.03799392],0
p10,1,0.053932,3.714804,[92 26] ; [454  79],[98.96774194 19.03225806] ; [447.03225806  85.96774194],0
v1,1,0.068558,3.31722,[61 59] ; [314 210],[69.8757764 50.1242236] ; [305.1242236 218.8757764],0
s2,1,0.086628,2.935942,[55 64] ; [292 240],[63.43010753 55.56989247] ; [283.56989247 248.43010753],0
p11,1,0.08805,2.909665,[91 31] ; [438 100],[97.78484848 24.21515152] ; [431.21515152 106.78484848],0
v4,1,0.096373,2.764571,[113   8] ; [519  18],[116.21884498   4.78115502] ; [515.78115502  21.21884498],0
n6,1,0.111736,2.529494,[105  17] ; [487  49],[109.76291793  12.23708207] ; [482.23708207  53.76291793],0
s1,1,0.167708,1.903315,[  6 112] ; [ 14 514],[  3.65325077 114.34674923] ; [ 16.34674923 511.65325077],0
u2,1,0.183335,1.770377,[27 33] ; [65 52],[31.18644068 28.81355932] ; [60.81355932 56.18644068],0
a1,1,0.241128,1.373988,[  4 118] ; [ 32 506],[  6.65454545 115.34545455] ; [ 29.34545455 508.65454545],0
s5,1,0.247282,1.338594,[36 81] ; [188 328],[41.4028436 75.5971564] ; [182.5971564 333.4028436],0
b5,1,0.248733,1.330405,[67 55] ; [326 212],[72.64545455 49.35454545] ; [320.35454545 217.64545455],0
v3,1,0.257193,1.283805,[46 74] ; [228 290],[51.53605016 68.46394984] ; [222.46394984 295.53605016],0
a8,1,0.259253,1.272743,[ 13 100] ; [ 76 408],[16.84589615 96.15410385] ; [ 72.15410385 411.84589615],0
b1,1,0.34898,0.877163,[53 69] ; [209 329],[48.43030303 73.56969697] ; [213.56969697 324.43030303],0
u4,1,0.364497,0.82234,[  2 120] ; [ 17 521],[  3.51212121 118.48787879] ; [ 15.48787879 522.51212121],0
s7,1,0.457605,0.551746,[56 57] ; [274 239],[59.5686901 53.4313099] ; [270.4313099 242.5686901],0
n1,1,0.470976,0.519685,[15 14] ; [50 63],[13.27464789 15.72535211] ; [51.72535211 61.27464789],0
b4,1,0.491423,0.47341,[74 48] ; [308 230],[70.61212121 51.38787879] ; [311.38787879 226.61212121],0
u3,1,0.509248,0.435612,[32 29] ; [68 50],[34.07821229 26.92178771] ; [65.92178771 52.07821229],0
p12,1,0.519728,0.414434,[ 12 107] ; [ 44 489],[ 10.2208589 108.7791411] ; [ 45.7791411 487.2208589],0
b2,1,0.522775,0.408414,[32 42] ; [131 203],[29.56372549 44.43627451] ; [133.43627451 200.56372549],0
b3,1,0.522775,0.408414,[32 42] ; [131 203],[29.56372549 44.43627451] ; [133.43627451 200.56372549],0
p5,1,0.527094,0.399991,[ 18 101] ; [ 69 464],[ 15.87883436 103.12116564] ; [ 71.12116564 461.87883436],0
p6,1,0.544425,0.367399,[44 76] ; [209 318],[46.92426584 73.07573416] ; [206.07573416 320.92426584],0
n2,1,0.775748,0.081148,[24  6] ; [90 26],[23.42465753  6.57534247] ; [90.57534247 25.42465753],0
s4,1,0.785443,0.07411,[ 20 101] ; [ 82 446],[ 19.01694915 101.98305085] ; [ 82.98305085 445.01694915],0
p8,1,0.788149,0.072208,[63 55] ; [288 238],[64.3136646 53.6863354] ; [286.6863354 239.3136646],0
n3,1,0.834032,0.043904,[21  8] ; [81 34],[20.54166667  8.45833333] ; [81.45833333 33.54166667],0
s3,1,0.928892,0.007964,[68 49] ; [311 220],[68.43055556 48.56944444] ; [310.56944444 220.43055556],0
