Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000532,11.998871,[14  4] ; [ 9 24],[8.11764706 9.88235294] ; [14.88235294 18.11764706],1
u3,1,0.017618,5.633738,[4 1] ; [ 5 16],[1.73076923 3.26923077] ; [ 7.26923077 13.73076923],0
a3,1,0.019704,5.437908,[13  5] ; [13 21],[9. 9.] ; [17. 17.],0
s5,1,0.026243,4.93996,[ 6 12] ; [ 3 31],[ 3.11538462 14.88461538] ; [ 5.88461538 28.11538462],0
b4,1,0.030854,4.661064,[ 6 12] ; [22 12],[9.69230769 8.30769231] ; [18.30769231 15.69230769],0
n3,1,0.050962,3.809524,[5 5] ; [9 1],[7. 3.] ; [7. 3.],0
p4,1,0.053106,3.740585,[13  5] ; [15 19],[9.69230769 8.30769231] ; [18.30769231 15.69230769],0
s1,1,0.077216,3.122549,[ 3 15] ; [ 1 33],[ 1.38461538 16.61538462] ; [ 2.61538462 31.38461538],0
a1,1,0.077216,3.122549,[ 3 15] ; [ 1 33],[ 1.38461538 16.61538462] ; [ 2.61538462 31.38461538],0
d2,1,0.188678,1.727907,[ 8 10] ; [ 9 25],[ 5.88461538 12.11538462] ; [11.11538462 22.88461538],0
a4,1,0.201513,1.631373,[ 6 12] ; [ 6 28],[ 4.15384615 13.84615385] ; [ 7.84615385 26.15384615],0
p1,1,0.229328,1.445022,[ 2 16] ; [ 1 33],[ 1.03846154 16.96153846] ; [ 1.96153846 32.03846154],0
b5,1,0.231549,1.431324,[ 8 10] ; [21 13],[10.03846154  7.96153846] ; [18.96153846 15.03846154],0
d1,1,0.2448,1.352741,[ 7 11] ; [ 8 26],[ 5.19230769 12.80769231] ; [ 9.80769231 24.19230769],0
s7,1,0.278587,1.173971,[ 6 10] ; [ 7 24],[ 4.42553191 11.57446809] ; [ 8.57446809 22.42553191],0
s2,1,0.285992,1.138393,[ 7 10] ; [ 9 25],[ 5.33333333 11.66666667] ; [10.66666667 23.33333333],0
p5,1,0.320058,0.988711,[ 4 14] ; [ 4 30],[ 2.76923077 15.23076923] ; [ 5.23076923 28.76923077],0
a7,1,0.322409,0.979147,[ 8 10] ; [20 14],[9.69230769 8.30769231] ; [18.30769231 15.69230769],0
d4,1,0.33123,0.944081,[14  4] ; [22 12],[12.46153846  5.53846154] ; [23.53846154 10.46153846],0
p7,1,0.334606,0.93099,[11  7] ; [16 18],[9.34615385 8.65384615] ; [17.65384615 16.34615385],0
a5,1,0.334606,0.93099,[11  7] ; [16 18],[9.34615385 8.65384615] ; [17.65384615 16.34615385],0
u2,1,0.34509,0.891429,[4 1] ; [12  9],[3.07692308 1.92307692] ; [12.92307692  8.07692308],0
n6,1,0.400814,0.705882,[10  7] ; [24 10],[11.33333333  5.66666667] ; [22.66666667 11.33333333],0
p11,1,0.424707,0.637255,[15  3] ; [25  9],[13.84615385  4.15384615] ; [26.15384615  7.84615385],0
n4,1,0.450841,0.568537,[12  6] ; [19 15],[10.73076923  7.26923077] ; [20.26923077 13.73076923],0
n5,1,0.450841,0.568537,[12  6] ; [19 15],[10.73076923  7.26923077] ; [20.26923077 13.73076923],0
p6,1,0.483756,0.490385,[ 5 12] ; [ 7 27],[ 4. 13.] ; [ 8. 26.],0
p12,1,0.500839,0.453159,[ 2 16] ; [ 2 32],[ 1.38461538 16.61538462] ; [ 2.61538462 31.38461538],0
a6,1,0.542209,0.371461,[9 9] ; [14 20],[ 7.96153846 10.03846154] ; [15.03846154 18.96153846],0
s6,1,0.559905,0.339869,[10  8] ; [16 18],[9. 9.] ; [17. 17.],0
r4,1,0.580218,0.305882,[ 6 12] ; [14 20],[ 6.92307692 11.07692308] ; [13.07692308 20.92307692],0
d5,1,0.580218,0.305882,[12  6] ; [20 14],[11.07692308  6.92307692] ; [20.92307692 13.07692308],0
n2,1,0.639207,0.21978,[6 4] ; [7 3],[6.5 3.5] ; [6.5 3.5],0
u1,1,0.640939,0.217516,[ 1 17] ; [ 1 33],[ 0.69230769 17.30769231] ; [ 1.30769231 32.69230769],0
a2,1,0.640939,0.217516,[ 1 17] ; [ 1 33],[ 0.69230769 17.30769231] ; [ 1.30769231 32.69230769],0
p9,1,0.657226,0.196911,[13  4] ; [24 10],[12.33333333  4.66666667] ; [24.66666667  9.33333333],0
b1,1,0.702859,0.145514,[10  8] ; [17 17],[9.34615385 8.65384615] ; [17.65384615 16.34615385],0
v3,1,0.736429,0.11329,[ 5 13] ; [ 8 26],[ 4.5 13.5] ; [ 8.5 25.5],0
v4,1,0.770675,0.084967,[12  6] ; [24 10],[12.46153846  5.53846154] ; [23.53846154 10.46153846],0
b2,1,0.78317,0.07573,[4 9] ; [ 5 14],[3.65625 9.34375] ; [ 5.34375 13.65625],0
b3,1,0.78317,0.07573,[4 9] ; [ 5 14],[3.65625 9.34375] ; [ 5.34375 13.65625],0
r1,1,0.797871,0.065589,[ 7 11] ; [12 22],[ 6.57692308 11.42307692] ; [12.42307692 21.57692308],0
p10,1,0.831022,0.045536,[12  5] ; [23 11],[11.66666667  5.33333333] ; [23.33333333 10.66666667],0
s3,1,0.833635,0.044118,[ 6 11] ; [11 23],[ 5.66666667 11.33333333] ; [11.33333333 22.66666667],0
p3,1,0.833635,0.044118,[ 6 11] ; [11 23],[ 5.66666667 11.33333333] ; [11.33333333 22.66666667],0
s4,1,0.852101,0.034759,[ 3 15] ; [ 5 29],[ 2.76923077 15.23076923] ; [ 5.23076923 28.76923077],0
p8,1,0.857221,0.032369,[ 8 10] ; [16 18],[8.30769231 9.69230769] ; [15.69230769 18.30769231],0
p2,1,0.901528,0.015309,[13  5] ; [24 10],[12.80769231  5.19230769] ; [24.19230769  9.80769231],0
s8,1,0.942841,0.005141,[ 6 12] ; [11 23],[ 5.88461538 12.11538462] ; [11.11538462 22.88461538],0
d3,1,1.0,0.0,[9 9] ; [17 17],[9. 9.] ; [17. 17.],0
n1,1,1.0,0.0,[3 7] ; [3 7],[3. 7.] ; [3. 7.],0
