Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,30.782161,[87 15] ; [14 23],[74.11510791 27.88489209] ; [26.88489209 10.11510791],1
p9,1,0.002072,9.484489,[85 16] ; [22 15],[78.3115942 22.6884058] ; [28.6884058  8.3115942],0
p10,1,0.014381,5.990703,[80 20] ; [22 15],[74.45255474 25.54744526] ; [27.54744526  9.45255474],0
d5,1,0.017617,5.633874,[58 45] ; [12 24],[51.8705036 51.1294964] ; [18.1294964 17.8705036],0
s6,1,0.036275,4.384152,[60 39] ; [15 22],[54.59558824 44.40441176] ; [20.40441176 16.59558824],0
s5,1,0.044355,4.043011,[27 73] ; [ 4 33],[22.62773723 77.37226277] ; [ 8.37226277 28.62773723],0
n6,1,0.060485,3.524045,[87 16] ; [26 11],[83.13571429 19.86428571] ; [29.86428571  7.13571429],0
v1,1,0.077485,3.116882,[48 53] ; [11 25],[43.49635036 57.50364964] ; [15.50364964 20.49635036],0
s7,1,0.082552,3.013924,[44 51] ; [11 26],[39.58333333 55.41666667] ; [15.41666667 21.58333333],0
p4,1,0.093759,2.808616,[61 42] ; [16 21],[56.65 46.35] ; [20.35 16.65],0
a4,1,0.133828,2.247524,[26 76] ; [ 5 32],[22.74820144 79.25179856] ; [ 8.25179856 28.74820144],0
n1,1,0.171857,1.866667,[12 16] ; [ 3 11],[10. 18.] ; [5. 9.],0
p11,1,0.177883,1.81522,[81 22] ; [25 12],[77.98571429 25.01428571] ; [28.01428571  8.98571429],0
b1,1,0.196353,1.669294,[35 68] ; [17 20],[38.25714286 64.74285714] ; [13.74285714 23.25714286],0
r1,1,0.206572,1.59529,[69 32] ; [21 16],[65.86956522 35.13043478] ; [24.13043478 12.86956522],0
p6,1,0.248752,1.330301,[35 66] ; [ 9 28],[32.20289855 68.79710145] ; [11.79710145 25.20289855],0
p3,1,0.249632,1.325362,[47 55] ; [13 24],[44.02877698 57.97122302] ; [15.97122302 21.02877698],0
d2,1,0.262057,1.25786,[26 77] ; [ 6 31],[23.54285714 79.45714286] ; [ 8.45714286 28.54285714],0
v3,1,0.294453,1.099147,[31 70] ; [ 8 29],[28.54347826 72.45652174] ; [10.45652174 26.54347826],0
r2,1,0.295141,1.09602,[92 10] ; [31  6],[90.25899281 11.74100719] ; [32.74100719  4.25899281],0
a5,1,0.32618,0.964005,[57 46] ; [17 20],[54.44285714 48.55714286] ; [19.55714286 17.44285714],0
a3,1,0.337897,0.918394,[54 49] ; [16 21],[51.5 51.5] ; [18.5 18.5],0
a2,1,0.422533,0.643259,[10 93] ; [ 2 35],[ 8.82857143 94.17142857] ; [ 3.17142857 33.82857143],0
n2,1,0.425031,0.636364,[23  5] ; [10  4],[22.  6.] ; [11.  3.],0
s3,1,0.43808,0.601307,[53 49] ; [16 20],[51. 51.] ; [18. 18.],0
r4,1,0.443282,0.587772,[84 19] ; [28  9],[82.4 20.6] ; [29.6  7.4],0
a1,1,0.446396,0.579786,[  1 102] ; [ 1 36],[  1.47142857 101.52857143] ; [ 0.52857143 36.47142857],0
d1,1,0.454756,0.55877,[ 6 97] ; [ 1 36],[ 5.15 97.85] ; [ 1.85 35.15],0
s1,1,0.460657,0.544297,[ 1 99] ; [ 1 36],[ 1.45985401 98.54014599] ; [ 0.54014599 36.45985401],0
s2,1,0.473228,0.514428,[37 65] ; [11 26],[35.22302158 66.77697842] ; [12.77697842 24.22302158],0
p1,1,0.47667,0.506472,[12 91] ; [ 6 31],[13.24285714 89.75714286] ; [ 4.75714286 32.24285714],0
b5,1,0.481293,0.495933,[60 43] ; [24 13],[61.8 41.2] ; [22.2 14.8],0
a8,1,0.485352,0.486815,[12 80] ; [ 3 32],[10.86614173 81.13385827] ; [ 4.13385827 30.86614173],0
v2,1,0.496772,0.461825,[43 54] ; [14 23],[41.26119403 55.73880597] ; [15.73880597 21.26119403],0
b3,1,0.508605,0.436937,[16 45] ; [ 4 17],[14.87804878 46.12195122] ; [ 5.12195122 15.87804878],0
b2,1,0.508605,0.436937,[16 45] ; [ 4 17],[14.87804878 46.12195122] ; [ 5.12195122 15.87804878],0
p12,1,0.572839,0.317955,[ 5 97] ; [ 1 36],[ 4.4028777 97.5971223] ; [ 1.5971223 35.4028777],0
a7,1,0.611732,0.25766,[65 38] ; [21 15],[63.72661871 39.27338129] ; [22.27338129 13.72661871],0
b4,1,0.61986,0.246064,[55 48] ; [18 19],[53.70714286 49.29285714] ; [19.29285714 17.70714286],0
s4,1,0.650404,0.205391,[20 82] ; [ 6 31],[19.07913669 82.92086331] ; [ 6.92086331 30.07913669],0
s8,1,0.675187,0.175594,[37 65] ; [12 25],[35.95683453 66.04316547] ; [13.04316547 23.95683453],0
u3,1,0.749394,0.102041,[19 30] ; [ 9 12],[19.6 29.4] ; [ 8.4 12.6],0
u2,1,0.753414,0.098684,[23 26] ; [ 9 12],[22.4 26.6] ; [ 9.6 11.4],0
v4,1,0.769827,0.085616,[95  7] ; [33  3],[94.60869565  7.39130435] ; [33.39130435  2.60869565],0
n3,1,0.78112,0.077206,[23  5] ; [11  3],[22.66666667  5.33333333] ; [11.33333333  2.66666667],0
d3,1,0.828181,0.047104,[32 70] ; [12 24],[32.52173913 69.47826087] ; [11.47826087 24.52173913],0
a6,1,0.87443,0.024975,[60 43] ; [21 16],[59.59285714 43.40714286] ; [21.40714286 15.59285714],0
r3,1,0.876239,0.024255,[90 12] ; [33  4],[90.25899281 11.74100719] ; [32.74100719  4.25899281],0
p8,1,0.929994,0.007718,[49 50] ; [18 19],[48.77205882 50.22794118] ; [18.22794118 18.77205882],0
p7,1,0.955908,0.003057,[65 36] ; [24 13],[65.13768116 35.86231884] ; [23.86231884 13.13768116],0
