Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.012364,[ 6 25] ; [93 24],[20.73648649 10.26351351] ; [78.26351351 38.73648649],1
r3,1,0.0,34.413042,[12 19] ; [103  14],[24.08783784  6.91216216] ; [90.91216216 26.08783784],1
r2,1,4e-06,21.483902,[16 14] ; [104  12],[24.65753425  5.34246575] ; [95.34246575 20.65753425],1
p2,1,1.9e-05,18.240796,[ 6 25] ; [73 44],[16.5472973 14.4527027] ; [62.4527027 54.5472973],1
r1,1,4.4e-05,16.70639,[12 19] ; [90 27],[21.36486486  9.63513514] ; [80.63513514 36.36486486],1
u3,1,0.000458,12.281117,[ 2 13] ; [33 18],[7.95454545 7.04545455] ; [27.04545455 23.95454545],1
n6,1,0.001419,10.180547,[11 19] ; [80 37],[18.57142857 11.42857143] ; [72.42857143 44.57142857],0
p11,1,0.002546,9.107287,[ 7 24] ; [62 55],[14.4527027 16.5472973] ; [54.5472973 62.4527027],0
a7,1,0.005002,7.878852,[13 18] ; [81 36],[19.68918919 11.31081081] ; [74.31081081 42.68918919],0
d5,1,0.010294,6.583218,[15 16] ; [85 32],[20.94594595 10.05405405] ; [79.05405405 37.94594595],0
p7,1,0.018163,5.580354,[ 8 23] ; [57 58],[13.80136986 17.19863014] ; [51.19863014 63.80136986],0
n2,1,0.02053,5.366261,[ 5 12] ; [24 14],[8.96363636 8.03636364] ; [20.03636364 17.96363636],0
s1,1,0.039438,4.241881,[ 5 26] ; [  6 110],[ 2.31972789 28.68027211] ; [  8.68027211 107.31972789],0
a6,1,0.049685,3.852067,[13 18] ; [72 45],[17.80405405 13.19594595] ; [67.19594595 49.80405405],0
v2,1,0.050733,3.817075,[ 7 24] ; [48 67],[11.67808219 19.32191781] ; [43.32191781 71.67808219],0
p8,1,0.052802,3.750166,[ 5 25] ; [41 76],[ 9.3877551 20.6122449] ; [36.6122449 80.3877551],0
p4,1,0.05468,3.69182,[ 7 24] ; [48 68],[11.59863946 19.40136054] ; [43.40136054 72.59863946],0
u2,1,0.063039,3.455566,[ 4 11] ; [27 23],[7.15384615 7.84615385] ; [23.84615385 26.15384615],0
p10,1,0.066293,3.372508,[ 3 28] ; [29 87],[ 6.74829932 24.25170068] ; [25.25170068 90.74829932],0
s8,1,0.06737,3.345965,[ 2 29] ; [24 93],[ 5.44594595 25.55405405] ; [20.55405405 96.44594595],0
a5,1,0.107487,2.59078,[13 18] ; [68 49],[16.96621622 14.03378378] ; [64.03378378 52.96621622],0
d3,1,0.168252,1.898446,[14 17] ; [69 48],[17.38513514 13.61486486] ; [65.61486486 51.38513514],0
n3,1,0.173554,1.851974,[ 7 10] ; [22 14],[9.30188679 7.69811321] ; [19.69811321 16.30188679],0
p6,1,0.203533,1.616839,[ 3 27] ; [23 92],[ 5.37931034 24.62068966] ; [20.62068966 94.37931034],0
s6,1,0.222435,1.488595,[ 9 22] ; [48 69],[11.93918919 19.06081081] ; [45.06081081 71.93918919],0
v1,1,0.250095,1.322773,[ 7 24] ; [39 78],[ 9.63513514 21.36486486] ; [36.36486486 80.63513514],0
s3,1,0.254784,1.296878,[ 9 21] ; [48 68],[11.71232877 18.28767123] ; [45.28767123 70.71232877],0
b2,1,0.299336,1.07715,[ 8 11] ; [21 50],[ 6.12222222 12.87777778] ; [22.87777778 48.12222222],0
b3,1,0.299336,1.07715,[ 8 11] ; [21 50],[ 6.12222222 12.87777778] ; [22.87777778 48.12222222],0
d4,1,0.301998,1.06535,[19 12] ; [83 34],[21.36486486  9.63513514] ; [80.63513514 36.36486486],0
p12,1,0.312888,1.018445,[ 1 30] ; [  1 115],[ 0.42176871 30.57823129] ; [  1.57823129 114.42176871],0
p3,1,0.344301,0.894352,[ 7 24] ; [36 79],[ 9.13013699 21.86986301] ; [33.86986301 81.13013699],0
s7,1,0.400096,0.708038,[ 5 23] ; [28 82],[ 6.69565217 21.30434783] ; [26.30434783 83.69565217],0
v3,1,0.411901,0.673306,[ 7 24] ; [34 79],[ 8.82638889 22.17361111] ; [32.17361111 80.82638889],0
b5,1,0.424905,0.636708,[15 16] ; [66 51],[16.96621622 14.03378378] ; [64.03378378 52.96621622],0
a1,1,0.466212,0.530939,[ 3 28] ; [  7 110],[ 2.09459459 28.90540541] ; [  7.90540541 109.09459459],0
