Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.706482,[100  61] ; [48 97],[77.86928105 83.13071895] ; [70.13071895 74.86928105],1
p9,1,1e-06,23.272639,[148  18] ; [101  50],[130.39116719  35.60883281] ; [118.60883281  32.39116719],1
p10,1,3e-06,21.936134,[145  21] ; [99 53],[127.37106918  38.62893082] ; [116.62893082  35.37106918],1
p2,1,5e-06,20.987624,[144  22] ; [100  54],[126.575  39.425] ; [117.425  36.575],1
v4,1,6e-05,16.116776,[161   7] ; [127  28],[149.79566563  18.20433437] ; [138.20433437  16.79566563],1
r4,1,7.7e-05,15.630684,[154  14] ; [117  38],[140.95356037  27.04643963] ; [130.04643963  24.95356037],1
p4,1,0.00015,14.371203,[102  65] ; [61 92],[85.065625 81.934375] ; [77.934375 75.065625],1
p7,1,0.000761,11.334688,[107  58] ; [70 82],[92.12933754 72.87066246] ; [84.87066246 67.12933754],1
r1,1,0.001032,10.769082,[134  33] ; [99 56],[120.84161491  46.15838509] ; [112.15838509  42.84161491],0
r3,1,0.001213,10.470518,[157  10] ; [127  27],[147.75077882  19.24922118] ; [136.24922118  17.75077882],0
p11,1,0.001437,10.158331,[142  26] ; [108  47],[130.03095975  37.96904025] ; [119.96904025  35.03095975],0
r2,1,0.001974,9.573924,[159   8] ; [130  23],[150.821875  16.178125] ; [138.178125  14.821875],0
d1,1,0.00251,9.133035,[103  65] ; [69 86],[89.46130031 78.53869969] ; [82.53869969 72.46130031],0
p3,1,0.002591,9.07485,[81 85] ; [ 50 105],[67.74454829 98.25545171] ; [63.25545171 91.74454829],0
u3,1,0.003473,8.540708,[34 22] ; [23 44],[25.95121951 30.04878049] ; [31.04878049 35.95121951],0
v3,1,0.004018,8.275478,[64 97] ; [ 37 114],[ 52.11858974 108.88141026] ; [ 48.88141026 102.11858974],0
a5,1,0.011516,6.383856,[125  43] ; [95 60],[114.42724458  53.57275542] ; [105.57275542  49.42724458],0
s6,1,0.013519,6.099873,[94 72] ; [65 87],[83. 83.] ; [76. 76.],0
n6,1,0.013705,6.075724,[149  19] ; [121  33],[140.86956522  27.13043478] ; [129.13043478  24.86956522],0
p8,1,0.016094,5.79258,[88 76] ; [61 91],[77.32911392 86.67088608] ; [71.67088608 80.32911392],0
s5,1,0.017034,5.69284,[ 45 120] ; [ 24 125],[ 36.25796178 128.74203822] ; [ 32.74203822 116.25796178],0
p6,1,0.027435,4.863201,[ 55 109] ; [ 34 118],[ 46.18987342 117.81012658] ; [ 42.81012658 109.18987342],0
s2,1,0.034282,4.480575,[ 53 112] ; [ 33 120],[ 44.62264151 120.37735849] ; [ 41.37735849 111.62264151],0
d5,1,0.046228,3.973256,[138  30] ; [113  42],[130.55108359  37.44891641] ; [120.44891641  34.55108359],0
a3,1,0.066837,3.359029,[112  55] ; [88 66],[104.04984424  62.95015576] ; [95.95015576 58.04984424],0
s8,1,0.068824,3.310854,[ 37 131] ; [ 22 133],[ 30.6873065 137.3126935] ; [ 28.3126935 126.6873065],0
n3,1,0.072201,3.232271,[26  6] ; [28 17],[22.44155844  9.55844156] ; [31.55844156 13.44155844],0
s1,1,0.078405,3.097655,[  1 164] ; [  5 146],[  3.13291139 161.86708861] ; [  2.86708861 148.13291139],0
d4,1,0.106966,2.598488,[133  35] ; [110  44],[126.7826087  41.2173913] ; [116.2173913  37.7826087],0
u1,1,0.107023,2.597637,[ 25 143] ; [ 14 141],[ 20.28482972 147.71517028] ; [ 18.71517028 136.28482972],0
a1,1,0.138104,2.198957,[  5 163] ; [ 10 145],[  7.80185759 160.19814241] ; [  7.19814241 147.80185759],0
a7,1,0.146567,2.107617,[122  45] ; [101  53],[116.01557632  50.98442368] ; [106.98442368  47.01557632],0
b3,1,0.154205,2.030153,[41 61] ; [24 56],[36.42857143 65.57142857] ; [28.57142857 51.42857143],0
b2,1,0.154205,2.030153,[41 61] ; [24 56],[36.42857143 65.57142857] ; [28.57142857 51.42857143],0
a2,1,0.157049,2.002412,[ 40 128] ; [ 27 128],[ 34.84829721 133.15170279] ; [ 32.15170279 122.84829721],0
a6,1,0.276184,1.185772,[112  56] ; [112  43],[116.50773994  51.49226006] ; [107.49226006  47.50773994],0
