Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000373,12.663431,[ 9 50] ; [14 13],[15.77906977 43.22093023] ; [ 7.22093023 19.77906977],1
p4,1,0.000547,11.946843,[15 46] ; [16  9],[21.98837209 39.01162791] ; [ 9.01162791 15.98837209],1
p7,1,0.00151,10.065776,[19 40] ; [18  8],[25.68235294 33.31764706] ; [11.31764706 14.68235294],0
p3,1,0.002122,9.441216,[16 44] ; [16 10],[22.3255814 37.6744186] ; [ 9.6744186 16.3255814],0
p5,1,0.013807,6.062621,[ 1 60] ; [ 4 23],[ 3.46590909 57.53409091] ; [ 1.53409091 25.46590909],0
d5,1,0.025133,5.014728,[51 10] ; [16 10],[46.97701149 14.02298851] ; [20.02298851  5.97701149],0
d4,1,0.029198,4.755927,[54  7] ; [18  8],[50.48275862 10.51724138] ; [21.51724138  4.48275862],0
s7,1,0.04037,4.202258,[30 29] ; [ 7 19],[25.68235294 33.31764706] ; [11.31764706 14.68235294],0
u1,1,0.051544,3.790495,[12 49] ; [ 1 26],[ 9.01136364 51.98863636] ; [ 3.98863636 23.01136364],0
s4,1,0.05681,3.628139,[18 42] ; [ 3 24],[14.48275862 45.51724138] ; [ 6.51724138 20.48275862],0
b1,1,0.06498,3.405487,[31 30] ; [ 8 19],[27.03409091 33.96590909] ; [11.96590909 15.03409091],0
d2,1,0.07126,3.253753,[34 27] ; [ 9 17],[30.14942529 30.85057471] ; [12.85057471 13.14942529],0
b5,1,0.087618,2.91761,[39 22] ; [12 15],[35.35227273 25.64772727] ; [15.64772727 11.35227273],0
d1,1,0.11898,2.430693,[38 23] ; [12 15],[34.65909091 26.34090909] ; [15.34090909 11.65909091],0
p10,1,0.182146,1.780024,[38 22] ; [21  6],[40.68965517 19.31034483] ; [18.31034483  8.68965517],0
s3,1,0.194312,1.68462,[34 27] ; [11 16],[31.19318182 29.80681818] ; [13.80681818 13.19318182],0
d3,1,0.225019,1.472073,[39 22] ; [13 13],[36.45977011 24.54022989] ; [15.54022989 10.45977011],0
p9,1,0.238359,1.390273,[36 23] ; [20  7],[38.41860465 20.58139535] ; [17.58139535  9.41860465],0
a1,1,0.242187,1.36782,[ 7 54] ; [ 1 26],[ 5.54545455 55.45454545] ; [ 2.45454545 24.54545455],0
n5,1,0.248319,1.332735,[35 26] ; [19  8],[37.43181818 23.56818182] ; [16.56818182 10.43181818],0
n4,1,0.301224,1.068766,[43 18] ; [16 11],[40.89772727 20.10227273] ; [18.10227273  8.89772727],0
a8,1,0.315496,1.007527,[ 5 51] ; [ 4 20],[ 6.3 49.7] ; [ 2.7 21.3],0
v4,1,0.336536,0.923584,[52  9] ; [25  2],[53.375  7.625] ; [23.625  3.375],0
p12,1,0.358419,0.843424,[ 5 55] ; [ 4 23],[ 6.20689655 53.79310345] ; [ 2.79310345 24.20689655],0
u2,1,0.359339,0.840201,[11  8] ; [4 6],[9.82758621 9.17241379] ; [5.17241379 4.82758621],0
p11,1,0.41157,0.674261,[35 26] ; [18  9],[36.73863636 24.26136364] ; [16.26136364 10.73863636],0
a2,1,0.412963,0.670253,[11 50] ; [ 3 24],[ 9.70454545 51.29545455] ; [ 4.29545455 22.70454545],0
s5,1,0.476238,0.507465,[17 41] ; [10 17],[18.42352941 39.57647059] ; [ 8.57647059 18.42352941],0
a7,1,0.484367,0.489016,[43 18] ; [17 10],[41.59090909 19.40909091] ; [18.40909091  8.59090909],0
n2,1,0.521213,0.411492,[15  8] ; [4 1],[15.60714286  7.39285714] ; [3.39285714 1.60714286],0
n1,1,0.573714,0.316507,[ 6 16] ; [2 3],[ 6.51851852 15.48148148] ; [1.48148148 3.51851852],0
s8,1,0.577355,0.31053,[25 36] ; [ 9 17],[23.83908046 37.16091954] ; [10.16091954 15.83908046],0
v3,1,0.616713,0.250515,[25 34] ; [13 14],[26.06976744 32.93023256] ; [11.93023256 15.06976744],0
