Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,21.757447,[111  10] ; [51 27],[98.50251256 22.49748744] ; [63.49748744 14.50251256],1
r4,1,3e-06,21.524035,[99 24] ; [39 40],[84.02970297 38.97029703] ; [53.97029703 25.02970297],1
p6,1,1.1e-05,19.278948,[30 93] ; [ 1 76],[ 19.065 103.935] ; [11.935 65.065],1
v4,1,1.8e-05,18.360016,[109  12] ; [51 27],[97.28643216 23.71356784] ; [62.71356784 15.28643216],1
p11,1,3.8e-05,16.993552,[90 33] ; [35 44],[76.11386139 46.88613861] ; [48.88613861 30.11386139],1
p7,1,0.000123,14.753625,[55 68] ; [14 63],[42.435 80.565] ; [26.565 50.435],1
p9,1,0.00017,14.133132,[85 38] ; [31 43],[72.42639594 50.57360406] ; [43.57360406 30.42639594],1
p4,1,0.000785,11.276901,[44 79] ; [11 67],[33.65671642 89.34328358] ; [21.34328358 56.65671642],1
p10,1,0.003638,8.456309,[77 46] ; [32 45],[67.035 55.965] ; [41.965 35.035],0
n6,1,0.005568,7.684983,[89 33] ; [42 36],[79.91 42.09] ; [51.09 26.91],0
p3,1,0.006894,7.300418,[38 85] ; [11 67],[29.98507463 93.01492537] ; [19.01492537 58.98507463],0
r1,1,0.009502,6.725907,[84 39] ; [39 39],[75.26865672 47.73134328] ; [47.73134328 30.26865672],0
v1,1,0.013577,6.092308,[48 72] ; [18 60],[40. 80.] ; [26. 52.],0
v2,1,0.013647,6.083192,[55 64] ; [21 53],[46.86010363 72.13989637] ; [29.13989637 44.86010363],0
a1,1,0.021402,5.293793,[  4 119] ; [ 9 70],[  7.91584158 115.08415842] ; [ 5.08415842 73.91584158],0
n1,1,0.024043,5.09155,[ 7 27] ; [17 20],[11.49295775 22.50704225] ; [12.50704225 24.49295775],0
d3,1,0.034882,4.450963,[75 46] ; [37 42],[67.76 53.24] ; [44.24 34.76],0
a7,1,0.042051,4.13316,[81 40] ; [41 37],[74.18090452 46.81909548] ; [47.81909548 30.18090452],0
p1,1,0.045353,4.005474,[  4 118] ; [ 8 71],[  7.28358209 114.71641791] ; [ 4.71641791 74.28358209],0
a6,1,0.052872,3.747964,[85 38] ; [44 35],[78.54950495 44.45049505] ; [50.45049505 28.54950495],0
r2,1,0.061503,3.496395,[108  14] ; [59 16],[103.4213198  18.5786802] ; [63.5786802 11.4213198],0
d5,1,0.062402,3.47237,[88 34] ; [47 32],[81.94029851 40.05970149] ; [53.05970149 25.94029851],0
s2,1,0.068721,3.313304,[28 94] ; [10 69],[23.06467662 98.93532338] ; [14.93532338 64.06467662],0
b1,1,0.081888,3.027029,[47 76] ; [40 39],[52.97524752 70.02475248] ; [34.02475248 44.97524752],0
u1,1,0.129073,2.303619,[ 16 107] ; [ 5 74],[ 12.78712871 110.21287129] ; [ 8.21287129 70.78712871],0
s5,1,0.133908,2.246601,[ 16 102] ; [ 5 70],[ 12.83937824 105.16062176] ; [ 8.16062176 66.83937824],0
a3,1,0.150069,2.071545,[87 35] ; [48 30],[82.35 39.65] ; [52.65 25.35],0
n3,1,0.153875,2.033406,[26 10] ; [19 15],[23.14285714 12.85714286] ; [21.85714286 12.14285714],0
s1,1,0.164271,1.934461,[  3 119] ; [ 5 73],[  4.88 117.12] ; [ 3.12 74.88],0
s8,1,0.172536,1.860772,[ 19 104] ; [ 7 72],[ 15.83168317 107.16831683] ; [10.16831683 68.83168317],0
s7,1,0.17661,1.825923,[26 89] ; [11 64],[22.39473684 92.60526316] ; [14.60526316 60.39473684],0
v3,1,0.186335,1.746357,[34 84] ; [15 59],[30.11458333 87.88541667] ; [18.88541667 55.11458333],0
n5,1,0.19835,1.654486,[68 54] ; [50 27],[72.34170854 49.65829146] ; [45.65829146 31.34170854],0
b5,1,0.220606,1.500428,[70 53] ; [38 41],[65.76237624 57.23762376] ; [42.23762376 36.76237624],0
p5,1,0.264447,1.245328,[  5 118] ; [ 1 76],[  3.69 119.31] ; [ 2.31 74.69],0
d2,1,0.278454,1.174622,[46 76] ; [35 42],[49.65829146 72.34170854] ; [31.34170854 45.65829146],0
a8,1,0.282515,1.154953,[14 96] ; [ 6 71],[11.76470588 98.23529412] ; [ 8.23529412 68.76470588],0
s4,1,0.379162,0.773416,[ 14 109] ; [ 6 73],[ 12.17821782 110.82178218] ; [ 7.82178218 71.17821782],0
d4,1,0.58637,0.296049,[90 31] ; [56 23],[88.33 32.67] ; [57.67 21.33],0
u3,1,0.664357,0.188275,[17 19] ; [13 18],[16.11940299 19.88059701] ; [13.88059701 17.11940299],0
a5,1,0.736884,0.112884,[73 50] ; [45 34],[71.85148515 51.14851485] ; [46.14851485 32.85148515],0
p12,1,0.755599,0.096886,[  1 121] ; [ 1 78],[  1.21393035 120.78606965] ; [ 0.78606965 78.21393035],0
a2,1,0.76642,0.088246,[ 19 104] ; [11 68],[ 18.26732673 104.73267327] ; [11.73267327 67.26732673],0
u2,1,0.787311,0.072794,[18 18] ; [14 16],[17.45454545 18.54545455] ; [14.54545455 15.45454545],0
a4,1,0.808959,0.058453,[51 72] ; [31 47],[50.17910448 72.82089552] ; [31.82089552 46.17910448],0
b4,1,0.816037,0.054124,[69 54] ; [43 36],[68.1980198 54.8019802] ; [43.8019802 35.1980198],0
d1,1,0.824931,0.048932,[51 72] ; [34 45],[51.75742574 71.24257426] ; [33.24257426 45.75742574],0
s3,1,0.871217,0.02628,[36 87] ; [22 56],[35.49253731 87.50746269] ; [22.50746269 55.49253731],0
n2,1,0.914306,0.01158,[21 13] ; [23 15],[20.77777778 13.22222222] ; [23.22222222 14.77777778],0
b2,1,0.934176,0.006821,[30 39] ; [23 29],[30.2231405 38.7768595] ; [22.7768595 29.2231405],0
b3,1,0.934176,0.006821,[30 39] ; [23 29],[30.2231405 38.7768595] ; [22.7768595 29.2231405],0
n4,1,0.985621,0.000325,[79 44] ; [50 28],[78.94029851 44.05970149] ; [50.05970149 27.94029851],0
