Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.003174,8.704854,[ 5 34] ; [6 5],[ 8.58 30.42] ; [2.42 8.58],0
u3,1,0.004974,7.888696,[ 4 19] ; [4 1],[ 6.57142857 16.42857143] ; [1.42857143 3.57142857],0
v3,1,0.007283,7.201786,[ 4 35] ; [5 6],[ 7.02 31.98] ; [1.98 9.02],0
v1,1,0.026405,4.92933,[ 8 31] ; [6 5],[10.92 28.08] ; [3.08 7.92],0
p10,1,0.029995,4.709578,[17 21] ; [9 2],[20.16326531 17.83673469] ; [5.83673469 5.16326531],0
p4,1,0.030606,4.674955,[11 28] ; [7 4],[14.04 24.96] ; [3.96 7.04],0
r1,1,0.030606,4.674955,[11 28] ; [7 4],[14.04 24.96] ; [3.96 7.04],0
s5,1,0.036983,4.351204,[ 4 35] ; [4 7],[ 6.24 32.76] ; [1.76 9.24],0
a2,1,0.054068,3.710592,[ 1 38] ; [2 9],[ 2.34 36.66] ; [ 0.66 10.34],0
s6,1,0.069523,3.294255,[10 29] ; [6 5],[12.48 26.52] ; [3.52 7.48],0
d4,1,0.069947,3.284264,[20 19] ; [9 2],[22.62 16.38] ; [6.38 4.62],0
d3,1,0.070008,3.282828,[13 26] ; [7 4],[15.6 23.4] ; [4.4 6.6],0
n3,1,0.107936,2.584189,[12  5] ; [2 4],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
p9,1,0.111424,2.533908,[21 17] ; [9 2],[23.26530612 14.73469388] ; [6.73469388 4.26530612],0
p8,1,0.116252,2.46711,[11 27] ; [6 5],[13.18367347 24.81632653] ; [3.81632653 7.18367347],0
p2,1,0.125204,2.350988,[22 17] ; [9 2],[24.18 14.82] ; [6.82 4.18],0
p6,1,0.174407,1.844652,[ 4 33] ; [3 8],[ 5.39583333 31.60416667] ; [1.60416667 9.39583333],0
a5,1,0.183891,1.765894,[16 23] ; [7 4],[17.94 21.06] ; [5.06 5.94],0
u2,1,0.191071,1.709342,[11 12] ; [4 1],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
d5,1,0.205701,1.601429,[20 19] ; [8 3],[21.84 17.16] ; [6.16 4.84],0
p3,1,0.209123,1.577488,[ 7 31] ; [4 7],[ 8.53061224 29.46938776] ; [2.46938776 8.53061224],0
b1,1,0.262478,1.255641,[21 18] ; [8 3],[22.62 16.38] ; [6.38 4.62],0
v4,1,0.262478,1.255641,[21 18] ; [8 3],[22.62 16.38] ; [6.38 4.62],0
a6,1,0.264855,1.243201,[14 25] ; [6 5],[15.6 23.4] ; [4.4 6.6],0
b2,1,0.271651,1.208392,[ 7 19] ; [3 3],[ 8.125 17.875] ; [1.875 4.125],0
b3,1,0.271651,1.208392,[ 7 19] ; [3 3],[ 8.125 17.875] ; [1.875 4.125],0
p11,1,0.329255,0.951826,[22 17] ; [8 3],[23.4 15.6] ; [6.6 4.4],0
p7,1,0.339807,0.911158,[15 24] ; [6 5],[16.38 22.62] ; [4.62 6.38],0
r4,1,0.37493,0.787258,[ 9 30] ; [4 7],[10.14 28.86] ; [2.86 8.14],0
n1,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
a4,1,0.411548,0.674326,[12 27] ; [2 9],[10.92 28.08] ; [3.08 7.92],0
a8,1,0.442543,0.589681,[ 7 30] ; [ 1 10],[ 6.16666667 30.83333333] ; [1.83333333 9.16666667],0
s3,1,0.460947,0.543595,[ 7 31] ; [ 1 10],[ 6.20408163 31.79591837] ; [1.79591837 9.20408163],0
a3,1,0.465085,0.53363,[16 22] ; [6 5],[17.06122449 20.93877551] ; [4.93877551 6.06122449],0
p5,1,0.495174,0.465265,[ 4 34] ; [2 9],[ 4.65306122 33.34693878] ; [1.34693878 9.65306122],0
n2,1,0.525718,0.402661,[11  6] ; [3 3],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
a7,1,0.563455,0.333757,[21 18] ; [7 4],[21.84 17.16] ; [6.16 4.84],0
n5,1,0.564113,0.332633,[25 14] ; [6 5],[24.18 14.82] ; [6.82 4.18],0
d2,1,0.593822,0.284416,[14 25] ; [3 8],[13.26 25.74] ; [3.74 7.26],0
u1,1,0.625012,0.238886,[ 2 37] ; [ 1 10],[ 2.34 36.66] ; [ 0.66 10.34],0
n6,1,0.66803,0.183916,[22 17] ; [7 4],[22.62 16.38] ; [6.38 4.62],0
b4,1,0.675859,0.174825,[24 15] ; [6 5],[23.4 15.6] ; [6.6 4.4],0
b5,1,0.732807,0.11655,[20 19] ; [5 6],[19.5 19.5] ; [5.5 5.5],0
v2,1,0.7657,0.088807,[12 26] ; [4 7],[12.40816327 25.59183673] ; [3.59183673 7.40816327],0
s4,1,0.82315,0.04995,[ 6 33] ; [2 9],[ 6.24 32.76] ; [1.76 9.24],0
d1,1,0.864462,0.029138,[ 8 31] ; [2 9],[ 7.8 31.2] ; [2.2 8.8],0
p12,1,0.87997,0.022803,[ 3 36] ; [ 1 10],[ 3.12 35.88] ; [ 0.88 10.12],0
r3,1,0.894893,0.017454,[25 13] ; [7 4],[24.81632653 13.18367347] ; [7.18367347 3.81632653],0
p1,1,0.909398,0.01295,[ 4 35] ; [ 1 10],[ 3.9 35.1] ; [1.1 9.9],0
n4,1,0.912377,0.012109,[22 17] ; [6 5],[21.84 17.16] ; [6.16 4.84],0
