Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.006309,7.459969,[ 4 12] ; [45 27],[8.90909091 7.09090909] ; [40.09090909 31.90909091],0
v4,1,0.01337,6.119476,[13  3] ; [69  2],[15.08045977  0.91954023] ; [66.91954023  4.08045977],0
a3,1,0.06271,3.464228,[ 5 11] ; [41 31],[8.36363636 7.63636364] ; [37.63636364 34.36363636],0
a7,1,0.117472,2.450704,[8 8] ; [50 21],[10.66666667  5.33333333] ; [47.33333333 23.66666667],0
a6,1,0.119183,2.428022,[ 5 11] ; [38 34],[7.81818182 8.18181818] ; [35.18181818 36.81818182],0
d3,1,0.136545,2.216472,[7 9] ; [46 26],[9.63636364 6.36363636] ; [43.36363636 28.63636364],0
s3,1,0.166782,1.911629,[10  6] ; [56 15],[12.13793103  3.86206897] ; [53.86206897 17.13793103],0
v3,1,0.179206,1.804194,[ 4 11] ; [31 37],[6.3253012 8.6746988] ; [28.6746988 39.3253012],0
b5,1,0.181952,1.781611,[12  4] ; [41 31],[9.63636364 6.36363636] ; [43.36363636 28.63636364],0
p3,1,0.244696,1.353334,[ 5 11] ; [34 38],[7.09090909 8.90909091] ; [31.90909091 40.09090909],0
d2,1,0.252745,1.308064,[ 6 10] ; [17 55],[ 4.18181818 11.81818182] ; [18.81818182 53.18181818],0
r1,1,0.266653,1.233885,[10  6] ; [54 17],[11.77011494  4.22988506] ; [52.22988506 18.77011494],0
p1,1,0.288159,1.128205,[ 1 15] ; [12 60],[ 2.36363636 13.63636364] ; [10.63636364 61.36363636],0
b1,1,0.288159,1.128205,[9 7] ; [30 42],[7.09090909 8.90909091] ; [31.90909091 40.09090909],0
p5,1,0.311537,1.024148,[ 1 13] ; [13 59],[ 2.27906977 11.72093023] ; [11.72093023 60.27906977],0
s1,1,0.318845,0.993677,[ 2 14] ; [ 4 68],[ 1.09090909 14.90909091] ; [ 4.90909091 67.09090909],0
u2,1,0.344788,0.892546,[9 2] ; [20 10],[7.7804878 3.2195122] ; [21.2195122  8.7804878],0
b4,1,0.365216,0.819876,[10  6] ; [36 36],[8.36363636 7.63636364] ; [37.63636364 34.36363636],0
n5,1,0.372701,0.794638,[10  6] ; [53 19],[11.45454545  4.54545455] ; [51.54545455 20.45454545],0
s7,1,0.37967,0.771771,[8 5] ; [50 18],[9.30864198 3.69135802] ; [48.69135802 19.30864198],0
p11,1,0.397411,0.716146,[13  3] ; [51 21],[11.63636364  4.36363636] ; [52.36363636 19.63636364],0
r4,1,0.403318,0.698413,[15  1] ; [62 10],[14.  2.] ; [63.  9.],0
b3,1,0.429314,0.624679,[ 2 10] ; [12 31],[3.05454545 8.94545455] ; [10.94545455 32.05454545],0
b2,1,0.429314,0.624679,[ 2 10] ; [12 31],[3.05454545 8.94545455] ; [10.94545455 32.05454545],0
d5,1,0.440711,0.594431,[10  6] ; [52 20],[11.27272727  4.72727273] ; [50.72727273 21.27272727],0
d1,1,0.441264,0.592992,[ 5 11] ; [30 42],[6.36363636 9.63636364] ; [28.63636364 43.36363636],0
p9,1,0.460247,0.545294,[11  4] ; [58 13],[12.03488372  2.96511628] ; [56.96511628 14.03488372],0
p4,1,0.476092,0.507802,[8 8] ; [43 29],[9.27272727 6.72727273] ; [41.72727273 30.27272727],0
p6,1,0.49024,0.476,[ 5 11] ; [28 41],[6.21176471 9.78823529] ; [26.78823529 42.21176471],0
n2,1,0.515305,0.42328,[1 1] ; [13  5],[1.4 0.6] ; [12.6  5.4],0
s4,1,0.523288,0.407407,[ 5 11] ; [17 55],[ 4. 12.] ; [18. 54.],0
n4,1,0.585873,0.296836,[12  4] ; [49 23],[11.09090909  4.90909091] ; [49.90909091 22.09090909],0
s2,1,0.61437,0.25386,[10  6] ; [49 22],[10.85057471  5.14942529] ; [48.14942529 22.85057471],0
v1,1,0.615136,0.252763,[9 7] ; [34 35],[8.09411765 7.90588235] ; [34.90588235 34.09411765],0
a4,1,0.618257,0.248325,[ 4 12] ; [14 58],[ 3.27272727 12.72727273] ; [14.72727273 57.27272727],0
s5,1,0.621419,0.243878,[ 3 10] ; [20 47],[3.7375 9.2625] ; [19.2625 47.7375],0
r2,1,0.625486,0.238233,[14  2] ; [64  6],[14.51162791  1.48837209] ; [63.48837209  6.51162791],0
u3,1,0.65136,0.20419,[7 4] ; [22  9],[7.5952381 3.4047619] ; [21.4047619  9.5952381],0
d4,1,0.692903,0.155961,[11  5] ; [53 19],[11.63636364  4.36363636] ; [52.36363636 19.63636364],0
a8,1,0.754195,0.098039,[ 2 14] ; [10 54],[ 2.4 13.6] ; [ 9.6 54.4],0
s6,1,0.755867,0.096667,[12  3] ; [60 12],[12.4137931  2.5862069] ; [59.5862069 12.4137931],0
p12,1,0.829076,0.046607,[ 1 14] ; [ 6 66],[ 1.20689655 13.79310345] ; [ 5.79310345 66.20689655],0
p7,1,0.853601,0.03405,[10  6] ; [42 28],[9.6744186 6.3255814] ; [42.3255814 27.6744186],0
p10,1,0.897796,0.016498,[12  3] ; [57 13],[12.17647059  2.82352941] ; [56.82352941 13.17647059],0
n6,1,0.949254,0.00405,[13  3] ; [58 14],[12.90909091  3.09090909] ; [58.09090909 13.90909091],0
v2,1,0.977708,0.000781,[8 7] ; [36 31],[8.04878049 6.95121951] ; [35.95121951 31.04878049],0
