Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,47.75698,[56 82] ; [105  23],[83.52631579 54.47368421] ; [77.47368421 50.52631579],1
p6,1,1e-06,24.9429,[ 26 115] ; [60 68],[45.07806691 95.92193309] ; [40.92193309 87.07806691],1
p4,1,2e-06,22.49456,[66 77] ; [96 33],[85.16911765 57.83088235] ; [76.83088235 52.16911765],1
p3,1,5e-06,20.86714,[48 95] ; [79 50],[66.76838235 76.23161765] ; [60.23161765 68.76838235],1
p10,1,0.004466,8.083938,[99 43] ; [108  20],[108.86666667  33.13333333] ; [98.13333333 29.86666667],0
r4,1,0.004745,7.97414,[119  25] ; [121   8],[126.59340659  17.40659341] ; [113.40659341  15.59340659],0
p11,1,0.005147,7.82704,[97 47] ; [106  23],[107.07692308  36.92307692] ; [95.92307692 33.07692308],0
p2,1,0.010031,6.629471,[109  34] ; [113  15],[117.14391144  25.85608856] ; [104.85608856  23.14391144],0
a5,1,0.022422,5.212725,[91 53] ; [98 31],[99.69230769 44.30769231] ; [89.30769231 39.69230769],0
s1,1,0.042325,4.12217,[  9 130] ; [  2 127],[  5.70522388 133.29477612] ; [  5.29477612 123.70522388],0
n2,1,0.096482,2.76276,[37 12] ; [16  1],[39.34848485  9.65151515] ; [13.65151515  3.34848485],0
a7,1,0.110875,2.541706,[103  41] ; [103  26],[108.65934066  35.34065934] ; [97.34065934 31.65934066],0
p1,1,0.127818,2.318804,[  6 138] ; [ 11 116],[  9.03321033 134.96678967] ; [  7.96678967 119.03321033],0
p5,1,0.13709,2.210326,[ 11 132] ; [ 17 112],[ 14.72058824 128.27941176] ; [ 13.27941176 115.72058824],0
s3,1,0.159159,1.982201,[87 54] ; [67 59],[81.3258427 59.6741573] ; [72.6741573 53.3258427],0
p12,1,0.161565,1.959518,[  8 136] ; [ 13 116],[ 11.07692308 132.92307692] ; [  9.92307692 119.07692308],0
v4,1,0.176988,1.822735,[131  11] ; [124   5],[133.61623616   8.38376384] ; [121.38376384   7.61623616],0
s5,1,0.185277,1.754776,[47 93] ; [53 75],[52.23880597 87.76119403] ; [47.76119403 80.23880597],0
p9,1,0.193302,1.692269,[111  31] ; [108  20],[115.17777778  26.82222222] ; [103.82222222  24.17777778],0
n6,1,0.21205,1.557372,[116  27] ; [111  17],[119.78228782  23.21771218] ; [107.21771218  20.78228782],0
n4,1,0.227927,1.453748,[100  44] ; [98 31],[104.43956044  39.56043956] ; [93.56043956 35.43956044],0
n3,1,0.234274,1.414722,[38 11] ; [10  6],[36.18461538 12.81538462] ; [11.81538462  4.18461538],0
u2,1,0.246271,1.344334,[25 25] ; [29 18],[27.83505155 22.16494845] ; [26.16494845 20.83505155],0
n5,1,0.322217,0.979928,[100  42] ; [97 31],[103.60740741  38.39259259] ; [93.39259259 34.60740741],0
r2,1,0.338783,0.915033,[130  12] ; [121   7],[132.00740741   9.99259259] ; [118.99259259   9.00740741],0
v1,1,0.357434,0.846888,[68 75] ; [67 59],[71.76579926 71.23420074] ; [63.23420074 62.76579926],0
r1,1,0.393632,0.727692,[108  35] ; [103  26],[110.93014706  32.06985294] ; [100.06985294  28.93014706],0
r3,1,0.421463,0.646231,[133  10] ; [122   6],[134.55719557   8.44280443] ; [120.44280443   7.55719557],0
a1,1,0.4575,0.552004,[  7 137] ; [  9 120],[  8.43956044 135.56043956] ; [  7.56043956 121.43956044],0
s7,1,0.470591,0.520587,[46 94] ; [46 78],[48.78787879 91.21212121] ; [43.21212121 80.78787879],0
s4,1,0.480923,0.496769,[ 33 108] ; [ 25 101],[ 30.62921348 110.37078652] ; [27.37078652 98.62921348],0
b4,1,0.482547,0.493102,[93 51] ; [78 51],[90.1978022 53.8021978] ; [80.8021978 48.1978022],0
u4,1,0.498237,0.45869,[  1 143] ; [  2 127],[  1.58241758 142.41758242] ; [  1.41758242 127.58241758],0
s2,1,0.505373,0.443636,[74 68] ; [62 67],[71.26199262 70.73800738] ; [64.73800738 64.26199262],0
v3,1,0.512064,0.429846,[45 96] ; [45 81],[47.52808989 93.47191011] ; [42.47191011 83.52808989],0
b5,1,0.560119,0.339499,[92 52] ; [78 51],[89.67032967 54.32967033] ; [80.32967033 48.67032967],0
a6,1,0.578626,0.30846,[93 50] ; [88 41],[95.15808824 47.84191176] ; [85.84191176 43.15808824],0
d3,1,0.589906,0.290491,[104  39] ; [90 39],[101.99264706  41.00735294] ; [92.00735294 36.99264706],0
u1,1,0.641127,0.217271,[ 23 121] ; [ 18 111],[ 21.62637363 122.37362637] ; [ 19.37362637 109.62637363],0
n1,1,0.672387,0.178823,[17 31] ; [ 7 10],[17.72307692 30.27692308] ; [ 6.27692308 10.72307692],0
b3,1,0.681979,0.167906,[21 52] ; [18 52],[19.90909091 53.09090909] ; [19.09090909 50.90909091],0
b2,1,0.681979,0.167906,[21 52] ; [18 52],[19.90909091 53.09090909] ; [19.09090909 50.90909091],0
d5,1,0.684362,0.165257,[109  34] ; [101  28],[110.40441176  32.59558824] ; [99.59558824 29.40441176],0
a8,1,0.793674,0.068405,[ 15 120] ; [ 14 101],[ 15.66 119.34] ; [ 13.34 101.66],0
