Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4.8e-05,16.527303,[41 84] ; [26 11],[51.69753086 73.30246914] ; [15.30246914 21.69753086],1
s6,1,0.003058,8.772421,[57 67] ; [26  9],[64.72955975 59.27044025] ; [18.27044025 16.72955975],0
s5,1,0.009731,6.683506,[27 95] ; [14 17],[32.69281046 89.30718954] ; [ 8.30718954 22.69281046],0
d3,1,0.024464,5.061459,[67 57] ; [27  9],[72.85 51.15] ; [21.15 14.85],0
n4,1,0.045415,4.003145,[76 47] ; [16 21],[70.725 52.275] ; [21.275 15.725],0
d5,1,0.048499,3.892607,[87 38] ; [31  5],[91.61490683 33.38509317] ; [26.38509317  9.61490683],0
s3,1,0.058801,3.570876,[58 65] ; [24 13],[63.0375 59.9625] ; [18.9625 18.0375],0
n1,1,0.075927,3.15,[28 28] ; [ 4 12],[24.88888889 31.11111111] ; [7.11111111 8.88888889],0
r4,1,0.085359,2.959784,[79 46] ; [29  8],[83.33333333 41.66666667] ; [24.66666667 12.33333333],0
u3,1,0.091652,2.845118,[19 29] ; [8 4],[21.6 26.4] ; [5.4 6.6],0
s8,1,0.126724,2.332183,[31 93] ; [14 23],[34.65838509 89.34161491] ; [10.34161491 26.65838509],0
a7,1,0.142308,2.152827,[81 44] ; [28  8],[84.62732919 40.37267081] ; [24.37267081 11.62732919],0
v4,1,0.163775,1.939018,[98 26] ; [33  4],[100.89440994  23.10559006] ; [30.10559006  6.89440994],0
n5,1,0.187903,1.733986,[78 45] ; [19 18],[74.56875 48.43125] ; [22.43125 14.56875],0
r2,1,0.188115,1.732322,[102  22] ; [32  3],[104.50314465  19.49685535] ; [29.49685535  5.50314465],0
s7,1,0.189734,1.719682,[42 75] ; [16 17],[45.24 71.76] ; [12.76 20.24],0
p2,1,0.22362,1.480988,[74 51] ; [26 11],[77.16049383 47.83950617] ; [22.83950617 14.16049383],0
p1,1,0.229916,1.441382,[  9 116] ; [ 5 32],[ 10.80246914 114.19753086] ; [ 3.19753086 33.80246914],0
a2,1,0.238422,1.389899,[28 97] ; [ 5 32],[25.46296296 99.53703704] ; [ 7.53703704 29.46296296],0
p10,1,0.276953,1.181983,[57 65] ; [20 15],[59.8343949 62.1656051] ; [17.1656051 17.8343949],0
b2,1,0.335732,0.926662,[28 48] ; [ 3 10],[26.47191011 49.52808989] ; [4.52808989 8.47191011],0
b3,1,0.335732,0.926662,[28 48] ; [ 3 10],[26.47191011 49.52808989] ; [4.52808989 8.47191011],0
a8,1,0.349156,0.876522,[ 13 101] ; [ 2 32],[ 11.55405405 102.44594595] ; [ 3.44594595 30.55405405],0
p4,1,0.361668,0.832093,[47 78] ; [17 20],[49.38271605 75.61728395] ; [14.61728395 22.38271605],0
n3,1,0.375005,0.787012,[31 24] ; [11  5],[32.53521127 22.46478873] ; [9.46478873 6.53521127],0
n6,1,0.393085,0.729377,[77 46] ; [26 11],[79.18125 43.81875] ; [23.81875 13.18125],0
a5,1,0.429521,0.624118,[72 53] ; [24 13],[74.07407407 50.92592593] ; [21.92592593 15.07407407],0
p9,1,0.513734,0.426455,[68 52] ; [22 13],[69.67741935 50.32258065] ; [20.32258065 14.67741935],0
v1,1,0.514427,0.425052,[43 81] ; [15 22],[44.67080745 79.32919255] ; [13.32919255 23.67080745],0
p6,1,0.521746,0.410441,[31 92] ; [11 25],[32.49056604 90.50943396] ; [ 9.50943396 26.49056604],0
p3,1,0.528114,0.39802,[40 84] ; [14 23],[41.59006211 82.40993789] ; [12.40993789 24.59006211],0
a3,1,0.559485,0.340596,[76 46] ; [25 12],[77.49685535 44.50314465] ; [23.50314465 13.49685535],0
r1,1,0.581678,0.30353,[77 46] ; [25 12],[78.4125 44.5875] ; [23.5875 13.4125],0
b1,1,0.617631,0.249211,[70 55] ; [19 18],[68.67283951 56.32716049] ; [20.32716049 16.67283951],0
r3,1,0.619835,0.2461,[95 30] ; [28  7],[96.09375 28.90625] ; [26.90625  8.09375],0
a4,1,0.628668,0.233871,[51 72] ; [17 20],[52.275 70.725] ; [15.725 21.275],0
a6,1,0.638638,0.220528,[73 52] ; [20 17],[71.75925926 53.24074074] ; [21.24074074 15.75925926],0
p12,1,0.645185,0.212025,[  2 123] ; [ 1 35],[  2.32919255 122.67080745] ; [ 0.67080745 35.32919255],0
b5,1,0.654982,0.199677,[76 49] ; [24 13],[77.16049383 47.83950617] ; [22.83950617 14.16049383],0
b4,1,0.696091,0.152571,[62 63] ; [17 20],[60.95679012 64.04320988] ; [18.04320988 18.95679012],0
s1,1,0.722287,0.126312,[  9 115] ; [ 2 34],[  8.525 115.475] ; [ 2.475 33.525],0
u2,1,0.790602,0.070505,[18 30] ; [5 7],[18.4 29.6] ; [4.6 7.4],0
u1,1,0.805811,0.060434,[ 15 110] ; [ 5 32],[ 15.43209877 109.56790123] ; [ 4.56790123 32.43209877],0
a1,1,0.825233,0.048761,[  8 117] ; [ 2 35],[  7.71604938 117.28395062] ; [ 2.28395062 34.71604938],0
p8,1,0.846468,0.037491,[33 91] ; [ 9 27],[32.55 91.45] ; [ 9.45 26.55],0
d1,1,0.851539,0.035027,[63 62] ; [18 19],[62.5 62.5] ; [18.5 18.5],0
n2,1,0.897184,0.016698,[34 22] ; [10  6],[34.22222222 21.77777778] ; [9.77777778 6.22222222],0
p7,1,0.902331,0.01506,[57 68] ; [16 20],[56.67701863 68.32298137] ; [16.32298137 19.67701863],0
p5,1,0.955571,0.003104,[  7 117] ; [ 2 35],[  6.93167702 117.06832298] ; [ 2.06832298 34.93167702],0
d4,1,0.960149,0.002497,[91 33] ; [27 10],[90.88198758 33.11801242] ; [27.11801242  9.88198758],0
v2,1,0.975404,0.000951,[40 81] ; [12 24],[40.07643312 80.92356688] ; [11.92356688 24.07643312],0
d2,1,0.977712,0.000781,[60 64] ; [18 19],[60.07453416 63.92546584] ; [17.92546584 19.07453416],0
