Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.669224,[30  6] ; [12 23],[21.29577465 14.70422535] ; [20.70422535 14.29577465],1
p6,1,0.000697,11.496599,[17 18] ; [ 4 31],[10.5 24.5] ; [10.5 24.5],1
n1,1,0.008829,6.857143,[5 2] ; [ 2 12],[2.33333333 4.66666667] ; [4.66666667 9.33333333],0
a4,1,0.010072,6.622205,[ 6 31] ; [15 19],[10.94366197 26.05633803] ; [10.05633803 23.94366197],0
u2,1,0.0134,6.115556,[11  8] ; [ 3 14],[ 7.38888889 11.61111111] ; [ 6.61111111 10.38888889],0
a2,1,0.016665,5.731281,[ 2 35] ; [ 9 26],[ 5.65277778 31.34722222] ; [ 5.34722222 29.65277778],0
s7,1,0.030497,4.681036,[17 18] ; [ 8 26],[12.68115942 22.31884058] ; [12.31884058 21.68115942],0
s6,1,0.041483,4.156175,[26 10] ; [17 18],[21.8028169 14.1971831] ; [21.1971831 13.8028169],0
d3,1,0.049186,3.868998,[30  7] ; [21 14],[26.20833333 10.79166667] ; [24.79166667 10.20833333],0
u1,1,0.100341,2.700113,[ 4 33] ; [ 9 26],[ 6.68055556 30.31944444] ; [ 6.31944444 28.68055556],0
s1,1,0.135998,2.222662,[ 1 36] ; [ 4 30],[ 2.6056338 34.3943662] ; [ 2.3943662 31.6056338],0
u3,1,0.139883,2.179243,[12  7] ; [ 7 11],[9.75675676 9.24324324] ; [9.24324324 8.75675676],0
p5,1,0.184534,1.760728,[ 4 33] ; [ 1 34],[ 2.56944444 34.43055556] ; [ 2.43055556 32.56944444],0
s3,1,0.201349,1.632564,[23 14] ; [16 18],[20.32394366 16.67605634] ; [18.67605634 15.32394366],0
n6,1,0.204532,1.609717,[24 12] ; [28  7],[26.36619718  9.63380282] ; [25.63380282  9.36619718],0
s2,1,0.214006,1.544118,[18 18] ; [12 22],[15.42857143 20.57142857] ; [14.57142857 19.42857143],0
p2,1,0.220493,1.501158,[30  7] ; [24 11],[27.75  9.25] ; [26.25  8.75],0
s8,1,0.221182,1.496689,[13 23] ; [ 8 27],[10.64788732 25.35211268] ; [10.35211268 24.64788732],0
d4,1,0.237934,1.392792,[28  9] ; [22 13],[25.69444444 11.30555556] ; [24.30555556 10.69444444],0
b1,1,0.247749,1.335951,[24 13] ; [18 17],[21.58333333 15.41666667] ; [20.41666667 14.58333333],0
p10,1,0.260102,1.268216,[12 25] ; [ 7 27],[ 9.90140845 27.09859155] ; [ 9.09859155 24.90140845],0
b2,1,0.261979,1.258272,[ 5 22] ; [ 8 17],[ 6.75 20.25] ; [ 6.25 18.75],0
b3,1,0.261979,1.258272,[ 5 22] ; [ 8 17],[ 6.75 20.25] ; [ 6.25 18.75],0
v3,1,0.286327,1.136811,[15 22] ; [10 25],[12.84722222 24.15277778] ; [12.15277778 22.84722222],0
b5,1,0.354058,0.85886,[22 15] ; [17 18],[20.04166667 16.95833333] ; [18.95833333 16.04166667],0
a5,1,0.361125,0.833977,[25 12] ; [20 15],[23.125 13.875] ; [21.875 13.125],0
s4,1,0.382193,0.763636,[ 9 26] ; [ 6 29],[ 7.5 27.5] ; [ 7.5 27.5],0
r2,1,0.404475,0.694981,[34  3] ; [30  5],[32.88888889  4.11111111] ; [31.11111111  3.88888889],0
p3,1,0.406969,0.687639,[20 16] ; [16 19],[18.25352113 17.74647887] ; [17.74647887 17.25352113],0
r3,1,0.434192,0.611583,[33  4] ; [33  2],[33.91666667  3.08333333] ; [32.08333333  2.91666667],0
n3,1,0.447613,0.576689,[4 3] ; [11  4],[4.77272727 2.22727273] ; [10.22727273  4.77272727],0
d5,1,0.453286,0.562422,[28  9] ; [29  6],[29.29166667  7.70833333] ; [27.70833333  7.29166667],0
r1,1,0.501157,0.452486,[28  9] ; [24 11],[26.72222222 10.27777778] ; [25.27777778  9.72222222],0
p1,1,0.504821,0.444788,[ 5 32] ; [ 3 32],[ 4.11111111 32.88888889] ; [ 3.88888889 31.11111111],0
v2,1,0.542178,0.371518,[19 18] ; [15 19],[17.71830986 19.28169014] ; [16.28169014 17.71830986],0
s5,1,0.56917,0.324074,[ 7 28] ; [ 9 26],[ 8. 27.] ; [ 8. 27.],0
v4,1,0.634553,0.225937,[34  3] ; [31  4],[33.40277778  3.59722222] ; [31.59722222  3.40277778],0
n5,1,0.650178,0.205675,[21 16] ; [18 17],[20.04166667 16.95833333] ; [18.95833333 16.04166667],0
p11,1,0.65767,0.196366,[22 15] ; [19 16],[21.06944444 15.93055556] ; [19.93055556 15.06944444],0
n2,1,0.694354,0.154412,[6 1] ; [11  3],[5.66666667 1.33333333] ; [11.33333333  2.66666667],0
d2,1,0.803146,0.062139,[18 19] ; [16 19],[17.47222222 19.52777778] ; [16.52777778 18.47222222],0
d1,1,0.813593,0.055598,[19 18] ; [17 18],[18.5 18.5] ; [17.5 17.5],0
a6,1,0.842042,0.039713,[22 15] ; [20 15],[21.58333333 15.41666667] ; [20.41666667 14.58333333],0
r4,1,0.844749,0.038346,[30  7] ; [29  6],[30.31944444  6.68055556] ; [28.68055556  6.31944444],0
a7,1,0.875712,0.024463,[26 11] ; [24 11],[25.69444444 11.30555556] ; [24.30555556 10.69444444],0
v1,1,0.951454,0.003707,[14 23] ; [13 22],[13.875 23.125] ; [13.125 21.875],0
n4,1,0.951454,0.003707,[23 14] ; [22 13],[23.125 13.875] ; [21.875 13.125],0
a1,1,0.954395,0.00327,[ 2 35] ; [ 2 33],[ 2.05555556 34.94444444] ; [ 1.94444444 33.05555556],0
b4,1,0.96272,0.002185,[22 15] ; [21 14],[22.09722222 14.90277778] ; [20.90277778 14.09722222],0
a3,1,0.994772,4.3e-05,[18 19] ; [17 18],[17.98611111 19.01388889] ; [17.01388889 17.98611111],0
a8,1,1.0,0.0,[ 2 30] ; [ 2 30],[ 2. 30.] ; [ 2. 30.],0
