Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,62.259527,[ 35 130] ; [144  92],[73.65336658 91.34663342] ; [105.34663342 130.65336658],1
v1,1,1e-06,23.565232,[73 91] ; [163  74],[96.51870324 67.48129676] ; [139.48129676  97.51870324],1
a5,1,0.001352,10.269548,[116  53] ; [199  43],[129.52554745  39.47445255] ; [185.47445255  56.52554745],0
b1,1,0.016402,5.759205,[79 90] ; [ 85 158],[ 67.27184466 101.72815534] ; [ 96.72815534 146.27184466],0
s4,1,0.016514,5.747335,[ 49 116] ; [ 47 195],[ 38.91891892 126.08108108] ; [ 57.08108108 184.91891892],0
d1,1,0.027332,4.869711,[99 70] ; [168  75],[109.52184466  59.47815534] ; [157.47815534  85.52184466],0
r1,1,0.029261,4.7522,[139  29] ; [218  24],[146.28292683  21.71707317] ; [210.71707317  31.28292683],0
s8,1,0.029264,4.752036,[95 74] ; [161  80],[105.52195122  63.47804878] ; [150.47804878  90.52195122],0
p12,1,0.031801,4.609205,[ 13 156] ; [ 35 204],[ 19.88235294 149.11764706] ; [ 28.11764706 210.88235294],0
u1,1,0.037999,4.305058,[ 31 138] ; [ 66 177],[ 39.78883495 129.21116505] ; [ 57.21116505 185.78883495],0
s7,1,0.041304,4.163504,[105  55] ; [175  58],[113.99491094  46.00508906] ; [166.00508906  66.99491094],0
d4,1,0.055786,3.65845,[138  29] ; [215  26],[144.4877451  22.5122549] ; [208.5122549  32.4877451],0
p7,1,0.072763,3.21956,[103  62] ; [164  67],[111.25  53.75] ; [155.75  75.25],0
s1,1,0.078653,3.092516,[ 12 155] ; [  8 231],[  8.22660099 158.77339901] ; [ 11.77339901 227.22660099],0
d5,1,0.086778,2.933147,[132  34] ; [208  34],[138.33333333  27.66666667] ; [201.66666667  40.33333333],0
d2,1,0.108866,2.570599,[82 86] ; [137 104],[89.95599022 78.04400978] ; [129.04400978 111.95599022],0
a3,1,0.211289,1.562573,[122  47] ; [187  54],[127.36829268  41.63170732] ; [181.63170732  59.36829268],0
p10,1,0.211712,1.559683,[141  27] ; [210  28],[145.24137931  22.75862069] ; [205.75862069  32.24137931],0
p9,1,0.221957,1.491671,[145  22] ; [214  22],[148.76674938  18.23325062] ; [210.23325062  25.76674938],0
p8,1,0.24047,1.377836,[86 83] ; [134 102],[91.80246914 77.19753086] ; [128.19753086 107.80246914],0
a8,1,0.258977,1.274216,[ 23 136] ; [ 41 176],[ 27.06382979 131.93617021] ; [ 36.93617021 180.06382979],0
a6,1,0.265855,1.238008,[103  65] ; [160  80],[108.29411765  59.70588235] ; [154.70588235  85.29411765],0
b4,1,0.283903,1.148311,[94 75] ; [148  95],[99.26699029 69.73300971] ; [142.73300971 100.26699029],0
u3,1,0.297092,1.087201,[34 12] ; [36 20],[31.56862745 14.43137255] ; [38.43137255 17.56862745],0
