Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.194609,[ 4 18] ; [75 23],[14.48333333  7.51666667] ; [64.51666667 33.48333333],1
v4,1,1.1e-05,19.254428,[ 9 13] ; [83 15],[16.86666667  5.13333333] ; [75.13333333 22.86666667],1
r1,1,0.000178,14.051418,[ 5 17] ; [65 33],[12.83333333  9.16666667] ; [57.16666667 40.83333333],1
a8,1,0.005749,7.627357,[ 5 16] ; [ 5 91],[ 1.79487179 19.20512821] ; [ 8.20512821 87.79487179],0
r3,1,0.014216,6.011132,[12 10] ; [78 20],[16.5  5.5] ; [73.5 24.5],0
d1,1,0.016278,5.772561,[ 3 19] ; [40 58],[ 7.88333333 14.11666667] ; [35.11666667 62.88333333],0
d3,1,0.053186,3.73808,[ 6 16] ; [49 49],[10.08333333 11.91666667] ; [44.91666667 53.08333333],0
n6,1,0.058633,3.575644,[10 12] ; [65 32],[13.86554622  8.13445378] ; [61.13445378 35.86554622],0
v3,1,0.063718,3.437871,[ 2 20] ; [26 67],[ 5.35652174 16.64347826] ; [22.64347826 70.35652174],0
d5,1,0.09885,2.723999,[ 9 13] ; [59 39],[12.46666667  9.53333333] ; [55.53333333 42.46666667],0
p11,1,0.111966,2.526245,[ 8 14] ; [54 44],[11.36666667 10.63333333] ; [50.63333333 47.36666667],0
b1,1,0.118792,2.43318,[13  9] ; [40 58],[ 9.71666667 12.28333333] ; [43.28333333 54.71666667],0
a6,1,0.141541,2.161129,[ 9 13] ; [57 41],[12.1  9.9] ; [53.9 44.1],0
a5,1,0.167276,1.907184,[ 9 13] ; [56 42],[11.91666667 10.08333333] ; [53.08333333 44.91666667],0
u3,1,0.221289,1.495992,[4 9] ; [22 22],[5.92982456 7.07017544] ; [20.07017544 23.92982456],0
s5,1,0.238451,1.389725,[ 2 20] ; [18 73],[ 3.89380531 18.10619469] ; [16.10619469 74.89380531],0
p9,1,0.245506,1.348694,[ 8 13] ; [50 46],[10.41025641 10.58974359] ; [47.58974359 48.41025641],0
a2,1,0.249589,1.325605,[ 1 21] ; [13 85],[ 2.56666667 19.43333333] ; [11.43333333 86.56666667],0
p6,1,0.250581,1.320064,[ 1 19] ; [14 83],[ 2.56410256 17.43589744] ; [12.43589744 84.56410256],0
a3,1,0.285894,1.138856,[ 9 12] ; [54 43],[11.21186441  9.78813559] ; [51.78813559 45.21186441],0
p5,1,0.300988,1.069813,[ 2 19] ; [ 4 94],[ 1.05882353 19.94117647] ; [ 4.94117647 93.05882353],0
s3,1,0.314054,1.013548,[ 8 13] ; [26 70],[ 6.1025641 14.8974359] ; [27.8974359 68.1025641],0
b4,1,0.32392,0.973053,[14  8] ; [51 47],[11.91666667 10.08333333] ; [53.08333333 44.91666667],0
s1,1,0.335146,0.928911,[ 3 19] ; [ 7 89],[ 1.86440678 20.13559322] ; [ 8.13559322 87.86440678],0
n1,1,0.340778,0.907501,[4 3] ; [14 23],[2.86363636 4.13636364] ; [15.13636364 21.86363636],0
p3,1,0.371724,0.797893,[ 4 17] ; [28 70],[ 5.64705882 15.35294118] ; [26.35294118 71.64705882],0
s4,1,0.372709,0.794613,[ 2 20] ; [16 80],[ 3.3559322 18.6440678] ; [14.6440678 81.3559322],0
a4,1,0.414427,0.666066,[ 6 16] ; [35 61],[ 7.6440678 14.3559322] ; [33.3559322 62.6440678],0
v2,1,0.415803,0.662146,[ 7 14] ; [40 53],[ 8.65789474 12.34210526] ; [38.34210526 54.65789474],0
a7,1,0.43102,0.620074,[11 11] ; [58 40],[12.65  9.35] ; [56.35 41.65],0
p10,1,0.464084,0.536026,[ 8 13] ; [45 51],[ 9.51282051 11.48717949] ; [43.48717949 52.51282051],0
p8,1,0.531308,0.39189,[ 4 17] ; [25 73],[ 5.11764706 15.88235294] ; [23.88235294 74.11764706],0
d2,1,0.556384,0.346003,[ 7 15] ; [37 59],[ 8.20338983 13.79661017] ; [35.79661017 60.20338983],0
s6,1,0.617447,0.249471,[ 7 15] ; [36 60],[ 8.01694915 13.98305085] ; [34.98305085 61.01694915],0
n4,1,0.625567,0.238121,[12 10] ; [59 39],[13.01666667  8.98333333] ; [57.98333333 40.01666667],0
a1,1,0.639716,0.219113,[ 3 19] ; [10 88],[ 2.38333333 19.61666667] ; [10.61666667 87.38333333],0
b3,1,0.641133,0.217264,[ 4 10] ; [19 35],[4.73529412 9.26470588] ; [18.26470588 35.73529412],0
b2,1,0.641133,0.217264,[ 4 10] ; [19 35],[4.73529412 9.26470588] ; [18.26470588 35.73529412],0
p7,1,0.65538,0.199184,[ 7 15] ; [26 70],[ 6.15254237 15.84745763] ; [26.84745763 69.15254237],0
u1,1,0.658947,0.194805,[ 1 21] ; [ 7 91],[ 1.46666667 20.53333333] ; [ 6.53333333 91.46666667],0
n2,1,0.660537,0.192872,[4 3] ; [25 13],[4.51111111 2.48888889] ; [24.48888889 13.51111111],0
d4,1,0.738649,0.111317,[14  8] ; [66 32],[14.66666667  7.33333333] ; [65.33333333 32.66666667],0
v1,1,0.757403,0.095415,[ 6 16] ; [30 68],[ 6.6 15.4] ; [29.4 68.6],0
s8,1,0.760102,0.093236,[ 2 20] ; [11 86],[ 2.40336134 19.59663866] ; [10.59663866 86.40336134],0
u2,1,0.784003,0.075134,[6 7] ; [18 25],[5.57142857 7.42857143] ; [18.42857143 24.57142857],0
s2,1,0.823281,0.049875,[ 5 17] ; [24 72],[ 5.40677966 16.59322034] ; [23.59322034 72.40677966],0
b5,1,0.867343,0.0279,[13  9] ; [56 42],[12.65  9.35] ; [56.35 41.65],0
n5,1,0.876425,0.024181,[14  8] ; [60 37],[13.68067227  8.31932773] ; [60.31932773 36.68067227],0
p12,1,0.913799,0.011718,[ 1 21] ; [ 5 93],[ 1.1 20.9] ; [ 4.9 93.1],0
p4,1,0.935972,0.006454,[ 6 16] ; [27 69],[ 6.15254237 15.84745763] ; [26.84745763 69.15254237],0
n3,1,0.953415,0.003413,[4 3] ; [21 15],[4.06976744 2.93023256] ; [20.93023256 15.06976744],0
p1,1,0.989128,0.000186,[ 2 20] ; [ 9 89],[ 2.01666667 19.98333333] ; [ 8.98333333 89.01666667],0
