Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.927083,[ 9 67] ; [22 18],[20.31034483 55.68965517] ; [10.68965517 29.31034483],1
s6,1,0.001014,10.801825,[17 59] ; [21 19],[24.89655172 51.10344828] ; [13.10344828 26.89655172],0
s8,1,0.001394,10.213621,[ 8 68] ; [14 26],[14.4137931 61.5862069] ; [ 7.5862069 32.4137931],0
s7,1,0.003242,8.665932,[13 58] ; [17 21],[19.5412844 51.4587156] ; [10.4587156 27.5412844],0
p7,1,0.013273,6.13233,[19 53] ; [19 19],[24.87272727 47.12727273] ; [13.12727273 24.87272727],0
r3,1,0.022006,5.245287,[36 37] ; [28 11],[41.71428571 31.28571429] ; [22.28571429 16.71428571],0
p9,1,0.029553,4.735119,[37 35] ; [29 11],[42.42857143 29.57142857] ; [23.57142857 16.42857143],0
d4,1,0.029877,4.716336,[45 30] ; [32  8],[50.2173913 24.7826087] ; [26.7826087 13.2173913],0
s5,1,0.034698,4.459965,[ 8 68] ; [10 29],[11.89565217 64.10434783] ; [ 6.10434783 32.89565217],0
a6,1,0.07037,3.274376,[36 40] ; [26 14],[40.62068966 35.37931034] ; [21.37931034 18.62068966],0
p11,1,0.089566,2.882163,[33 43] ; [24 16],[37.34482759 38.65517241] ; [19.65517241 20.34482759],0
n1,1,0.100906,2.691162,[11 26] ; [9 8],[13.7037037 23.2962963] ; [ 6.2962963 10.7037037],0
a3,1,0.132655,2.261161,[41 34] ; [27 12],[44.73684211 30.26315789] ; [23.26315789 15.73684211],0
d5,1,0.1569,2.003854,[45 31] ; [29 11],[48.48275862 27.51724138] ; [25.51724138 14.48275862],0
p10,1,0.162909,1.947017,[34 39] ; [23 15],[37.48648649 35.51351351] ; [19.51351351 18.48648649],0
p2,1,0.173573,1.851806,[37 36] ; [25 14],[40.41071429 32.58928571] ; [21.58928571 17.41071429],0
d2,1,0.197394,1.661551,[26 48] ; [19 21],[29.21052632 44.78947368] ; [15.78947368 24.21052632],0
v1,1,0.212952,1.551242,[25 49] ; [17 20],[28. 46.] ; [14. 23.],0
v2,1,0.217054,1.523745,[25 48] ; [18 21],[28.02678571 44.97321429] ; [14.97321429 24.02678571],0
a4,1,0.246763,1.341536,[22 53] ; [16 24],[24.7826087 50.2173913] ; [13.2173913 26.7826087],0
r2,1,0.267938,1.227273,[40 32] ; [24 12],[42.66666667 29.33333333] ; [21.33333333 14.66666667],0
p3,1,0.284261,1.146603,[16 58] ; [12 27],[18.33628319 55.66371681] ; [ 9.66371681 29.33628319],0
a8,1,0.329592,0.950499,[ 4 67] ; [ 4 33],[ 5.25925926 65.74074074] ; [ 2.74074074 34.25925926],0
p1,1,0.330751,0.945955,[ 8 68] ; [ 2 37],[ 6.60869565 69.39130435] ; [ 3.39130435 35.60869565],0
n2,1,0.332879,0.937666,[21 16] ; [12  5],[22.61111111 14.38888889] ; [10.38888889  6.61111111],0
s1,1,0.348825,0.877726,[ 4 71] ; [ 4 36],[ 5.2173913 69.7826087] ; [ 2.7826087 37.2173913],0
p5,1,0.382199,0.763617,[ 6 69] ; [ 5 33],[ 7.30088496 67.69911504] ; [ 3.69911504 34.30088496],0
d1,1,0.39326,0.728839,[28 48] ; [18 22],[30.13793103 45.86206897] ; [15.86206897 24.13793103],0
d3,1,0.394609,0.724692,[35 40] ; [22 18],[37.17391304 37.82608696] ; [19.82608696 20.17391304],0
b2,1,0.427662,0.629164,[16 25] ; [ 8 19],[14.47058824 26.52941176] ; [ 9.52941176 17.47058824],0
b3,1,0.427662,0.629164,[16 25] ; [ 8 19],[14.47058824 26.52941176] ; [ 9.52941176 17.47058824],0
p12,1,0.52465,0.404742,[ 2 72] ; [ 2 38],[ 2.59649123 71.40350877] ; [ 1.40350877 38.59649123],0
p6,1,0.548385,0.360218,[12 61] ; [ 8 30],[13.15315315 59.84684685] ; [ 6.84684685 31.15315315],0
u1,1,0.558673,0.342008,[ 6 70] ; [ 2 38],[ 5.24137931 70.75862069] ; [ 2.75862069 37.24137931],0
u2,1,0.560306,0.339175,[11 23] ; [5 7],[11.82608696 22.17391304] ; [4.17391304 7.82608696],0
b1,1,0.589089,0.291769,[42 34] ; [20 20],[40.62068966 35.37931034] ; [21.37931034 18.62068966],0
n6,1,0.606338,0.265543,[43 30] ; [21 18],[41.71428571 31.28571429] ; [22.28571429 16.71428571],0
r1,1,0.614498,0.253676,[21 54] ; [13 27],[22.17391304 52.82608696] ; [11.82608696 28.17391304],0
a2,1,0.619719,0.246263,[10 66] ; [ 4 36],[ 9.17241379 66.82758621] ; [ 4.82758621 35.17241379],0
p8,1,0.676303,0.174317,[20 55] ; [ 9 30],[19.07894737 55.92105263] ; [ 9.92105263 29.07894737],0
n4,1,0.689412,0.159722,[44 31] ; [25 15],[45. 30.] ; [24. 16.],0
a1,1,0.748743,0.10259,[ 8 68] ; [ 5 35],[ 8.51724138 67.48275862] ; [ 4.48275862 35.51724138],0
v3,1,0.790605,0.070503,[19 56] ; [ 9 30],[18.42105263 56.57894737] ; [ 9.57894737 29.42105263],0
b5,1,0.807951,0.059083,[40 36] ; [22 18],[40.62068966 35.37931034] ; [21.37931034 18.62068966],0
v4,1,0.825585,0.048562,[45 30] ; [23 14],[45.53571429 29.46428571] ; [22.46428571 14.53571429],0
n5,1,0.839197,0.041177,[46 28] ; [25 14],[46.49557522 27.50442478] ; [24.50442478 14.49557522],0
b4,1,0.858884,0.031611,[45 31] ; [23 17],[44.55172414 31.44827586] ; [23.44827586 16.55172414],0
p4,1,0.889633,0.019257,[25 49] ; [13 27],[24.66666667 49.33333333] ; [13.33333333 26.66666667],0
a7,1,0.890446,0.018972,[36 38] ; [20 20],[36.35087719 37.64912281] ; [19.64912281 20.35087719],0
u3,1,0.927471,0.008286,[10 24] ; [4 9],[10.12765957 23.87234043] ; [3.87234043 9.12765957],0
n3,1,0.928014,0.008162,[18 19] ; [8 8],[18.1509434 18.8490566] ; [7.8490566 8.1509434],0
a5,1,0.978389,0.000734,[42 34] ; [22 18],[41.93103448 34.06896552] ; [22.06896552 17.93103448],0
