Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.8e-05,18.40637,[40 41] ; [44  7],[51.54545455 29.45454545] ; [32.45454545 18.54545455],1
a1,1,0.298394,1.081358,[ 3 80] ; [ 4 48],[ 4.3037037 78.6962963] ; [ 2.6962963 49.3037037],0
p2,1,0.308048,1.039026,[68 15] ; [46  6],[70.08888889 12.91111111] ; [43.91111111  8.08888889],0
a2,1,0.352752,0.863532,[21 62] ; [17 35],[23.36296296 59.63703704] ; [14.63703704 37.36296296],0
s6,1,0.356096,0.851613,[54 26] ; [39 13],[56.36363636 23.63636364] ; [36.63636364 15.36363636],0
a7,1,0.371929,0.797208,[58 25] ; [40 12],[60.25185185 22.74814815] ; [37.74814815 14.25185185],0
u3,1,0.387094,0.748052,[12  9] ; [8 3],[13.125  7.875] ; [6.875 4.125],0
s2,1,0.43155,0.618648,[47 36] ; [33 19],[49.18518519 33.81481481] ; [30.81481481 21.18518519],0
n1,1,0.433273,0.614035,[ 7 12] ; [8 8],[ 8.14285714 10.85714286] ; [6.85714286 9.14285714],0
a3,1,0.447953,0.575827,[62 21] ; [41 10],[63.79850746 19.20149254] ; [39.20149254 11.79850746],0
n4,1,0.458109,0.55051,[66 17] ; [44  8],[67.62962963 15.37037037] ; [42.37037037  9.62962963],0
u2,1,0.465411,0.53285,[10 10] ; [7 4],[10.96774194  9.03225806] ; [6.03225806 4.96774194],0
b4,1,0.513608,0.426709,[51 32] ; [29 23],[49.18518519 33.81481481] ; [30.81481481 21.18518519],0
n6,1,0.522651,0.408659,[65 16] ; [44  8],[66.38345865 14.61654135] ; [42.61654135  9.38345865],0
d1,1,0.538298,0.378703,[45 38] ; [31 21],[46.72592593 36.27407407] ; [29.27407407 22.72592593],0
a4,1,0.576691,0.311615,[39 44] ; [27 25],[40.57777778 42.42222222] ; [25.42222222 26.57777778],0
s4,1,0.595822,0.281343,[19 64] ; [14 38],[20.28888889 62.71111111] ; [12.71111111 39.28888889],0
a6,1,0.607075,0.264456,[50 32] ; [34 18],[51.40298507 30.59701493] ; [32.59701493 19.40298507],0
d2,1,0.607101,0.264419,[42 40] ; [29 23],[43.44776119 38.55223881] ; [27.55223881 24.44776119],0
n3,1,0.64177,0.216435,[11  7] ; [11  5],[11.64705882  6.35294118] ; [10.35294118  5.64705882],0
v1,1,0.679395,0.170808,[34 46] ; [24 28],[35.15151515 44.84848485] ; [22.84848485 29.15151515],0
s1,1,0.719297,0.129167,[ 5 77] ; [ 4 48],[ 5.50746269 76.49253731] ; [ 3.49253731 48.50746269],0
d4,1,0.749561,0.101901,[66 16] ; [43  9],[66.70149254 15.29850746] ; [42.29850746  9.70149254],0
a5,1,0.834244,0.043791,[62 21] ; [38 14],[61.48148148 21.51851852] ; [38.51851852 13.48148148],0
u1,1,0.859619,0.031279,[17 66] ; [10 42],[16.6 66.4] ; [10.4 41.6],0
n2,1,0.865281,0.028783,[15  4] ; [13  3],[15.2  3.8] ; [12.8  3.2],0
v2,1,0.895683,0.017192,[43 38] ; [27 25],[42.63157895 38.36842105] ; [27.36842105 24.63157895],0
r2,1,0.923895,0.009126,[76  5] ; [49  3],[76.12781955  4.87218045] ; [48.87218045  3.12781955],0
r3,1,0.937693,0.006111,[77  5] ; [49  3],[77.10447761  4.89552239] ; [48.89552239  3.10447761],0
s3,1,0.937962,0.006058,[52 30] ; [32 19],[51.78947368 30.21052632] ; [32.21052632 18.78947368],0
n5,1,0.940369,0.005596,[59 23] ; [37 14],[59.18796992 22.81203008] ; [36.81203008 14.18796992],0
b1,1,0.942441,0.005213,[33 50] ; [21 31],[33.2 49.8] ; [20.8 31.2],0
p11,1,0.968703,0.001539,[62 21] ; [39 13],[62.0962963 20.9037037] ; [38.9037037 13.0962963],0
