Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.9e-05,16.897533,[1 5] ; [52  8],[4.81818182 1.18181818] ; [48.18181818 11.81818182],1
r3,1,5.2e-05,16.360043,[2 4] ; [57  5],[5.20588235 0.79411765] ; [53.79411765  8.20588235],1
s1,1,0.000341,12.829463,[2 4] ; [ 1 60],[0.26865672 5.73134328] ; [ 2.73134328 58.26865672],1
p10,1,0.000628,11.691941,[1 5] ; [49 12],[4.47761194 1.52238806] ; [45.52238806 15.47761194],1
r2,1,0.010665,6.520294,[3 2] ; [59  4],[4.55882353 0.44117647] ; [57.44117647  5.55882353],0
a7,1,0.017284,5.667336,[1 5] ; [41 21],[3.70588235 2.29411765] ; [38.29411765 23.70588235],0
n6,1,0.017836,5.6122,[2 4] ; [49 14],[4.43478261 1.56521739] ; [46.56521739 16.43478261],0
b3,1,0.072124,3.234,[2 1] ; [ 6 24],[0.72727273 2.27272727] ; [ 7.27272727 22.72727273],0
b2,1,0.072124,3.234,[2 1] ; [ 6 24],[0.72727273 2.27272727] ; [ 7.27272727 22.72727273],0
n3,1,0.099438,2.714533,[2 3] ; [17  5],[3.51851852 1.48148148] ; [15.48148148  6.51851852],0
v2,1,0.110253,2.550587,[1 5] ; [30 29],[2.86153846 3.13846154] ; [28.13846154 30.86153846],0
p1,1,0.121498,2.397908,[1 5] ; [ 2 61],[0.26086957 5.73913043] ; [ 2.73913043 60.26086957],0
p2,1,0.125192,2.351137,[2 4] ; [41 22],[3.73913043 2.26086957] ; [39.26086957 23.73913043],0
p11,1,0.148076,2.091963,[2 4] ; [40 23],[3.65217391 2.34782609] ; [38.34782609 24.65217391],0
r1,1,0.173243,1.854654,[2 4] ; [39 24],[3.56521739 2.43478261] ; [37.43478261 25.56521739],0
s6,1,0.180305,1.79511,[3 3] ; [46 15],[4.3880597 1.6119403] ; [44.6119403 16.3880597],0
d4,1,0.19735,1.66188,[3 3] ; [47 16],[4.34782609 1.65217391] ; [45.65217391 17.34782609],0
s5,1,0.198121,1.656171,[1 5] ; [25 32],[2.47619048 3.52380952] ; [23.52380952 33.47619048],0
v1,1,0.296745,1.088766,[1 5] ; [24 39],[2.17391304 3.82608696] ; [22.82608696 40.17391304],0
a5,1,0.296951,1.087838,[2 4] ; [35 28],[3.2173913 2.7826087] ; [33.7826087 29.2173913],0
b1,1,0.319005,0.993023,[3 3] ; [19 44],[1.91304348 4.08695652] ; [20.08695652 42.91304348],0
d5,1,0.380424,0.769331,[3 3] ; [42 20],[3.97058824 2.02941176] ; [41.02941176 20.97058824],0
s2,1,0.380424,0.769331,[3 3] ; [42 20],[3.97058824 2.02941176] ; [41.02941176 20.97058824],0
d2,1,0.412761,0.670833,[3 3] ; [21 42],[2.08695652 3.91304348] ; [21.91304348 41.08695652],0
b4,1,0.413684,0.668187,[2 4] ; [32 31],[2.95652174 3.04347826] ; [31.04347826 31.95652174],0
d3,1,0.429873,0.623167,[3 3] ; [41 21],[3.88235294 2.11764706] ; [40.11764706 21.88235294],0
s3,1,0.429873,0.623167,[3 3] ; [41 21],[3.88235294 2.11764706] ; [40.11764706 21.88235294],0
b5,1,0.514614,0.424674,[3 3] ; [40 23],[3.73913043 2.26086957] ; [39.26086957 23.73913043],0
d1,1,0.514614,0.424674,[3 3] ; [23 40],[2.26086957 3.73913043] ; [23.73913043 39.26086957],0
v3,1,0.51921,0.415463,[1 5] ; [18 44],[1.67647059 4.32352941] ; [17.32352941 44.67647059],0
n1,1,0.601389,0.272907,[1 4] ; [ 7 15],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
s7,1,0.617324,0.249646,[2 3] ; [32 30],[2.53731343 2.46268657] ; [31.46268657 30.53731343],0
a3,1,0.705213,0.143106,[4 2] ; [37 26],[3.56521739 2.43478261] ; [37.43478261 25.56521739],0
u3,1,0.74748,0.103661,[1 1] ; [16 10],[1.21428571 0.78571429] ; [15.78571429 10.21428571],0
n5,1,0.793775,0.068336,[3 3] ; [35 28],[3.30434783 2.69565217] ; [34.69565217 28.30434783],0
a4,1,0.871712,0.026077,[2 4] ; [19 44],[1.82608696 4.17391304] ; [19.17391304 43.82608696],0
p3,1,0.886675,0.02031,[1 5] ; [12 51],[1.13043478 4.86956522] ; [11.86956522 51.13043478],0
n4,1,0.911171,0.012446,[3 3] ; [33 30],[3.13043478 2.86956522] ; [32.86956522 30.13043478],0
