Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.6e-05,18.670069,[62 22] ; [28 43],[48.77419355 35.22580645] ; [41.22580645 29.77419355],1
a3,1,5.1e-05,16.423139,[65 19] ; [32 38],[52.90909091 31.09090909] ; [44.09090909 25.90909091],1
a4,1,0.000127,14.689292,[40 44] ; [13 58],[28.72258065 55.27741935] ; [24.27741935 46.72258065],1
d5,1,0.000148,14.399482,[72 12] ; [41 29],[61.63636364 22.36363636] ; [51.36363636 18.63636364],1
d1,1,0.000193,13.900145,[50 34] ; [21 50],[38.47741935 45.52258065] ; [32.52258065 38.47741935],1
d2,1,0.000725,11.42434,[41 43] ; [16 55],[30.89032258 53.10967742] ; [26.10967742 44.89032258],1
r1,1,0.002968,8.826772,[67 17] ; [41 30],[58.52903226 25.47096774] ; [49.47096774 21.52903226],0
u1,1,0.006678,7.357704,[11 73] ; [ 1 70],[ 6.50322581 77.49677419] ; [ 5.49677419 65.50322581],0
s6,1,0.011032,6.460103,[46 37] ; [24 45],[38.22368421 44.77631579] ; [31.77631579 37.22368421],0
n4,1,0.011698,6.356095,[39 45] ; [19 52],[31.43225806 52.56774194] ; [26.56774194 44.43225806],0
p3,1,0.039949,4.220035,[23 60] ; [10 61],[17.78571429 65.21428571] ; [15.21428571 55.78571429],0
d4,1,0.051232,3.800671,[73 11] ; [53 18],[68.28387097 15.71612903] ; [57.71612903 13.28387097],0
r4,1,0.08513,2.964142,[69 15] ; [50 21],[64.49032258 19.50967742] ; [54.50967742 16.49032258],0
r3,1,0.087971,2.911108,[79  5] ; [61 10],[75.87096774  8.12903226] ; [64.12903226  6.87096774],0
s7,1,0.093116,2.819655,[28 50] ; [16 53],[23.34693878 54.65306122] ; [20.65306122 48.34693878],0
v2,1,0.10976,2.55768,[44 37] ; [28 40],[39.1409396 41.8590604] ; [32.8590604 35.1409396],0
v3,1,0.118396,2.438418,[25 53] ; [14 54],[20.83561644 57.16438356] ; [18.16438356 49.83561644],0
d3,1,0.121494,2.397953,[57 27] ; [39 31],[52.36363636 31.63636364] ; [43.63636364 26.36363636],0
p10,1,0.178907,1.806683,[53 31] ; [35 32],[48.95364238 35.04635762] ; [39.04635762 27.95364238],0
v1,1,0.224767,1.473672,[34 48] ; [22 47],[30.41059603 51.58940397] ; [25.58940397 43.41059603],0
p5,1,0.239919,1.381071,[ 4 79] ; [ 1 69],[ 2.7124183 80.2875817] ; [ 2.2875817 67.7124183],0
s2,1,0.265348,1.240639,[32 52] ; [21 50],[28.72258065 55.27741935] ; [24.27741935 46.72258065],0
n3,1,0.305365,1.050618,[15  9] ; [19  6],[16.65306122  7.34693878] ; [17.34693878  7.65306122],0
s1,1,0.330497,0.946951,[ 3 81] ; [ 5 66],[ 4.33548387 79.66451613] ; [ 3.66451613 67.33548387],0
s3,1,0.385419,0.753345,[39 44] ; [28 42],[36.34640523 46.65359477] ; [30.65359477 39.34640523],0
v4,1,0.388987,0.742105,[73  9] ; [59 11],[71.21052632 10.78947368] ; [60.78947368  9.21052632],0
p6,1,0.461169,0.543056,[10 72] ; [11 56],[11.55704698 70.44295302] ; [ 9.44295302 57.55704698],0
s8,1,0.461594,0.542028,[23 60] ; [16 55],[21.01948052 61.98051948] ; [17.98051948 53.01948052],0
n1,1,0.475336,0.509546,[ 6 20] ; [ 8 17],[ 7.1372549 18.8627451] ; [ 6.8627451 18.1372549],0
a1,1,0.51729,0.419294,[ 2 82] ; [ 3 68],[ 2.70967742 81.29032258] ; [ 2.29032258 68.70967742],0
s5,1,0.528835,0.39663,[20 59] ; [14 53],[18.39726027 60.60273973] ; [15.60273973 51.39726027],0
p2,1,0.531833,0.390888,[58 26] ; [45 25],[56.18181818 27.81818182] ; [46.81818182 23.18181818],0
b4,1,0.541959,0.371921,[48 36] ; [44 27],[49.85806452 34.14193548] ; [42.14193548 28.85806452],0
b2,1,0.572164,0.319075,[15 27] ; [11 26],[13.82278481 28.17721519] ; [12.17721519 24.82278481],0
b3,1,0.572164,0.319075,[15 27] ; [11 26],[13.82278481 28.17721519] ; [12.17721519 24.82278481],0
p8,1,0.658332,0.195556,[28 56] ; [21 49],[26.72727273 57.27272727] ; [22.27272727 47.72727273],0
p12,1,0.662808,0.190131,[ 2 81] ; [ 1 69],[ 1.62745098 81.37254902] ; [ 1.37254902 68.62745098],0
b1,1,0.687574,0.161724,[31 53] ; [24 47],[29.80645161 54.19354839] ; [25.19354839 45.80645161],0
n2,1,0.690926,0.158085,[17  9] ; [15 10],[16.31372549  9.68627451] ; [15.68627451  9.31372549],0
a7,1,0.699692,0.148792,[60 24] ; [48 22],[58.90909091 25.09090909] ; [49.09090909 20.90909091],0
u2,1,0.705808,0.1425,[10  9] ; [22 16],[10.66666667  8.33333333] ; [21.33333333 16.66666667],0
r2,1,0.757325,0.095478,[73  8] ; [62  8],[72.41721854  8.58278146] ; [62.58278146  7.41721854],0
p7,1,0.771025,0.084701,[34 48] ; [27 42],[33.12582781 48.87417219] ; [27.87417219 41.12582781],0
u3,1,0.779652,0.078273,[ 9 10] ; [20 19],[9.5 9.5] ; [19.5 19.5],0
s4,1,0.793243,0.068697,[18 66] ; [14 57],[17.34193548 66.65806452] ; [14.65806452 56.34193548],0
p1,1,0.831247,0.045413,[ 3 80] ; [ 3 67],[ 3.25490196 79.74509804] ; [ 2.74509804 67.25490196],0
b5,1,0.843481,0.038984,[51 33] ; [42 29],[50.4 33.6] ; [42.6 28.4],0
a8,1,0.854347,0.0337,[ 4 72] ; [ 4 63],[ 4.25174825 71.74825175] ; [ 3.74825175 63.25174825],0
p9,1,0.866564,0.028232,[56 27] ; [45 23],[55.51655629 27.48344371] ; [45.48344371 22.51655629],0
p11,1,0.885498,0.020737,[53 31] ; [44 27],[52.56774194 31.43225806] ; [44.43225806 26.56774194],0
n6,1,0.962843,0.00217,[50 34] ; [42 29],[49.85806452 34.14193548] ; [42.14193548 28.85806452],0
