Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.00055,11.938687,[110 201] ; [35 24],[121.87837838 189.12162162] ; [23.12162162 35.87837838],1
n5,1,0.000805,11.229453,[264  45] ; [39 19],[255.11444142  53.88555858] ; [47.88555858 10.11444142],1
p7,1,0.00137,10.245933,[232  69] ; [33 25],[222.18662953  78.81337047] ; [42.81337047 15.18662953],0
p8,1,0.002627,9.050279,[189 117] ; [24 35],[178.56986301 127.43013699] ; [34.43013699 24.56986301],0
r3,1,0.005166,7.820512,[302   8] ; [53  6],[298.23848238  11.76151762] ; [56.76151762  2.23848238],0
p3,1,0.009653,6.697871,[192 117] ; [26 33],[183.04891304 125.95108696] ; [34.95108696 24.04891304],0
s3,1,0.012698,6.210653,[235  72] ; [36 23],[227.31420765  79.68579235] ; [43.68579235 15.31420765],0
n4,1,0.013209,6.140876,[267  44] ; [43 16],[260.56756757  50.43243243] ; [49.43243243  9.56756757],0
p4,1,0.020447,5.373353,[220  89] ; [33 26],[212.4375  96.5625] ; [40.5625 18.4375],0
p5,1,0.057232,3.615847,[ 57 249] ; [ 5 54],[ 51.97808219 254.02191781] ; [10.02191781 48.97808219],0
u2,1,0.077266,3.121501,[35 14] ; [7 8],[32.15625 16.84375] ; [9.84375 5.15625],0
s1,1,0.083284,2.999626,[ 11 298] ; [ 5 53],[ 13.47138965 295.52861035] ; [ 2.52861035 55.47138965],0
b2,1,0.097358,2.748302,[102 126] ; [ 9 22],[ 97.71428571 130.28571429] ; [13.28571429 17.71428571],0
b3,1,0.097358,2.748302,[102 126] ; [ 9 22],[ 97.71428571 130.28571429] ; [13.28571429 17.71428571],0
s5,1,0.097464,2.746563,[136 165] ; [31 23],[141.5971831 159.4028169] ; [25.4028169 28.5971831],0
a3,1,0.122095,2.390239,[261  49] ; [44 14],[256.92934783  53.07065217] ; [48.07065217  9.92934783],0
d4,1,0.148988,2.082581,[264  45] ; [46 13],[260.29891304  48.70108696] ; [49.70108696  9.29891304],0
p2,1,0.160309,1.971313,[273  37] ; [48 11],[269.67479675  40.32520325] ; [51.32520325  7.67479675],0
n6,1,0.174447,1.844311,[278  30] ; [48  9],[275.09041096  32.90958904] ; [50.90958904  6.09041096],0
