Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,45.985296,[95 21] ; [15 38],[75.50295858 40.49704142] ; [34.49704142 18.50295858],1
s7,1,0.0,26.695952,[88 25] ; [19 33],[73.27878788 39.72121212] ; [33.72121212 18.27878788],1
s8,1,0.000123,14.751576,[82 34] ; [21 32],[70.69822485 45.30177515] ; [32.30177515 20.69822485],1
a3,1,0.005284,7.779558,[90 26] ; [30 23],[82.36686391 33.63313609] ; [37.63313609 15.36686391],0
r3,1,0.006239,7.479938,[112   4] ; [45  8],[107.76331361   8.23668639] ; [49.23668639  3.76331361],0
n2,1,0.017376,5.657991,[26  5] ; [7 7],[22.73333333  8.26666667] ; [10.26666667  3.73333333],0
d3,1,0.020794,5.344005,[50 66] ; [33 20],[56.9704142 59.0295858] ; [26.0295858 26.9704142],0
v1,1,0.043147,4.08963,[69 44] ; [23 29],[63.00606061 49.99393939] ; [28.99393939 23.00606061],0
n4,1,0.055139,3.677872,[97 18] ; [38 15],[92.41071429 22.58928571] ; [42.58928571 10.41071429],0
n1,1,0.066907,3.357316,[18 13] ; [ 4 10],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
r1,1,0.085682,2.953676,[91 25] ; [35 18],[86.4852071 29.5147929] ; [39.5147929 13.4852071],0
b2,1,0.109116,2.566978,[37 44] ; [ 9 22],[33.26785714 47.73214286] ; [12.73214286 18.26785714],0
b3,1,0.109116,2.566978,[37 44] ; [ 9 22],[33.26785714 47.73214286] ; [12.73214286 18.26785714],0
p11,1,0.133011,2.257012,[95 21] ; [38 15],[91.28994083 24.71005917] ; [41.71005917 11.28994083],0
d4,1,0.146069,2.11283,[92 23] ; [37 16],[88.30357143 26.69642857] ; [40.69642857 12.30357143],0
p7,1,0.154139,2.030809,[76 37] ; [29 23],[71.90909091 41.09090909] ; [33.09090909 18.90909091],0
p2,1,0.16153,1.959848,[93 22] ; [37 15],[89.52095808 25.47904192] ; [40.47904192 11.52095808],0
v3,1,0.237447,1.395689,[51 62] ; [18 33],[47.54268293 65.45731707] ; [21.45731707 29.54268293],0
p5,1,0.238755,1.387932,[19 96] ; [ 5 47],[16.52694611 98.47305389] ; [ 7.47305389 44.52694611],0
r2,1,0.251899,1.312738,[106   9] ; [45  7],[103.98203593  11.01796407] ; [47.01796407  4.98203593],0
a8,1,0.253535,1.303718,[16 95] ; [ 4 46],[13.78881988 97.21118012] ; [ 6.21118012 43.78881988],0
s1,1,0.25537,1.293684,[  4 110] ; [ 4 49],[  5.46107784 108.53892216] ; [ 2.53892216 50.46107784],0
p8,1,0.267447,1.229793,[61 53] ; [23 29],[57.68674699 56.31325301] ; [26.31325301 25.68674699],0
p6,1,0.284928,1.143433,[50 62] ; [19 34],[46.83636364 65.16363636] ; [22.16363636 30.83636364],0
p3,1,0.298102,1.082667,[68 48] ; [26 26],[64.9047619 51.0952381] ; [29.0952381 22.9047619],0
p1,1,0.313222,1.017042,[ 12 103] ; [ 3 50],[ 10.26785714 104.73214286] ; [ 4.73214286 48.26785714],0
a4,1,0.374222,0.789599,[54 61] ; [21 32],[51.33928571 63.66071429] ; [23.66071429 29.33928571],0
p12,1,0.412421,0.671812,[ 11 104] ; [ 3 49],[  9.64071856 105.35928144] ; [ 4.35928144 47.64071856],0
n5,1,0.423376,0.640926,[93 22] ; [40 13],[91.04166667 23.95833333] ; [41.95833333 11.04166667],0
p4,1,0.434078,0.611887,[73 43] ; [30 23],[70.69822485 45.30177515] ; [32.30177515 20.69822485],0
s5,1,0.44601,0.580772,[56 57] ; [22 29],[53.74390244 59.25609756] ; [24.25609756 26.74390244],0
d2,1,0.448631,0.574109,[54 62] ; [28 25],[56.28402367 59.71597633] ; [25.71597633 27.28402367],0
a5,1,0.450306,0.569882,[81 35] ; [40 13],[83.05325444 32.94674556] ; [37.94674556 15.05325444],0
s4,1,0.45461,0.559132,[30 85] ; [11 42],[28.06547619 86.93452381] ; [12.93452381 40.06547619],0
d1,1,0.500881,0.453069,[57 59] ; [29 24],[59.0295858 56.9704142] ; [26.9704142 26.0295858],0
n6,1,0.525591,0.402908,[93 22] ; [45  8],[94.46428571 20.53571429] ; [43.53571429  9.46428571],0
u1,1,0.543812,0.36852,[  6 110] ; [ 4 49],[  6.86390533 109.13609467] ; [ 3.13609467 49.86390533],0
v4,1,0.576517,0.311899,[107   8] ; [48  5],[106.10119048   8.89880952] ; [48.89880952  4.10119048],0
r4,1,0.588092,0.293334,[100  16] ; [44  9],[98.84023669 17.15976331] ; [45.15976331  7.84023669],0
b4,1,0.611821,0.257531,[63 53] ; [31 22],[64.52071006 51.47928994] ; [29.47928994 23.52071006],0
d5,1,0.688006,0.161253,[90 25] ; [40 13],[88.98809524 26.01190476] ; [41.01190476 11.98809524],0
a2,1,0.728862,0.120159,[ 13 103] ; [ 5 48],[ 12.35502959 103.64497041] ; [ 5.64497041 47.35502959],0
a6,1,0.737677,0.112179,[45 71] ; [22 31],[45.98816568 70.01183432] ; [21.01183432 31.98816568],0
p9,1,0.770197,0.085332,[98 18] ; [43  9],[97.35714286 18.64285714] ; [43.64285714  8.35714286],0
b1,1,0.827588,0.047435,[59 57] ; [26 27],[58.34319527 57.65680473] ; [26.65680473 26.34319527],0
p10,1,0.863853,0.029402,[92 23] ; [41 11],[91.58682635 23.41317365] ; [41.41317365 10.58682635],0
a1,1,0.878564,0.023345,[  8 108] ; [ 4 49],[  8.23668639 107.76331361] ; [ 3.76331361 49.23668639],0
u3,1,0.87925,0.02308,[13 13] ; [11 12],[12.73469388 13.26530612] ; [11.26530612 11.73469388],0
u2,1,0.906815,0.013702,[14 12] ; [12 11],[13.79591837 12.20408163] ; [12.20408163 10.79591837],0
v2,1,0.923767,0.009156,[52 58] ; [25 27],[52.28395062 57.71604938] ; [24.71604938 27.28395062],0
n3,1,0.987695,0.000238,[19 12] ; [8 5],[19.02272727 11.97727273] ; [7.97727273 5.02272727],0
b5,1,0.992171,9.6e-05,[57 59] ; [26 27],[56.9704142 59.0295858] ; [26.0295858 26.9704142],0
