Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7.1e-05,15.782956,[24 17] ; [ 8 38],[15.08045977 25.91954023] ; [16.91954023 29.08045977],1
s6,1,0.000256,13.364427,[31  6] ; [20 25],[23.01219512 13.98780488] ; [27.98780488 17.01219512],1
s5,1,0.000311,13.004599,[17 18] ; [ 5 38],[ 9.87179487 25.12820513] ; [12.12820513 30.87179487],1
s3,1,0.001202,10.487805,[28 13] ; [15 30],[20.5 20.5] ; [22.5 22.5],0
s7,1,0.001333,10.296802,[24 15] ; [11 31],[16.85185185 22.14814815] ; [18.14814815 23.85185185],0
b3,1,0.017994,5.596761,[ 5 21] ; [14 14],[ 9.14814815 16.85185185] ; [ 9.85185185 18.14814815],0
b2,1,0.017994,5.596761,[ 5 21] ; [14 14],[ 9.14814815 16.85185185] ; [ 9.85185185 18.14814815],0
a5,1,0.018181,5.578637,[29 12] ; [21 25],[23.56321839 17.43678161] ; [26.43678161 19.56321839],0
p10,1,0.053163,3.738775,[33  8] ; [27 17],[28.94117647 12.05882353] ; [31.05882353 12.94117647],0
n1,1,0.081497,3.034782,[ 1 10] ; [ 7 11],[3.03448276 7.96551724] ; [ 4.96551724 13.03448276],0
p6,1,0.095485,2.779382,[21 19] ; [14 27],[17.28395062 22.71604938] ; [17.71604938 23.28395062],0
s4,1,0.095605,2.777373,[10 31] ; [ 5 41],[ 7.06896552 33.93103448] ; [ 7.93103448 38.06896552],0
p4,1,0.096825,2.757084,[26 15] ; [20 24],[22.18823529 18.81176471] ; [23.81176471 20.18823529],0
r2,1,0.10346,2.651376,[34  5] ; [32 12],[31.01204819  7.98795181] ; [34.98795181  9.01204819],0
p3,1,0.107042,2.597353,[23 18] ; [17 27],[19.29411765 21.70588235] ; [20.70588235 23.29411765],0
v1,1,0.123987,2.366216,[28 11] ; [25 20],[24.60714286 14.39285714] ; [28.39285714 16.60714286],0
u2,1,0.135575,2.227482,[ 5 10] ; [8 5],[6.96428571 8.03571429] ; [6.03571429 6.96428571],0
a8,1,0.173902,1.848983,[ 5 33] ; [ 2 41],[ 3.28395062 34.71604938] ; [ 3.71604938 39.28395062],0
v3,1,0.183928,1.765599,[16 25] ; [24 21],[19.06976744 21.93023256] ; [20.93023256 24.06976744],0
r3,1,0.188281,1.731019,[39  2] ; [40  6],[37.22988506  3.77011494] ; [41.77011494  4.22988506],0
a7,1,0.190053,1.717206,[22 19] ; [31 15],[24.97701149 16.02298851] ; [28.02298851 17.97701149],0
n5,1,0.205987,1.599408,[31 10] ; [29 17],[28.27586207 12.72413793] ; [31.72413793 14.27586207],0
d5,1,0.239441,1.383881,[36  5] ; [36 10],[33.93103448  7.06896552] ; [38.06896552  7.93103448],0
p5,1,0.248801,1.330024,[ 3 38] ; [ 7 39],[ 4.71264368 36.28735632] ; [ 5.28735632 40.71264368],0
n3,1,0.255146,1.294904,[8 4] ; [16  3],[9.29032258 2.70967742] ; [14.70967742  4.29032258],0
p9,1,0.284147,1.14715,[34  7] ; [33 12],[31.94186047  9.05813953] ; [35.05813953  9.94186047],0
d3,1,0.312834,1.018672,[30 11] ; [29 17],[27.8045977 13.1954023] ; [31.1954023 14.8045977],0
s1,1,0.352453,0.864604,[ 1 40] ; [ 3 42],[ 1.90697674 39.09302326] ; [ 2.09302326 42.90697674],0
d1,1,0.408667,0.682675,[25 16] ; [24 22],[23.09195402 17.90804598] ; [25.90804598 20.09195402],0
p7,1,0.4225,0.64335,[26 14] ; [26 20],[24.18604651 15.81395349] ; [27.81395349 18.18604651],0
n6,1,0.431767,0.618067,[34  7] ; [35 11],[32.51724138  8.48275862] ; [36.48275862  9.51724138],0
p2,1,0.46144,0.5424,[32  9] ; [32 13],[30.51162791 10.48837209] ; [33.48837209 11.51162791],0
p8,1,0.475017,0.510283,[19 20] ; [18 26],[17.38554217 21.61445783] ; [19.61445783 24.38554217],0
p1,1,0.483016,0.492047,[ 2 39] ; [ 4 42],[ 2.82758621 38.17241379] ; [ 3.17241379 42.82758621],0
a6,1,0.483971,0.489903,[21 20] ; [27 19],[22.62068966 18.37931034] ; [25.37931034 20.62068966],0
