Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,73.092055,[152  81] ; [ 24 106],[112.96969697 120.03030303] ; [63.03030303 66.96969697],1
s3,1,0.0,61.840632,[158  74] ; [33 98],[122.07162534 109.92837466] ; [68.92837466 62.07162534],1
s8,1,0.0,45.71824,[121 116] ; [ 20 111],[ 90.80706522 146.19293478] ; [50.19293478 80.80706522],1
s7,1,0.0,39.445299,[128  98] ; [28 99],[ 99.87535411 126.12464589] ; [56.12464589 70.87535411],1
s5,1,1e-06,23.616843,[ 89 144] ; [ 17 108],[ 68.98882682 164.01117318] ; [37.01117318 87.98882682],1
r1,1,5.4e-05,16.317498,[192  43] ; [82 49],[175.92896175  59.07103825] ; [98.07103825 32.92896175],1
p4,1,0.000374,12.659003,[123 113] ; [43 88],[106.74659401 129.25340599] ; [59.25340599 71.74659401],1
p10,1,0.000482,12.184135,[189  44] ; [84 46],[175.23140496  57.76859504] ; [97.76859504 32.23140496],1
d5,1,0.000901,11.020328,[202  35] ; [92 38],[189.85831063  47.14168937] ; [104.14168937  25.85831063],1
v1,1,0.000962,10.899443,[117 109] ; [43 85],[102.14689266 123.85310734] ; [57.85310734 70.14689266],1
p9,1,0.001137,10.590038,[195  39] ; [87 40],[182.79224377  51.20775623] ; [99.20775623 27.79224377],0
s4,1,0.002064,9.491813,[ 51 182] ; [ 12 119],[ 40.32692308 192.67307692] ; [ 22.67307692 108.32692308],0
b5,1,0.002133,9.431133,[168  69] ; [72 59],[154.56521739  82.43478261] ; [85.43478261 45.56521739],0
r4,1,0.002628,9.049552,[212  25] ; [102  29],[202.22282609  34.77717391] ; [111.77717391  19.22282609],0
u1,1,0.004965,7.891993,[ 58 179] ; [ 16 115],[ 47.6576087 189.3423913] ; [ 26.3423913 104.6576087],0
v4,1,0.007925,7.050402,[225  11] ; [115  16],[218.63760218  17.36239782] ; [121.36239782   9.63760218],0
a2,1,0.008718,6.879706,[ 69 168] ; [ 22 109],[ 58.60597826 178.39402174] ; [32.39402174 98.60597826],0
p12,1,0.010173,6.604341,[ 19 218] ; [  2 129],[ 13.52445652 223.47554348] ; [  7.47554348 123.52445652],0
n5,1,0.013066,6.160167,[185  52] ; [86 44],[175.00544959  61.99455041] ; [95.99455041 34.00544959],0
u3,1,0.016756,5.721795,[44 25] ; [17 25],[37.91891892 31.08108108] ; [23.08108108 18.91891892],0
a5,1,0.016937,5.702923,[170  67] ; [78 53],[159.7173913  77.2826087] ; [88.2826087 42.7173913],0
n4,1,0.024609,5.051217,[187  49] ; [90 41],[178.1253406  57.8746594] ; [98.8746594 32.1253406],0
v3,1,0.027487,4.85994,[ 91 138] ; [35 90],[ 81.50847458 147.49152542] ; [44.49152542 80.50847458],0
d3,1,0.031297,4.636588,[165  72] ; [76 54],[155.63215259  81.36784741] ; [85.36784741 44.63215259],0
p3,1,0.032185,4.588608,[ 93 143] ; [37 94],[ 83.59673025 152.40326975] ; [46.40326975 84.59673025],0
d2,1,0.041236,4.166293,[126 110] ; [54 74],[116.7032967 119.2967033] ; [63.2967033 64.7032967],0
r3,1,0.050644,3.820005,[227  10] ; [117  12],[222.75409836  14.24590164] ; [121.24590164   7.75409836],0
b2,1,0.070791,3.264581,[52 95] ; [39 43],[58.41484716 88.58515284] ; [32.58515284 49.41484716],0
