Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.000136,14.555774,[20 17] ; [ 7 40],[11.89285714 25.10714286] ; [15.10714286 31.89285714],1
a3,1,0.000138,14.528251,[26 11] ; [13 33],[17.38554217 19.61445783] ; [21.61445783 24.38554217],1
a4,1,0.000495,12.134535,[15 22] ; [ 4 43],[ 8.36904762 28.63095238] ; [10.63095238 36.36904762],1
s6,1,0.000854,11.120776,[24 13] ; [13 33],[16.4939759 20.5060241] ; [20.5060241 25.4939759],1
d2,1,0.001855,9.68756,[20 17] ; [10 37],[13.21428571 23.78571429] ; [16.78571429 30.21428571],0
a6,1,0.002276,9.312462,[25 12] ; [16 31],[18.05952381 18.94047619] ; [22.94047619 24.05952381],0
p2,1,0.004779,7.961378,[17 20] ; [35 11],[23.18072289 13.81927711] ; [28.81927711 17.18072289],0
d5,1,0.009969,6.640355,[28  9] ; [22 24],[22.28915663 14.71084337] ; [27.71084337 18.28915663],0
p3,1,0.012402,6.252518,[17 19] ; [10 37],[11.71084337 24.28915663] ; [15.28915663 31.71084337],0
d4,1,0.034001,4.494648,[28  9] ; [25 22],[23.3452381 13.6547619] ; [29.6547619 17.3452381],0
v1,1,0.035773,4.407908,[16 21] ; [10 36],[11.59036145 25.40963855] ; [14.40963855 31.59036145],0
v2,1,0.046443,3.965442,[14 22] ; [ 9 38],[ 9.97590361 26.02409639] ; [13.02409639 33.97590361],0
s2,1,0.071593,3.246117,[19 18] ; [15 32],[14.97619048 22.02380952] ; [19.02380952 27.97619048],0
r4,1,0.083171,3.001811,[22 15] ; [19 28],[18.05952381 18.94047619] ; [22.94047619 24.05952381],0
p4,1,0.119001,2.430421,[18 19] ; [15 32],[14.53571429 22.46428571] ; [18.46428571 28.53571429],0
n5,1,0.127603,2.321426,[17 20] ; [14 33],[13.6547619 23.3452381] ; [17.3452381 29.6547619],0
d3,1,0.161443,1.960662,[23 14] ; [21 24],[19.85365854 17.14634146] ; [24.14634146 20.85365854],0
s7,1,0.161574,1.959429,[12 22] ; [10 37],[ 9.2345679 24.7654321] ; [12.7654321 34.2345679],0
u2,1,0.187312,1.738636,[3 8] ; [17 17],[4.88888889 6.11111111] ; [15.11111111 18.88888889],0
s1,1,0.201335,1.632662,[ 3 34] ; [ 1 46],[ 1.76190476 35.23809524] ; [ 2.23809524 44.76190476],0
n6,1,0.253824,1.302131,[25 12] ; [26 21],[22.46428571 14.53571429] ; [28.53571429 18.46428571],0
s8,1,0.25834,1.277631,[11 26] ; [ 9 38],[ 8.80952381 28.19047619] ; [11.19047619 35.80952381],0
b1,1,0.294747,1.09781,[20 17] ; [20 27],[17.61904762 19.38095238] ; [22.38095238 24.61904762],0
n1,1,0.340892,0.907073,[ 6 11] ; [ 4 15],[ 4.72222222 12.27777778] ; [ 5.27777778 13.72222222],0
b2,1,0.396144,0.72,[ 8 12] ; [ 7 18],[ 6.66666667 13.33333333] ; [ 8.33333333 16.66666667],0
b3,1,0.396144,0.72,[ 8 12] ; [ 7 18],[ 6.66666667 13.33333333] ; [ 8.33333333 16.66666667],0
p6,1,0.439003,0.598887,[ 8 28] ; [14 33],[ 9.54216867 26.45783133] ; [12.45783133 34.54216867],0
a1,1,0.458747,0.548949,[ 3 34] ; [ 2 45],[ 2.20238095 34.79761905] ; [ 2.79761905 44.20238095],0
p1,1,0.484603,0.488487,[ 4 33] ; [ 3 43],[ 3.12048193 33.87951807] ; [ 3.87951807 42.12048193],0
s3,1,0.509927,0.434216,[16 21] ; [17 30],[14.53571429 22.46428571] ; [18.46428571 28.53571429],0
r2,1,0.512726,0.4285,[26 11] ; [36 11],[27.30952381  9.69047619] ; [34.69047619 12.30952381],0
