Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,262.493803,[ 64 208] ; [287  35],[160.72727273 111.27272727] ; [190.27272727 131.72727273],1
s7,1,0.0,132.28669,[ 78 183] ; [244  70],[146.16 114.84] ; [175.84 138.16],1
s6,1,0.0,101.057954,[138 133] ; [280  36],[192.97785349  78.02214651] ; [225.02214651  90.97785349],1
s8,1,0.0,73.459371,[ 86 189] ; [214 108],[138.19095477 136.80904523] ; [161.80904523 160.19095477],1
s5,1,0.0,54.783227,[ 54 213] ; [153 153],[ 96.45549738 170.54450262] ; [110.54450262 195.45549738],1
s4,1,6.3e-05,16.025243,[ 24 249] ; [ 66 254],[ 41.43338954 231.56661046] ; [ 48.56661046 271.43338954],1
d4,1,0.000714,11.452687,[217  59] ; [285  36],[232.08040201  43.91959799] ; [269.91959799  51.08040201],1
p6,1,0.001926,9.618856,[ 97 173] ; [156 165],[115.58375635 154.41624365] ; [137.41624365 183.58375635],0
p4,1,0.002223,9.355487,[164 110] ; [231  91],[181.59395973  92.40604027] ; [213.40604027 108.59395973],0
u1,1,0.002462,9.168591,[ 40 236] ; [ 79 245],[ 54.74 221.26] ; [ 64.26 259.74],0
p12,1,0.003001,8.806957,[ 17 256] ; [ 44 279],[ 27.94127517 245.05872483] ; [ 33.05872483 289.94127517],0
d1,1,0.003233,8.670944,[157 119] ; [222 102],[174.34 101.66] ; [204.66 119.34],0
n5,1,0.008581,6.908049,[231  43] ; [294  28],[241.3590604  32.6409396] ; [283.6409396  38.3590604],0
v4,1,0.016165,5.784785,[258  18] ; [313   8],[263.9798995  12.0201005] ; [307.0201005  13.9798995],0
r2,1,0.017064,5.689768,[252  19] ; [310   9],[258.13898305  12.86101695] ; [303.86101695  15.13898305],0
a3,1,0.017509,5.644657,[197  77] ; [259  64],[209.28643216  64.71356784] ; [246.71356784  76.28643216],0
a2,1,0.022769,5.186074,[ 60 216] ; [ 97 227],[ 72.22 203.78] ; [ 84.78 239.22],0
n6,1,0.024048,5.091181,[241  35] ; [297  23],[249.1409396  26.8590604] ; [288.8590604  31.1409396],0
u4,1,0.026639,4.914053,[  3 273] ; [ 13 311],[  7.36 268.64] ; [  8.64 315.36],0
s1,1,0.036713,4.363655,[  5 269] ; [ 16 304],[  9.68686869 264.31313131] ; [ 11.31313131 308.68686869],0
d2,1,0.037663,4.320194,[132 143] ; [182 140],[144.639866 130.360134] ; [169.360134 152.639866],0
v3,1,0.040745,4.186582,[104 166] ; [146 165],[116.17900172 153.82099828] ; [133.82099828 177.17900172],0
r1,1,0.045486,4.000538,[213  62] ; [271  52],[222.57525084  52.42474916] ; [261.42474916  61.57525084],0
a6,1,0.053737,3.720842,[200  76] ; [209 112],[189.08542714  86.91457286] ; [219.91457286 101.08542714],0
r4,1,0.054743,3.689883,[246  30] ; [303  21],[252.54  23.46] ; [296.46  27.54],0
a5,1,0.067366,3.346063,[207  69] ; [263  61],[216.2  59.8] ; [253.8  70.2],0
v1,1,0.071626,3.24535,[146 123] ; [193 120],[156.68556701 112.31443299] ; [182.31443299 130.68556701],0
p10,1,0.094126,2.802353,[245  28] ; [303  21],[250.59296482  22.40703518] ; [297.40703518  26.59296482],0
a4,1,0.1007,2.694422,[127 147] ; [172 152],[137. 137.] ; [162. 162.],0
b1,1,0.104411,2.636844,[ 93 183] ; [130 194],[102.58 173.42] ; [120.42 203.58],0
p3,1,0.106522,2.605071,[144 130] ; [191 132],[153.7520938 120.2479062] ; [181.2479062 141.7520938],0
u3,1,0.116783,2.45994,[39 39] ; [41 24],[43.63636364 34.36363636] ; [36.36363636 28.63636364],0
d3,1,0.148496,2.08763,[182  94] ; [230  92],[190.15384615  85.84615385] ; [221.84615385 100.15384615],0
a7,1,0.22149,1.494691,[190  86] ; [237  86],[196.74791319  79.25208681] ; [230.25208681  92.74791319],0
p11,1,0.226492,1.462754,[239  37] ; [269  55],[233.68  42.32] ; [274.32  49.68],0
d5,1,0.254249,1.299804,[227  49] ; [275  46],[232.08040201  43.91959799] ; [269.91959799  51.08040201],0
v2,1,0.257244,1.283526,[150 114] ; [193 121],[156.66435986 107.33564014] ; [186.33564014 127.66435986],0
n2,1,0.29263,1.107483,[40 16] ; [44 11],[42.37837838 13.62162162] ; [41.62162162 13.37837838],0
a8,1,0.308068,1.038939,[ 37 208] ; [ 55 244],[ 41.43382353 203.56617647] ; [ 50.56617647 248.43382353],0
a1,1,0.321412,0.983194,[ 12 264] ; [ 20 304],[ 14.72 261.28] ; [ 17.28 306.72],0
p5,1,0.327189,0.95999,[ 36 239] ; [ 51 269],[ 40.21008403 234.78991597] ; [ 46.78991597 273.21008403],0
p7,1,0.336588,0.923383,[178  93] ; [220  97],[183.43197279  87.56802721] ; [214.56802721 102.43197279],0
r3,1,0.41627,0.660822,[262  13] ; [311  11],[263.94472362  11.05527638] ; [309.05527638  12.94472362],0
u2,1,0.456974,0.553296,[42 37] ; [38 26],[44.1958042 34.8041958] ; [35.8041958 28.1958042],0
n1,1,0.564945,0.331214,[23 32] ; [26 29],[24.5 30.5] ; [24.5 30.5],0
b4,1,0.637763,0.22168,[162 114] ; [184 140],[159.16 116.84] ; [186.84 137.16],0
b3,1,0.648218,0.208155,[ 68 107] ; [ 86 123],[ 70.18229167 104.81770833] ; [ 83.81770833 125.18229167],0
b2,1,0.648218,0.208155,[ 68 107] ; [ 86 123],[ 70.18229167 104.81770833] ; [ 83.81770833 125.18229167],0
n3,1,0.820021,0.051765,[43 12] ; [42 13],[42.5 12.5] ; [42.5 12.5],0
p8,1,0.892861,0.01814,[154 115] ; [182 139],[153.19322034 115.80677966] ; [182.80677966 138.19322034],0
p1,1,0.939138,0.00583,[ 27 249] ; [ 31 292],[ 26.7245409 249.2754591] ; [ 31.2754591 291.7245409],0
