Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000271,13.261256,[16  9] ; [19 59],[ 8.49514563 16.50485437] ; [26.50485437 51.49514563],1
p8,1,0.638154,0.221165,[ 4 21] ; [16 63],[ 4.80769231 20.19230769] ; [15.19230769 63.80769231],0
d2,1,0.648235,0.208133,[13 12] ; [36 41],[12.00980392 12.99019608] ; [36.99019608 40.00980392],0
p1,1,0.663335,0.189498,[ 1 24] ; [ 5 74],[ 1.44230769 23.55769231] ; [ 4.55769231 74.44230769],0
p2,1,0.705024,0.143298,[10 15] ; [35 44],[10.81730769 14.18269231] ; [34.18269231 44.81730769],0
n5,1,0.75219,0.0997,[15 10] ; [44 34],[14.32038835 10.67961165] ; [44.67961165 33.32038835],0
n3,1,0.76686,0.087903,[5 4] ; [17 17],[4.60465116 4.39534884] ; [17.39534884 16.60465116],0
b4,1,0.76704,0.087764,[15 10] ; [50 29],[15.625  9.375] ; [49.375 29.625],0
a7,1,0.824434,0.049215,[13 12] ; [42 35],[13.48039216 11.51960784] ; [41.51960784 35.48039216],0
p6,1,0.880791,0.02249,[ 3 22] ; [10 66],[ 3.21782178 21.78217822] ; [ 9.78217822 66.21782178],0
a1,1,0.947184,0.004388,[ 2 23] ; [ 6 73],[ 1.92307692 23.07692308] ; [ 6.07692308 72.92307692],0
b2,1,0.947478,0.004339,[ 7 13] ; [14 27],[ 6.8852459 13.1147541] ; [14.1147541 26.8852459],0
b3,1,0.947478,0.004339,[ 7 13] ; [14 27],[ 6.8852459 13.1147541] ; [14.1147541 26.8852459],0
v4,1,0.949095,0.004076,[18  6] ; [59 19],[18.11764706  5.88235294] ; [58.88235294 19.11764706],0
