Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.38675,[118  27] ; [37 38],[102.15909091  42.84090909] ; [52.84090909 22.15909091],1
p9,1,5e-06,20.932655,[124  21] ; [42 31],[110.41284404  34.58715596] ; [55.58715596 17.41284404],1
p8,1,0.000118,14.827879,[76 69] ; [20 58],[62.42152466 82.57847534] ; [33.57847534 44.42152466],1
p2,1,0.000123,14.746987,[118  26] ; [46 33],[105.90134529  38.09865471] ; [58.09865471 20.90134529],1
p7,1,0.000333,12.876155,[88 50] ; [30 48],[75.38888889 62.61111111] ; [42.61111111 35.38888889],1
b1,1,0.002465,9.166047,[ 43 102] ; [40 40],[53.48888889 91.51111111] ; [29.51111111 50.48888889],0
r3,1,0.003646,8.452411,[139   6] ; [67 12],[133.34821429  11.65178571] ; [72.65178571  6.34821429],0
r4,1,0.005371,7.749954,[128  17] ; [59 21],[120.51111111  24.48888889] ; [66.48888889 13.51111111],0
n2,1,0.006469,7.414664,[41  9] ; [21 17],[35.22727273 14.77272727] ; [26.77272727 11.22727273],0
n6,1,0.017049,5.691304,[103  41] ; [44 35],[94.92376682 49.07623318] ; [52.07623318 26.92376682],0
n5,1,0.019392,5.465797,[59 85] ; [20 59],[51.01345291 92.98654709] ; [27.98654709 51.01345291],0
d5,1,0.040748,4.186452,[99 46] ; [64 15],[105.51339286  39.48660714] ; [57.48660714 21.51339286],0
s1,1,0.041914,4.138674,[  2 143] ; [ 5 74],[  4.53125 140.46875] ; [ 2.46875 76.53125],0
a8,1,0.074582,3.179175,[  9 125] ; [ 1 76],[  6.3507109 127.6492891] ; [ 3.6492891 73.3507109],0
a2,1,0.107983,2.583492,[ 16 129] ; [15 65],[ 19.97777778 125.02222222] ; [11.02222222 68.97777778],0
v2,1,0.118039,2.443143,[72 65] ; [31 44],[66.56132075 70.43867925] ; [36.43867925 38.56132075],0
d2,1,0.123255,2.375469,[ 45 100] ; [33 47],[50.26666667 94.73333333] ; [27.73333333 52.26666667],0
p6,1,0.125655,2.34538,[ 39 103] ; [14 63],[ 34.3652968 107.6347032] ; [18.6347032 58.3652968],0
p3,1,0.145179,2.122189,[55 90] ; [22 56],[50.06726457 94.93273543] ; [26.93273543 51.06726457],0
p12,1,0.174561,1.843328,[  7 138] ; [ 1 77],[  5.20179372 139.79820628] ; [ 2.79820628 75.20179372],0
a5,1,0.178065,1.813704,[86 59] ; [40 40],[81.2 63.8] ; [44.8 35.2],0
s4,1,0.21528,1.53556,[ 31 114] ; [23 57],[ 34.8 110.2] ; [19.2 60.8],0
p4,1,0.251216,1.316528,[68 76] ; [31 48],[63.92825112 80.07174888] ; [35.07174888 43.92825112],0
r1,1,0.259983,1.268845,[104  40] ; [52 28],[100.28571429  43.71428571] ; [55.71428571 24.28571429],0
b5,1,0.26064,1.265356,[85 60] ; [53 27],[88.93333333 56.06666667] ; [49.06666667 30.93333333],0
p1,1,0.277855,1.177554,[  6 138] ; [ 6 73],[  7.74887892 136.25112108] ; [ 4.25112108 74.74887892],0
v1,1,0.281472,1.15997,[63 78] ; [29 49],[59.23287671 81.76712329] ; [32.76712329 45.23287671],0
u2,1,0.295509,1.094353,[37 22] ; [17 16],[34.63043478 24.36956522] ; [19.36956522 13.63043478],0
s8,1,0.309676,1.032058,[50 95] ; [22 57],[46.60714286 98.39285714] ; [25.39285714 53.60714286],0
a4,1,0.333126,0.936709,[ 40 105] ; [27 53],[ 43.17777778 101.82222222] ; [23.82222222 56.17777778],0
n1,1,0.344036,0.895335,[15 35] ; [ 8 30],[13.06818182 36.93181818] ; [ 9.93181818 28.06818182],0
v3,1,0.407725,0.685425,[ 38 100] ; [17 59],[ 35.46728972 102.53271028] ; [19.53271028 56.46728972],0
d3,1,0.410891,0.676222,[99 46] ; [49 29],[96.23318386 48.76681614] ; [51.76681614 26.23318386],0
b2,1,0.449484,0.571952,[24 49] ; [ 9 26],[22.30555556 50.69444444] ; [10.69444444 24.30555556],0
b3,1,0.449484,0.571952,[24 49] ; [ 9 26],[22.30555556 50.69444444] ; [10.69444444 24.30555556],0
s6,1,0.456323,0.5549,[85 59] ; [42 36],[82.37837838 61.62162162] ; [44.62162162 33.37837838],0
a6,1,0.47251,0.5161,[94 51] ; [48 32],[91.51111111 53.48888889] ; [50.48888889 29.51111111],0
u1,1,0.533075,0.388526,[ 11 134] ; [ 8 72],[ 12.24444444 132.75555556] ; [ 6.75555556 73.24444444],0
s5,1,0.538171,0.378939,[43 99] ; [20 56],[ 41.03669725 100.96330275] ; [21.96330275 54.03669725],0
a1,1,0.569646,0.323276,[  5 140] ; [ 4 76],[  5.8 139.2] ; [ 3.2 76.8],0
d1,1,0.572148,0.319101,[65 80] ; [39 41],[67.02222222 77.97777778] ; [36.97777778 43.02222222],0
s2,1,0.644591,0.212787,[62 82] ; [37 43],[63.64285714 80.35714286] ; [35.35714286 44.64285714],0
b4,1,0.670864,0.180593,[84 61] ; [44 36],[82.48888889 62.51111111] ; [45.51111111 34.48888889],0
d4,1,0.706173,0.14213,[111  34] ; [63 17],[112.13333333  32.86666667] ; [61.86666667 18.13333333],0
n3,1,0.7311,0.118104,[34 17] ; [24 14],[33.23595506 17.76404494] ; [24.76404494 13.23595506],0
a3,1,0.733253,0.116146,[86 59] ; [45 34],[84.79910714 60.20089286] ; [46.20089286 32.79910714],0
