Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,56.197315,[38 48] ; [261  51],[64.6080402 21.3919598] ; [234.3919598  77.6080402],1
a4,1,0.0,31.946929,[19 68] ; [175 137],[42.30075188 44.69924812] ; [151.69924812 160.30075188],1
d2,1,0.0,30.621914,[23 64] ; [187 125],[45.78947368 41.21052632] ; [164.21052632 147.78947368],1
d1,1,0.0,25.975587,[35 52] ; [219  94],[55.245 31.755] ; [198.755 114.245],1
u1,1,8e-06,19.89826,[ 5 82] ; [ 90 223],[20.6625 66.3375] ; [ 74.3375 238.6625],1
d4,1,3.9e-05,16.92854,[60 27] ; [273  39],[72.60902256 14.39097744] ; [260.39097744  51.60902256],1
p9,1,5.2e-05,16.363237,[68 18] ; [291  20],[77.76826196  8.23173804] ; [281.23173804  29.76826196],1
p10,1,0.00011,14.961624,[65 20] ; [285  26],[75.12626263  9.87373737] ; [274.87373737  36.12626263],1
r1,1,0.000775,11.300425,[59 27] ; [264  48],[69.79396985 16.20603015] ; [253.20603015  58.79396985],1
a6,1,0.000864,11.097378,[47 40] ; [227  85],[59.7443609 27.2556391] ; [214.2556391  97.7443609],1
s8,1,0.001688,9.860997,[33 54] ; [176 133],[45.91666667 41.08333333] ; [163.08333333 145.91666667],0
d5,1,0.002489,9.148713,[65 22] ; [274  38],[73.91729323 13.08270677] ; [265.08270677  46.91729323],0
s5,1,0.004467,8.083632,[22 59] ; [134 166],[33.16535433 47.83464567] ; [122.83464567 177.16535433],0
s7,1,0.005759,7.624229,[37 44] ; [185 110],[47.82446809 33.17553191] ; [174.17553191 120.82446809],0
v2,1,0.007235,7.21357,[41 43] ; [198 107],[51.6092545 32.3907455] ; [187.3907455 117.6092545],0
d3,1,0.012717,6.208018,[51 36] ; [227  86],[60.465 26.535] ; [217.535  95.465],0
p11,1,0.015183,5.89514,[66 21] ; [271  42],[73.2975 13.7025] ; [263.7025  49.2975],0
b3,1,0.019607,5.446565,[13 36] ; [ 94 116],[20.24324324 28.75675676] ; [ 86.75675676 123.24324324],0
