Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,50.742368,[78  4] ; [ 4 13],[67.91919192 14.08080808] ; [14.08080808  2.91919192],1
p11,1,0.000756,11.346203,[71 12] ; [9 9],[65.74257426 17.25742574] ; [14.25742574  3.74257426],1
v4,1,0.001488,10.09319,[79  2] ; [14  4],[76.09090909  4.90909091] ; [16.90909091  1.09090909],0
d2,1,0.003407,8.575478,[36 47] ; [14  3],[41.5 41.5] ; [8.5 8.5],0
p2,1,0.004194,8.197832,[70 12] ; [10  8],[65.6 16.4] ; [14.4  3.6],0
n6,1,0.008356,6.955527,[75  8] ; [12  6],[71.4950495 11.5049505] ; [15.5049505  2.4950495],0
p3,1,0.010654,6.522198,[46 37] ; [ 4 14],[41.08910891 41.91089109] ; [8.91089109 9.08910891],0
v1,1,0.018098,5.586671,[51 29] ; [ 6 12],[46.53061224 33.46938776] ; [10.46938776  7.53061224],0
p8,1,0.020636,5.357305,[48 35] ; [ 5 13],[43.55445545 39.44554455] ; [9.44554455 8.55445545],0
r4,1,0.021487,5.286828,[76  7] ; [13  5],[73.13861386  9.86138614] ; [15.86138614  2.13861386],0
b3,1,0.025245,5.006994,[21 25] ; [ 1 10],[17.75438596 28.24561404] ; [4.24561404 6.75438596],0
b2,1,0.025245,5.006994,[21 25] ; [ 1 10],[17.75438596 28.24561404] ; [4.24561404 6.75438596],0
p6,1,0.035901,4.401801,[30 52] ; [ 2 16],[26.24 55.76] ; [ 5.76 12.24],0
s8,1,0.037363,4.333792,[24 59] ; [ 1 17],[20.54455446 62.45544554] ; [ 4.45544554 13.54455446],0
s2,1,0.039828,4.225179,[40 42] ; [ 4 14],[36.08 45.92] ; [ 7.92 10.08],0
n1,1,0.0456,3.996327,[2 9] ; [4 2],[3.88235294 7.11764706] ; [2.11764706 3.88235294],0
b1,1,0.105673,2.617761,[25 58] ; [9 9],[27.94059406 55.05940594] ; [ 6.05940594 11.94059406],0
p1,1,0.140532,2.172128,[ 8 74] ; [ 4 14],[ 9.84 72.16] ; [ 2.16 15.84],0
p5,1,0.153451,2.03761,[16 66] ; [ 1 17],[13.94 68.06] ; [ 3.06 14.94],0
u3,1,0.153845,2.033704,[16 14] ; [2 6],[14.21052632 15.78947368] ; [3.78947368 4.21052632],0
r3,1,0.171484,1.869923,[77  6] ; [14  3],[75.53  7.47] ; [15.47  1.53],0
d4,1,0.171484,1.869923,[77  6] ; [14  3],[75.53  7.47] ; [15.47  1.53],0
p7,1,0.183647,1.767857,[54 27] ; [9 9],[51.54545455 29.45454545] ; [11.45454545  6.54545455],0
s1,1,0.234088,1.415851,[ 1 81] ; [ 1 17],[ 1.64 80.36] ; [ 0.36 17.64],0
a5,1,0.292613,1.10756,[65 18] ; [12  6],[63.27722772 19.72277228] ; [13.72277228  4.27722772],0
r2,1,0.313293,1.016741,[78  4] ; [16  2],[77.08  4.92] ; [16.92  1.08],0
s6,1,0.322674,0.978079,[59 22] ; [11  7],[57.27272727 23.72727273] ; [12.72727273  5.27272727],0
a7,1,0.345737,0.889043,[54 29] ; [9 8],[52.29 30.71] ; [10.71  6.29],0
s4,1,0.378884,0.774321,[16 64] ; [ 2 16],[14.69387755 65.30612245] ; [ 3.30612245 14.69387755],0
a4,1,0.418324,0.655018,[41 42] ; [ 7 11],[39.44554455 43.55445545] ; [8.55445545 9.44554455],0
s3,1,0.419981,0.650368,[40 41] ; [ 7 11],[38.45454545 42.54545455] ; [8.54545455 9.45454545],0
a3,1,0.470036,0.521892,[53 29] ; [10  8],[51.66 30.34] ; [11.34  6.66],0
n3,1,0.502335,0.45,[6 4] ; [6 2],[6.66666667 3.33333333] ; [5.33333333 2.66666667],0
n2,1,0.518217,0.41744,[8 3] ; [6 1],[8.55555556 2.44444444] ; [5.44444444 1.55555556],0
p4,1,0.528503,0.39727,[46 37] ; [8 9],[44.82 38.18] ; [9.18 7.82],0
r1,1,0.618162,0.24846,[64 18] ; [15  3],[64.78 17.22] ; [14.22  3.78],0
b5,1,0.635714,0.224391,[41 42] ; [10  8],[41.91089109 41.08910891] ; [9.08910891 8.91089109],0
d3,1,0.677005,0.173516,[55 28] ; [11  7],[54.23762376 28.76237624] ; [11.76237624  6.23762376],0
d5,1,0.682975,0.166796,[68 15] ; [14  4],[67.38613861 15.61386139] ; [14.61386139  3.38613861],0
u2,1,0.686225,0.163202,[11 19] ; [2 5],[10.54054054 19.45945946] ; [2.45945946 4.54054054],0
a8,1,0.709422,0.138855,[ 7 72] ; [ 2 15],[ 7.40625 71.59375] ; [ 1.59375 15.40625],0
b4,1,0.748523,0.102776,[52 31] ; [12  6],[52.59405941 30.40594059] ; [11.40594059  6.59405941],0
a6,1,0.751149,0.100568,[54 29] ; [11  7],[53.41584158 29.58415842] ; [11.58415842  6.41584158],0
v3,1,0.781595,0.076863,[24 56] ; [ 6 12],[24.48979592 55.51020408] ; [ 5.51020408 12.48979592],0
v2,1,0.789642,0.071169,[41 40] ; [8 9],[40.5 40.5] ; [8.5 8.5],0
a2,1,0.797255,0.065998,[16 67] ; [ 3 15],[15.61386139 67.38613861] ; [ 3.38613861 14.61386139],0
a1,1,0.799956,0.064213,[ 6 77] ; [ 1 17],[ 5.75247525 77.24752475] ; [ 1.24752475 16.75247525],0
u1,1,0.811188,0.05707,[12 71] ; [ 3 15],[12.32673267 70.67326733] ; [ 2.67326733 15.32673267],0
n4,1,0.896697,0.016857,[54 29] ; [12  6],[54.23762376 28.76237624] ; [11.76237624  6.23762376],0
n5,1,0.947485,0.004338,[56 27] ; [12  6],[55.88118812 27.11881188] ; [12.11881188  5.88118812],0
d1,1,0.978908,0.000699,[51 32] ; [11  7],[50.95049505 32.04950495] ; [11.04950495  6.95049505],0
