Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,85.425524,[110  43] ; [ 21 106],[71.58214286 81.41785714] ; [59.41785714 67.58214286],1
d5,1,0.0,67.883439,[148   5] ; [71 56],[119.66785714  33.33214286] ; [99.33214286 27.66785714],1
d3,1,0.0,63.289029,[132  21] ; [52 75],[100.54285714  52.45714286] ; [83.45714286 43.54285714],1
a2,1,0.0,28.680361,[55 98] ; [ 11 116],[ 36.06428571 116.93571429] ; [29.93571429 97.06428571],1
a4,1,0.0,26.09737,[90 62] ; [36 90],[68.89208633 83.10791367] ; [57.10791367 68.89208633],1
u1,1,7e-06,20.174383,[ 39 114] ; [  7 120],[ 25.13571429 127.86428571] ; [ 20.86428571 106.13571429],1
v2,1,1.4e-05,18.908973,[109  38] ; [59 63],[91.80669145 55.19330855] ; [76.19330855 45.80669145],1
a6,1,3.2e-05,17.303432,[118  35] ; [68 59],[101.63571429  51.36428571] ; [84.36428571 42.63571429],1
r1,1,0.000231,13.563125,[134  17] ; [89 36],[122.00362319  28.99637681] ; [100.99637681  24.00362319],1
a5,1,0.00024,13.492529,[128  25] ; [82 45],[114.75  38.25] ; [95.25 31.75],1
v3,1,0.001538,10.03274,[82 62] ; [47 78],[69.05576208 74.94423792] ; [59.94423792 65.05576208],0
a3,1,0.0016,9.95934,[124  29] ; [81 45],[112.41935484  40.58064516] ; [92.58064516 33.41935484],0
p4,1,0.003872,8.342849,[91 61] ; [54 73],[78.99641577 73.00358423] ; [66.00358423 60.99641577],0
s1,1,0.007492,7.151115,[  1 149] ; [  8 116],[  4.9270073 145.0729927] ; [  4.0729927 119.9270073],0
p11,1,0.01036,6.571862,[126  27] ; [88 39],[116.93571429  36.06428571] ; [97.06428571 29.93571429],0
p8,1,0.011581,6.373927,[78 73] ; [46 80],[67.59566787 83.40433213] ; [56.40433213 69.59566787],0
v4,1,0.01209,6.297566,[148   4] ; [111  12],[143.15636364   8.84363636] ; [115.84363636   7.15636364],0
n6,1,0.013816,6.061509,[131  20] ; [94 31],[123.09782609  27.90217391] ; [101.90217391  23.09782609],0
p5,1,0.015175,5.896088,[ 20 130] ; [  6 120],[ 14.13043478 135.86956522] ; [ 11.86956522 114.13043478],0
s5,1,0.017821,5.613617,[55 94] ; [29 94],[ 46.01470588 102.98529412] ; [37.98529412 85.01470588],0
n4,1,0.019432,5.462225,[122  30] ; [85 40],[113.58844765  38.41155235] ; [93.41155235 31.58844765],0
u2,1,0.023112,5.160066,[21  8] ; [20 24],[16.28767123 12.71232877] ; [24.71232877 19.28767123],0
